"source_root","source_rel","destination_path","bytes","sha256"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706","ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","3699","C5A67055B1B03AD387CA1E3E8A5A0B473425253E812E518ACDF15006D5153B76"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706","ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","10156","EB973E65E33A3C7AF831713A1CD514CB8006217DD8819C59D4C1BF5712128B27"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706","ARABIC_FAA2C330_EXACT_BLOCKERS_ACTIVE_RECOVERY_20260706.csv","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_EXACT_BLOCKERS_ACTIVE_RECOVERY_20260706.csv","3120","CACB18FD8619199347C6CDCA94F33810BAEF6B2182249BA200E4CCAC583C6ABA"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706","ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","3975789","A2A27C38DCEE993B1A40BBD426652001FC1DB2286078C45C5555A359EA1ADFE5"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706","ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","2511","9CD64FD135FF979BD7A2D03D01E30E7067D848833C6C28699183BD330D0C117E"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706","ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","4816","F75555C5F3B76B5E5C6C12B76D204027460B47814E20ADD374658A33BC148B78"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706","ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","175540","EDD62BBCD6777276E3CE5CF0F6E4C1F95B223FAB8FAB955934A5DBA9692236D7"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706","B3_UPLOADER_ROUTE_FAA2C330_ARABIC_CONTINUATION_20260706.csv","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/B3_UPLOADER_ROUTE_FAA2C330_ARABIC_CONTINUATION_20260706.csv","741","44E0947DE63F2B04CAAB6506045104E9E818A25957C90891D09C143E3055169B"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706","BRANCH_FAA2C330_CHANGED_PATHS_ARABIC_ROUTING_20260706.csv","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_CHANGED_PATHS_ARABIC_ROUTING_20260706.csv","57073","D19CE36D4C4BA0D3DC8CDD905744D5A16C9C089ADBA83736283E53C4096E2AEE"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706","BRANCH_FAA2C330_DELTA_COMMITS_FROM_1233D6F1_20260706.csv","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_DELTA_COMMITS_FROM_1233D6F1_20260706.csv","1034","668F5376AA29CCB697FB8D66B1A330994F966AC707BA89EB06837F140FB8E5D0"
