"label","rel_path","expected","actual","status","source_line"
"R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION","b3/B3_ROUTE.csv","3CD48B00E45C502EACC56EE145D19BB33FA96788A0037EDA5D31644D77A37A55","3CD48B00E45C502EACC56EE145D19BB33FA96788A0037EDA5D31644D77A37A55","ok",""
"R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION","blockers/R6_1233D6F_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","742AA09F46769F06BD5868E3B5FCA8283F65FB6D1341545A3E46E7BA90CA5FEF","742AA09F46769F06BD5868E3B5FCA8283F65FB6D1341545A3E46E7BA90CA5FEF","ok",""
"R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION","branch-current/R6_1233D6F_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","01919607534F4673BB49CFDE9DB442EA6F2A016E1F52622120AD5CDF84854618","01919607534F4673BB49CFDE9DB442EA6F2A016E1F52622120AD5CDF84854618","ok",""
"R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION","branch-current/R6_1233D6F_LOCAL_HEAD_NAMED_FILE_HITS.csv","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6","ok",""
"R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION","ethics/R6_1233D6F_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","D163D6BC1CF8DE188741136B799728FA3389C6EF835C9FE38C77D831CD988FC4","D163D6BC1CF8DE188741136B799728FA3389C6EF835C9FE38C77D831CD988FC4","ok",""
"R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION","fable/R6_1233D6F_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","02D8A39B55FD3EA43D1E203EEBCEE4E722CA035136838F0B7B9EC851B6D875A4","02D8A39B55FD3EA43D1E203EEBCEE4E722CA035136838F0B7B9EC851B6D875A4","ok",""
"R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION","input-verification/R6_1233D6F_PRIOR_PACKAGE_SHA_VERIFY.csv","55F5A4BB824AF4CB467442DBDE2F38BDA8B7F43FE78174344BEEC533B991D406","55F5A4BB824AF4CB467442DBDE2F38BDA8B7F43FE78174344BEEC533B991D406","ok",""
"R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION","logs/LOGBOOK_EXCERPT_20260706.md","07200D327CC05473147298D3836EC1D14455B860FACD0DB708BF3467AD7253A2","07200D327CC05473147298D3836EC1D14455B860FACD0DB708BF3467AD7253A2","ok",""
"R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION","mutual-watch/R6_1233D6F_MUTUAL_WATCH_OBSERVATION.csv","BEF3A9EEBBD9423301530159D12C7DEBCDC519560C5910F0719CED348623208C","BEF3A9EEBBD9423301530159D12C7DEBCDC519560C5910F0719CED348623208C","ok",""
"R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION","R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","88EF6C0654D9E7C0D9982B890B60975FACD4DEB81E3FC47AA40B05B6231C51F2","88EF6C0654D9E7C0D9982B890B60975FACD4DEB81E3FC47AA40B05B6231C51F2","ok",""
