"Label","Source","Dest","Bytes","SHA256","Note"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\B3_LATEST_OUTPUTS_SNAPSHOT.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","9349","04702672803B5C26DB5719DCB94BBEB09491C214BB05FFD0DF3467E98AAEE03B","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\B3_TRACKED_STATUS_FIRST120.txt","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/B3_TRACKED_STATUS_FIRST120.txt","17732","DEDEBDCB49D295944C98C1977532C765971E6308CDA158519733485FE1CEF527","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\BODY_ROOT_COUNTS_AC6F4EB.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BODY_ROOT_COUNTS_AC6F4EB.csv","492","5B284AD2CFC488E4301A81C504C4276FDC332D5A2B0CB0A9AACF2AA73E8D9866","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\BRANCH_EXTENSION_COUNTS_AC6F4EB.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_EXTENSION_COUNTS_AC6F4EB.csv","1853","FD5C405A539220010D7D7389DC111D8D18621C286CC12EEEAC5E711B0165C16B","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\BRANCH_FILENAME_SECURITY_SCAN.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_FILENAME_SECURITY_SCAN.csv","1844","61F94827707C291F76CE0C7B3420112A2D9921FF1C7495CECCE51D0AC0DA694A","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\BRANCH_TOP_ROOT_COUNTS_AC6F4EB.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TOP_ROOT_COUNTS_AC6F4EB.csv","2414","ED66E6C2524817247ED4DBD5876FD88587D17C1E70342D713DF4126A16B42E41","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\BRANCH_TREE_COUNTS_AC6F4EB.json","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TREE_COUNTS_AC6F4EB.json","729","9D544B638EB7DF04408569ACF2AE8F8C6CA4FFC98B555EF75C31238BF6B5B03A","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\BRANCH_TREE_MANIFEST_AC6F4EB.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TREE_MANIFEST_AC6F4EB.csv","4287498","5C0321D8D975CEC2708B5A0F43423F9E817386A5E7075FD1D1F429E66AD0E563","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\CHANGED_PATHS_212DFB_TO_AC6F4EB.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/CHANGED_PATHS_212DFB_TO_AC6F4EB.csv","73436","A83A69EF79BF01CE5D954A432DA44988C40EA20574DF4F1757A5A657AE593F99","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\CHECKOUT_SAFETY_BLOCKERS.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/CHECKOUT_SAFETY_BLOCKERS.csv","783","1D3BBB99ED85F103C27272EE44116A3BA3B64862B77B8B4B64BEAD03E768C08F","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\DRIFT_AND_BLOCKER_ROWS.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/DRIFT_AND_BLOCKER_ROWS.csv","809","DE08EC66CC540DB6891DB24473F672890C690F9835C6149BB8AD9CF77859D942","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\HEARTBEAT_LOGBOOK_EXCERPT_20260706.md","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/HEARTBEAT_LOGBOOK_EXCERPT_20260706.md","1310","BF49E9C1B6785DE0841B32EE92D6E1FB3218734FE0B99EA74A06956092EB8732","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\LOCAL_DRIFT_CREDENTIAL_PATTERN_SCAN.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_DRIFT_CREDENTIAL_PATTERN_SCAN.csv","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\LOCAL_DRIFT_LARGE_FILE_RISKS_GE50MB.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_DRIFT_LARGE_FILE_RISKS_GE50MB.csv","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\LOCAL_OUTPUT_DRIFT_AFTER_B3_BY_LANE.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_OUTPUT_DRIFT_AFTER_B3_BY_LANE.csv","797","1660F5D0BA7CDC9F7015328A690A1FF5D1F58D8E1534A21734BBE5EAC07A0040","read-only branch/package audit; old-B did not push or alter PR metadata"
"Old-B AC6F4EB branch package audit","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706\LOCAL_OUTPUT_DRIFT_AFTER_B3_MANIFEST.csv","transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_OUTPUT_DRIFT_AFTER_B3_MANIFEST.csv","102654","85C4DC0C33A1669FD38F0A6E38FA63FB17892FC220F176E1BAC96158825062FE","read-only branch/package audit; old-B did not push or alter PR metadata"
