"packet","relative_path","expected_sha256","actual_sha256","exists","ok"
"R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ","b3\B3_ROUTE.csv","03F1103E5C19B1A8877DD837C44815FD71859BDC37563A5D89BE73E07DED0779","03F1103E5C19B1A8877DD837C44815FD71859BDC37563A5D89BE73E07DED0779","True","True"
"R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ","blockers\R6_9BBCB11B_EXACT_BLOCKERS_DIRECT_ZIP_READ.csv","1860BDE3114BF72A884E6E1814EC84A9B1C2B58362E3A8436CE7F08651825B84","1860BDE3114BF72A884E6E1814EC84A9B1C2B58362E3A8436CE7F08651825B84","True","True"
"R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ","branch-current\R6_9BBCB11B_BRANCH_AND_SOURCE_ZIP_CHECK.csv","C0CA655955E444A7EC2D82197C7256931F4494ACD2B778662525178641FE9C48","C0CA655955E444A7EC2D82197C7256931F4494ACD2B778662525178641FE9C48","True","True"
"R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ","ethics\R6_9BBCB11B_ETHICS_ACCESS_AUTHORITY_DIRECT_READ_LEDGER.csv","BA7CF54BB8861C799ECEDF13A3B20019733EF1D8287F21BD689C958B97EBF3F7","BA7CF54BB8861C799ECEDF13A3B20019733EF1D8287F21BD689C958B97EBF3F7","True","True"
"R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ","fable\R6_9BBCB11B_SOURCE_USE_ADVERSE_EVIDENCE_DIRECT_READ_LEDGER.csv","26C19C60644F668960B23F25B33129414F530C74B2016D9CD5569509512A997F","26C19C60644F668960B23F25B33129414F530C74B2016D9CD5569509512A997F","True","True"
"R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ","logs\LOGBOOK_EXCERPT_20260706.md","75FE7B3E375DFEF7D3B104CF2B38702026D337BF0E39766487B6C0FB07DDEE36","75FE7B3E375DFEF7D3B104CF2B38702026D337BF0E39766487B6C0FB07DDEE36","True","True"
"R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ","MANIFEST.csv","F7E8E88DB2266D56AFC351EF2154FDEDC672562DD2695DDE60DC41A3F70AFEE0","F7E8E88DB2266D56AFC351EF2154FDEDC672562DD2695DDE60DC41A3F70AFEE0","True","True"
"R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ","R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ_COUNTS.csv","ACB12A766B43F2EDC593930958B00ACC46DA01D26B3E1DC83B2179BBBAD34C3C","ACB12A766B43F2EDC593930958B00ACC46DA01D26B3E1DC83B2179BBBAD34C3C","True","True"
"R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ","README.md","40DC7C86852644683AF29A8D162B4C7E322671A1E8DFEC6DC1B33FF39018D016","40DC7C86852644683AF29A8D162B4C7E322671A1E8DFEC6DC1B33FF39018D016","True","True"
"R6_9BBCB11B_SOURCE_CORPUS_DIRECT_ZIP_READ","source-corpus-direct-read\R6_9BBCB11B_DIRECT_ZIP_ENTRY_READ_RESULTS.csv","14A6D1A408CD1ECFAB4BAD1C01E98EC209FD1A1C17BBE6E901769A6A0CD03ABA","14A6D1A408CD1ECFAB4BAD1C01E98EC209FD1A1C17BBE6E901769A6A0CD03ABA","True","True"
