"root","relative_path","expected_sha","actual_sha","ok"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","b3/B3_ROUTE.csv","340A1B9286AE140650045997EBF0BFBA2060B52786632EEC3292E0E0F482EA18","340A1B9286AE140650045997EBF0BFBA2060B52786632EEC3292E0E0F482EA18","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","blockers/R6_8A7F43FD_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","74BE539E8C34D55AC670DEF89A5D73355D8FFCEAB75D03CCFB48E0ACB4A863CE","74BE539E8C34D55AC670DEF89A5D73355D8FFCEAB75D03CCFB48E0ACB4A863CE","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_8A7F43FD_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","0AE4CC825532799E3E5585DDE253525F081BD0285042DE5F3C785862870880A7","0AE4CC825532799E3E5585DDE253525F081BD0285042DE5F3C785862870880A7","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_8A7F43FD_LOCAL_HEAD_NAMED_FILE_HITS.csv","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_8A7F43FD_PAYLOAD_FRONTIER_CORRECTION.csv","BAF70756434D0FC1B15BC0F3FD48E83869FC1B5E25F35133EC0E2B2B626BED50","BAF70756434D0FC1B15BC0F3FD48E83869FC1B5E25F35133EC0E2B2B626BED50","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","ethics/R6_8A7F43FD_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","443BC9A4B16681BE4BAD4121CFD6EA3871689902C0AB613C999154E4D77585D6","443BC9A4B16681BE4BAD4121CFD6EA3871689902C0AB613C999154E4D77585D6","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","fable/R6_8A7F43FD_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","1A532E505E943DADA18FF11D6D948877224459B5BFFE515BF0197A07A7910DDC","1A532E505E943DADA18FF11D6D948877224459B5BFFE515BF0197A07A7910DDC","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","input-verification/R6_8A7F43FD_PRIOR_PACKAGE_SHA_VERIFY.csv","1E2CE47561888F5A8C99EFAA1030E8FF72723AC55F84921780C94A2812DD41BB","1E2CE47561888F5A8C99EFAA1030E8FF72723AC55F84921780C94A2812DD41BB","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","logs/LOGBOOK_EXCERPT_20260706.md","F488C34AD8D95B9F0DEABF0F105BBBC029726869F8DBFE0DBBE2B4EDC22BA32F","F488C34AD8D95B9F0DEABF0F105BBBC029726869F8DBFE0DBBE2B4EDC22BA32F","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","mutual-watch/R6_8A7F43FD_MUTUAL_WATCH_OBSERVATION.csv","4931B9491C24D5830E1525CD7FEF245225B8F25601B19E5D2A49E3CE425EA221","4931B9491C24D5830E1525CD7FEF245225B8F25601B19E5D2A49E3CE425EA221","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","215C31D0C6E0ED1540324C6DBCF99397EC458D7B8A44D94CAA1F0B58FDB7E4C9","215C31D0C6E0ED1540324C6DBCF99397EC458D7B8A44D94CAA1F0B58FDB7E4C9","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","README.md","76D9215947E46275E26E5B0DC0436FF28E90C7E1CB83E2B169AE53DE800229F9","76D9215947E46275E26E5B0DC0436FF28E90C7E1CB83E2B169AE53DE800229F9","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","source-use/R6_8A7F43FD_SOURCE_USE_CONTINUATION_LEDGER.csv","2EA5300D1F0BC911C6A7BEB3B42CAAA3C933FEBC202F054363F929443EFD764C","2EA5300D1F0BC911C6A7BEB3B42CAAA3C933FEBC202F054363F929443EFD764C","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","witness-index/R6_8A7F43FD_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","6BA68CDC6AE57369D5F26A8FBC773B486FDDDE684A019AEEAE16A8EFB2AE28A3","6BA68CDC6AE57369D5F26A8FBC773B486FDDDE684A019AEEAE16A8EFB2AE28A3","True"
"R6_8A7F43FD_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","witness-index/R6_8A7F43FD_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","378114A69FBD78AE069D433980D1E936D776A4BEFB384ED058261C7F505AD4F1","378114A69FBD78AE069D433980D1E936D776A4BEFB384ED058261C7F505AD4F1","True"
