"lane","delta_status","source_path","source_relative_path","bytes","sha256","source_last_write_utc","package_action","base_frontier","frontier_package","frontier_sha256","frontier_bytes"
"noether-cjk-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\akira_masuoka_lecture_notes_page_20260704.html","source_canon_witness_cache_20260704\akira_masuoka_lecture_notes_page_20260704.html","120570","859C47AC7F812269B40BEC409859F654525EA5DC3CD35FACC03B12A5F9C3D8FA","2026-07-04T16:45:59.1938209Z","omitted_raw_source_body","through package 293",,,
"noether-cjk-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\ando_APP_ALG_applied_algebra_valuations_ordered_fields.pdf","source_canon_witness_cache_20260704\ando_APP_ALG_applied_algebra_valuations_ordered_fields.pdf","370818","04848BC4F6820BEE67930A37F51CA36F78B7692C6FC1B14DA239F851819F9581","2026-07-04T16:45:55.3281180Z","omitted_raw_source_body","through package 293",,,
"noether-cjk-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\ando_DAISU1_algebra_i_group_theory.pdf","source_canon_witness_cache_20260704\ando_DAISU1_algebra_i_group_theory.pdf","247164","78203FDE040CAB1A3AD17B4B7F7AB5CC6F55A3BAB62E50E1AC95F84081A4291B","2026-07-04T16:45:49.1396482Z","omitted_raw_source_body","through package 293",,,
"noether-cjk-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\ando_DAISU2_algebra_ii_commutative_rings_modules.pdf","source_canon_witness_cache_20260704\ando_DAISU2_algebra_ii_commutative_rings_modules.pdf","382308","57DE472260FE549E4DBECA3C2F6290DFB4BF3C88ACB98E7B484880B72F2180C0","2026-07-04T16:45:51.1839480Z","omitted_raw_source_body","through package 293",,,
"noether-cjk-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\ando_DAISU3_algebra_iii_fields_galois.pdf","source_canon_witness_cache_20260704\ando_DAISU3_algebra_iii_fields_galois.pdf","326442","EB66C5BFA2081E22FFF88557D4D0D358AFA9D6E3FBFD54B66F4545DF52E7554A","2026-07-04T16:45:53.2755113Z","omitted_raw_source_body","through package 293",,,
"noether-cjk-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\ando_LectureNote_20260704.html","source_canon_witness_cache_20260704\ando_LectureNote_20260704.html","6448","B1D2D8E8944F3AF55112248E14731FC400F35163B88D18E1B6958AA85CB9A4D6","2026-07-04T16:45:47.0891938Z","omitted_raw_source_body","through package 293",,,
"noether-cjk-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\github_api_Seasawher_matsumura_master_48b9d10bab2d1c2525966cd17d7cf867731a88b0.json","source_canon_witness_cache_20260704\github_api_Seasawher_matsumura_master_48b9d10bab2d1c2525966cd17d7cf867731a88b0.json","5299","D2AE98DD80CEE257504A5297394CAB32BA304EC396A01BE3C9140902C7E5F55A","2026-07-04T16:45:45.6445600Z","omitted_raw_source_body","through package 293",,,
"noether-cjk-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\github_api_wenweili_AlJabr-1_master_ae1e8747164059b35c19a2d5a7e4605be535517b.json","source_canon_witness_cache_20260704\github_api_wenweili_AlJabr-1_master_ae1e8747164059b35c19a2d5a7e4605be535517b.json","7595","F016ADF3BE1EB193CE7DA896BF948F98BBB5F54CF674D312F0989AE5690F5D56","2026-07-04T16:45:41.9924188Z","omitted_raw_source_body","through package 293",,,
"noether-cjk-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\github_api_wenweili_AlJabr-2_master_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.json","source_canon_witness_cache_20260704\github_api_wenweili_AlJabr-2_master_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.json","10071","4730C7CB4F6FDBE6CC214337102BC07EC5BACDDD3574E3B17941AAEBC3D6F7C1","2026-07-04T16:45:43.6691863Z","omitted_raw_source_body","through package 293",,,
"noether-cjk-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\ko_github_source_package_search_audit_20260704.json","source_canon_witness_cache_20260704\ko_github_source_package_search_audit_20260704.json","3212","246B3879206CD87AF9C83F682E963EA04BFB9C154FD1D3B1699FCF2BA24D7B1D","2026-07-04T16:46:14.9149433Z","omitted_raw_source_body","through package 293",,,
