image_file,pdf_page,printed_page,dpi,purpose,bytes,sha256
qa/ega1_chapter0_authority_1400dpi/authority-p38.png,37,38,1400,"whole-page source context for the continuation of 4.1.5 and all material through the opening of 4.1.7",7385418,6398E094407189E462BF241CD13525F627B74E1C3DFB861C9C37CFA93EE3C04E
qa/ega1_chapter0_authority_5000dpi_details/p38-full-direct-mutool-5000dpi-r1.png,37,38,5000,"direct full-page authority witness for printed page 38",14567073,41C163A9B8971914C21E26827B51633480EB4475836B9E17A4B9A66B820A4408
qa/ega1_chapter0_authority_5000dpi_details/p38-band01-from-mutool-5000dpi-r1.png,37,38,5000,"4.1.5 stalk Hom map and first exact sequence",474488,7A4B86EF4BBD948E65990966C79AEB9FF11D3AD7F425FA1FB9230F1EFBA22CE8
qa/ega1_chapter0_authority_5000dpi_details/p38-band02-from-mutool-5000dpi-r1.png,37,38,5000,"4.1.5 second exact sequence Gamma-Hom identity and dual definition",389104,92BD0B4441B0C5679A9BF3BDFC9D6E909396DDD58B86F261368C458D547457BE
qa/ega1_chapter0_authority_5000dpi_details/p38-band03-from-mutool-5000dpi-r1.png,37,38,5000,"4.1.5 exterior-power formulas and opening of 4.1.6",514791,5C00B9D9278B2122195E276699025CEECE1CD387B0355262A709270227F377D3
qa/ega1_chapter0_authority_5000dpi_details/p38-band04-from-mutool-5000dpi-r1.png,37,38,5000,"4.1.6 ideal-module formulas and opening isomorphism of 4.1.7",607461,1310D6A24E8CDA2F282A3EDD13EE863BE448274FB0A94C53F7FC62E45CB8EC60
qa/ega1_chapter0_authority_5000dpi_details/p38-band05-from-mutool-5000dpi-r1.png,37,38,5000,"4.1.7 cocycle and gluing data through the printed-page seam",358723,7C787171E921C80E410CDB842BC8B42B244B391163A6126659F1BDB14EB2B187
qa/ega1_chapter0_authority_1400dpi/authority-p39.png,38,39,1400,"whole-page source context for the completion of 4.1.7 and opening of 4.2",6318077,A7DBB2C257B7CB04EC180A3D37442862BE1F3110F230D21B33A01CD1C2EA2412
qa/ega1_chapter0_authority_5000dpi_details/p39-full-direct-mutool-5000dpi-r1.png,38,39,5000,"direct full-page authority witness for printed page 39",14000409,CD7F14BB25829428B85A738E3F01DC084313D9C8713B696052EDA7F39FDA7533
qa/ega1_chapter0_authority_5000dpi_details/p39-band01-from-mutool-5000dpi-r1.png,38,39,5000,"completion of 4.1.7 and exact hard stop before 4.2",393867,09EA0B726EB2BFBE2728656A5FF5C2D7A6B861F2E40A6E875FE3C042B84F6216
qa/ega1_chapter0_authority_5000dpi_details/p39-band02-from-mutool-5000dpi-r1.png,38,39,5000,"retained direct witness for later 4.2.1 continuation",399963,3C7F27C349BE9248C9DD318CA30E2A913D4A3916A507AD7B8509811CFE3429B8
qa/ega1_chapter0_authority_5000dpi_details/p39-band03-from-mutool-5000dpi-r1.png,38,39,5000,"retained direct witness for later 4.2.1 continuation",603604,50FB13B64C130EA1F89E2CF9467DB1DE11B4975F4A9DD36D9310FCB44941D53B
qa/ega1_chapter0_authority_5000dpi_details/p39-band04-from-mutool-5000dpi-r1.png,38,39,5000,"retained direct witness for later 4.2.1 and 4.2.2 continuation",435983,5162DA837E9B61F90B2311182004307E3022B10228DE6AFAECDB060E7C05D26C
qa/ega1_chapter0_authority_5000dpi_details/p39-band05-from-mutool-5000dpi-r1.png,38,39,5000,"retained direct witness for later 4.2.2 continuation",242064,1A64B1F761E199DA72BDD6D266119CFCA9BFEF46B65B03B4F97F631BC7B27610
