image_file,pdf_page,printed_page,dpi,purpose,bytes,sha256
qa/ega1_chapter0_authority_1400dpi/authority-p25.png,24,25,1400,"whole-page source context and 3.2.1 opening",2015733,2AC7677F658505C11D42EA063337B8AC441B2D5E7877C21CCF79C199B371111E
qa/ega1_chapter0_authority_1400dpi/authority-p26.png,25,26,1400,"whole-page source context for 3.2.1 and 3.2.2",2156533,F1CA7A2B311C253F32E75D528FE5E96892346F3745E2E8D563D1F383F5810FEF
qa/ega1_chapter0_authority_1400dpi/authority-p27.png,26,27,1400,"whole-page source context for 3.2.2 through 3.2.6",1966693,C79D2EDB7A4DB517CB6B7E618072D4481D533854CB3B22F67BE8EF3A39959599
qa/ega1_chapter0_authority_1400dpi/authority-p28.png,27,28,1400,"whole-page source context and 3.2.6 closure",1809837,35DFFE7BFA38A38D1AE6FEC63123D24570DAE111D852525076235DB49427EFCD
qa/ega1_chapter0_authority_5000dpi_details/p25-321-opening-bottom-vectorcrop-mutool-5000dpi-r1.png,24,25,5000,"3.2 heading and 3.2.1 definition opening",8353435,F5F335282956B3F4D77310AE88B3FB2CC73CA34C61214AC11440DED6234CCF0B
qa/ega1_chapter0_authority_5000dpi_details/p26-321-construction-top-vectorcrop-mutool-5000dpi-r1.png,25,26,5000,"3.2.1 restriction identities and projective-limit construction",9495300,6829D40C378D81730594B3FB1F7B968B38BCA464A5AF4FADB6509D457AA1BCF9
qa/ega1_chapter0_authority_5000dpi_details/p26-321-construction-middle-vectorcrop-mutool-5000dpi-r1.png,25,26,5000,"3.2.1 canonical morphisms and isomorphism",9833939,072049A89691EF581DAB8DA853734105223EBA748B8822011D2C3DC4E4EEE3B3
qa/ega1_chapter0_authority_5000dpi_details/p26-322-conditionF0-vectorcrop-mutool-5000dpi-r1.png,25,26,5000,"3.2.2 condition F0 and compatibility equation",9997687,12096A906AC77F7445FDB7EF8C441CF1C7964ABF04E446813AABBB6C47EDCD59
qa/ega1_chapter0_authority_5000dpi_details/p26-322-proof-and-footnotes-vectorcrop-mutool-5000dpi-r1.png,25,26,5000,"3.2.2 proof continuation and both printed footnotes",7630028,0B0F502C0914F78486181A42794EF7441744F863C829943B9ADE47ABD1F22DBD
qa/ega1_chapter0_authority_5000dpi_details/p27-322-close-and-323-vectorcrop-mutool-5000dpi-r1.png,26,27,5000,"3.2.2 closure including printed X source typo and 3.2.3",9225656,AEF4952D23989BD5C6657AC44DECF013E7F67B3E8446E54583116F79652DBD7E
qa/ega1_chapter0_authority_5000dpi_details/p27-324-vectorcrop-mutool-5000dpi-r1.png,26,27,5000,"3.2.4 inductive-limit formula and morphisms",9176748,F0D4B2687B0CF83C4DC1A03E6B56F5A9380FA09CB22216961B97280EACEFC79D
qa/ega1_chapter0_authority_5000dpi_details/p27-325-vectorcrop-mutool-5000dpi-r1.png,26,27,5000,"3.2.5 sheaf restriction and morphism determination",9767294,117FEF74F3E2FB522D767130C72C742FFCF550366148031249A58716C2A2F0FC
qa/ega1_chapter0_authority_5000dpi_details/p27-326-opening-vectorcrop-mutool-5000dpi-r1.png,26,27,5000,"3.2.6 projective-limit construction opening",7922459,BE694CD337F88E4B197648344650D535718663D376FD3BC27C1DE37D785C7F2B
qa/ega1_chapter0_authority_5000dpi_details/p28-326-close-vectorcrop-mutool-5000dpi-r1.png,27,28,5000,"3.2.6 subsheaf and left-exactness closure",7247290,1B8AF3C23A4BCEC28CB761BD77261BDF62EE76FC1D363C9EA296931519E7390F
