book_page,source_pdf_page,image_filename,source_pdf_filename
203,221,book_p203_pdf_p221.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
204,222,book_p204_pdf_p222.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
205,223,book_p205_pdf_p223.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
206,224,book_p206_pdf_p224.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
207,225,book_p207_pdf_p225.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
208,226,book_p208_pdf_p226.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
209,227,book_p209_pdf_p227.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
210,228,book_p210_pdf_p228.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
211,229,book_p211_pdf_p229.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
212,230,book_p212_pdf_p230.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
213,231,book_p213_pdf_p231.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
214,232,book_p214_pdf_p232.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
215,233,book_p215_pdf_p233.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
216,234,book_p216_pdf_p234.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
217,235,book_p217_pdf_p235.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
218,236,book_p218_pdf_p236.png,sylvester_vol01_source_pdf_pages_221_236_bookpp203_218.pdf
