"delta_id","base_head","current_head","status","path","additions","deletions","category","r3_relevant","required_action","boundary","b3_route"
"1A1110EB-DELTA-0001","ad3e3aa949423680044e8d8502fd1637d822cd14","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","A","interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/B3_UPLOADER_READY_SUMMARY.csv","19","0","R3 A2C52A42 branch delta branch-visible","true","record branch-visible package state; continue source-gated/noncanonical support only","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"1A1110EB-DELTA-0002","ad3e3aa949423680044e8d8502fd1637d822cd14","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","A","interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/MANIFEST.csv","13","0","R3 A2C52A42 branch delta branch-visible","true","record branch-visible package state; continue source-gated/noncanonical support only","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"1A1110EB-DELTA-0003","ad3e3aa949423680044e8d8502fd1637d822cd14","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","A","interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/PACKAGE_VALIDATION.json","22","0","R3 A2C52A42 branch delta branch-visible","true","record branch-visible package state; continue source-gated/noncanonical support only","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"1A1110EB-DELTA-0004","ad3e3aa949423680044e8d8502fd1637d822cd14","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","A","interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_BLOCKERS_RECOVERY_ROWS.csv","189","0","R3 A2C52A42 branch delta branch-visible","true","record branch-visible package state; continue source-gated/noncanonical support only","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"1A1110EB-DELTA-0005","ad3e3aa949423680044e8d8502fd1637d822cd14","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","A","interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_BRANCH_DELTA_FROM_AC6F4EB.csv","112","0","R3 A2C52A42 branch delta branch-visible","true","record branch-visible package state; continue source-gated/noncanonical support only","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"1A1110EB-DELTA-0006","ad3e3aa949423680044e8d8502fd1637d822cd14","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","A","interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_BRANCH_VISIBLE_RELEVANT_PATHS.csv","5578","0","R3 A2C52A42 branch delta branch-visible","true","record branch-visible package state; continue source-gated/noncanonical support only","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"1A1110EB-DELTA-0007","ad3e3aa949423680044e8d8502fd1637d822cd14","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","A","interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv","163","0","R3 A2C52A42 branch delta branch-visible","true","record branch-visible package state; continue source-gated/noncanonical support only","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"1A1110EB-DELTA-0008","ad3e3aa949423680044e8d8502fd1637d822cd14","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","A","interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_LANGUAGE_BOUNDARY_GUARDS.csv","11","0","R3 A2C52A42 branch delta branch-visible","true","record branch-visible package state; continue source-gated/noncanonical support only","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"1A1110EB-DELTA-0009","ad3e3aa949423680044e8d8502fd1637d822cd14","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","A","interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_LOCAL_ONLY_PACKET_STATUS.csv","2","0","R3 A2C52A42 branch delta branch-visible","true","record branch-visible package state; continue source-gated/noncanonical support only","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
"1A1110EB-DELTA-0010","ad3e3aa949423680044e8d8502fd1637d822cd14","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","A","interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_RELEVANT_R3_ARABIC_PERSIANATE_DELTA.csv","47","0","R3 A2C52A42 branch delta branch-visible","true","record branch-visible package state; continue source-gated/noncanonical support only","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues"
