"adverse_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_choice","trap_or_adverse_reading","contextual_reason_for_exclusion","alternative_held_for_independent_review","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_status","review_state"
"P07-ZH-A001","P07-ZH-T001","title, opening paragraph, and section 4","Endlichkeitssatz","有限性定理","finiteness of a set; termination of a procedure; a generic compactness theorem; a theorem merely assuming a finite group","The title and surrounding argument concern finite generation of invariants, not a bare cardinality or termination statement.","有限生成定理; 不变量有限定理; 有限定理","modern Sino-xenic coinage/calque","High: 有限性定理 follows Mainland-style abstract-noun compounding and does not itself expose the finite-generation content; regional historical terminology is untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent; provenance binding: German source SHA-256 F6C923B79406542E3DE64298DCD38887FF9A52141C71B8FF2BEBE6D14625FAEA; Hans target SHA-256 B121BC5D5649F63904444A25179FB4D882F55EF9435A5C81C1689414639BE8F4; controlled-Hant target SHA-256 36648843726340B02C9B7FF31EEC28008AC3CD66594F469F7769540E29DEFC79","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P07-ZH-A002","P07-ZH-T002","title and throughout sections 1--4","Invariante","不变量","a merely unchanged numerical parameter; a conserved physical quantity; a topological invariant without this group action; the adjective invariant used without a mathematical object","The paper explicitly defines the objects by identity under all transformations and repeatedly treats them as algebraic functions.","不变式; 恒量; invariant","modern Sino-xenic coinage/calque","High: 不变量 is strongly Mainland-standard wording, while 不变式 remains a live mathematical attractor and regional preferences were not researched.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent; provenance binding: German source SHA-256 F6C923B79406542E3DE64298DCD38887FF9A52141C71B8FF2BEBE6D14625FAEA; Hans target SHA-256 B121BC5D5649F63904444A25179FB4D882F55EF9435A5C81C1689414639BE8F4; controlled-Hant target SHA-256 36648843726340B02C9B7FF31EEC28008AC3CD66594F469F7769540E29DEFC79","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P07-ZH-A003","P07-ZH-T003","title, opening paragraph, definition paragraph, and section 4","endliche Gruppe","有限群","a group containing a finite subset; a bounded family without group structure; a finitely generated infinite group; a nonmathematical social group","The text enumerates exactly h transformations and explicitly calls them a group.","有穷群; 有限阶群; 有限变换群","modern Sino-xenic coinage/calque","Medium: 有限群 is Mainland-standard and transparent in context, but historical 有穷群 and regional register were not investigated.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent; provenance binding: German source SHA-256 F6C923B79406542E3DE64298DCD38887FF9A52141C71B8FF2BEBE6D14625FAEA; Hans target SHA-256 B121BC5D5649F63904444A25179FB4D882F55EF9435A5C81C1689414639BE8F4; controlled-Hant target SHA-256 36648843726340B02C9B7FF31EEC28008AC3CD66594F469F7769540E29DEFC79","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P07-ZH-A004","P07-ZH-T004","opening paragraph, Hilbert theorem reference","Modulbasis","模基","a vector-space basis with no module context; the base ring itself; a matrix basis; a modular arithmetic base","The phrase is explicitly the title-content of the cited Hilbert theorem, not a free-standing basis calculation in the paper.","模的基; 模基定理; 模组基底","modern Sino-xenic coinage/calque","High: 模基 is a compressed Mainland technical compound whose segmentation may be opaque, while 模组基底 reflects a different regional lexical system not researched here.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent; provenance binding: German source SHA-256 F6C923B79406542E3DE64298DCD38887FF9A52141C71B8FF2BEBE6D14625FAEA; Hans target SHA-256 B121BC5D5649F63904444A25179FB4D882F55EF9435A5C81C1689414639BE8F4; controlled-Hant target SHA-256 36648843726340B02C9B7FF31EEC28008AC3CD66594F469F7769540E29DEFC79","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P07-ZH-A005","P07-ZH-T005","definition paragraph and sections 1--3","ganze rationale Invariante","整有理不变量","an invariant taking integer values; an invariant with integer coefficients by default; an arbitrary rational-function invariant; an algebraic integer","The text contrasts ganze rationale invariants with rational invariants and treats the former by polynomial symmetric-function constructions.","多项式不变量; 整式不变量; 整有理不变式","mixed/contested","High: 整有理 is a literal historical calque that can attract modern readings involving integers rather than polynomials; Mainland terminology and the inherited witness dominate the evidence shelf.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent; provenance binding: German source SHA-256 F6C923B79406542E3DE64298DCD38887FF9A52141C71B8FF2BEBE6D14625FAEA; Hans target SHA-256 B121BC5D5649F63904444A25179FB4D882F55EF9435A5C81C1689414639BE8F4; controlled-Hant target SHA-256 36648843726340B02C9B7FF31EEC28008AC3CD66594F469F7769540E29DEFC79","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P07-ZH-A006","P07-ZH-T006","definition paragraph and section 3","absolute Invariante","绝对不变量","an absolute value; an invariant independent of all context; a relative invariant; an absolute geometric invariant in an unrelated theory","The paper defines invariance by literal identity and separately labels relative invariants in the final note.","绝对不变式; 绝对型不变量; 严格不变量","modern Sino-xenic coinage/calque","High: 绝对不变量 is Mainland-shaped and semantically broad; the precise contrast with 相对不变量 supplies the intended sense, while regional usage remains untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent; provenance binding: German source SHA-256 F6C923B79406542E3DE64298DCD38887FF9A52141C71B8FF2BEBE6D14625FAEA; Hans target SHA-256 B121BC5D5649F63904444A25179FB4D882F55EF9435A5C81C1689414639BE8F4; controlled-Hant target SHA-256 36648843726340B02C9B7FF31EEC28008AC3CD66594F469F7769540E29DEFC79","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P07-ZH-A007","P07-ZH-T007","definition paragraph and section 1","Größenreihe","变量组","an infinite numerical series; a sequence ordered by magnitude; a power series; a list of scalar sizes with no variable-row structure","The notation displays each Reihe as the n-tuple (x_1^(k),...,x_n^(k)) and the theorem permutes these rows.","变量列; 变量序列; 量组","mixed/contested","High: 变量组 is an interpretive Mainland-oriented normalization rather than a close lexical match to historical Größenreihe; 列 and 序列 are competing attractors, and regional history is untested.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent; provenance binding: German source SHA-256 F6C923B79406542E3DE64298DCD38887FF9A52141C71B8FF2BEBE6D14625FAEA; Hans target SHA-256 B121BC5D5649F63904444A25179FB4D882F55EF9435A5C81C1689414639BE8F4; controlled-Hant target SHA-256 36648843726340B02C9B7FF31EEC28008AC3CD66594F469F7769540E29DEFC79","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P07-ZH-A008","P07-ZH-T008","opening paragraph and sections 1--2","symmetrische Funktion","对称函数","an even function; a visually symmetric graph; a symmetric relation; a symmetric polynomial in only one unspecified variable set","The argument explicitly invokes the theorem on symmetric functions of Größenreihen and represents invariants through their elementary symmetric functions.","对称式; 对称多项式; 对称函数式","modern Sino-xenic coinage/calque","Medium: 对称函数 is Mainland-standard but broad; it can hide the paper's row-symmetric setting, and no regional terminology was consulted.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent; provenance binding: German source SHA-256 F6C923B79406542E3DE64298DCD38887FF9A52141C71B8FF2BEBE6D14625FAEA; Hans target SHA-256 B121BC5D5649F63904444A25179FB4D882F55EF9435A5C81C1689414639BE8F4; controlled-Hant target SHA-256 36648843726340B02C9B7FF31EEC28008AC3CD66594F469F7769540E29DEFC79","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P07-ZH-A009","P07-ZH-T009","section 1 and section 2 source note","einförmiger Fall","单式情形","a uniform case in the modern analytic sense; a one-form in differential geometry; a monomial case; an assertion that all objects have identical shape","The immediately preceding clause defines the case by one Größenreihe per summand, and the later note refers back to the same bounded construction.","单型情形; 一列型情形; 同型情形","mixed/contested","High: 单式情形 is an inherited interpretive form with weak modern transparency and a strong risk of being read as a formula-type or monomial label; no regional evidence was gathered.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent; provenance binding: German source SHA-256 F6C923B79406542E3DE64298DCD38887FF9A52141C71B8FF2BEBE6D14625FAEA; Hans target SHA-256 B121BC5D5649F63904444A25179FB4D882F55EF9435A5C81C1689414639BE8F4; controlled-Hant target SHA-256 36648843726340B02C9B7FF31EEC28008AC3CD66594F469F7769540E29DEFC79","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P07-ZH-A010","P07-ZH-T010","section 1 and section 2 conclusion","symmetrische Elementarfunktion","初等对称函数","an elementary analytic function; a merely basic symmetric example; an arbitrary symmetric function; an elemental operation in programming","The paper identifies these functions with coefficients of the resolvent and later substitutes them for the first h power sums.","初等对称式; 基本对称函数; 初等对称多项式","modern Sino-xenic coinage/calque","Medium: 初等对称函数 is Mainland-standard but the 函数/式/多项式 distinction varies by register and region; no localized evidence was consulted.","producer editorial choice in the assembled Hans target with inherited Simplified-Chinese drafting witness; independent checking absent; provenance binding: German source SHA-256 F6C923B79406542E3DE64298DCD38887FF9A52141C71B8FF2BEBE6D14625FAEA; Hans target SHA-256 B121BC5D5649F63904444A25179FB4D882F55EF9435A5C81C1689414639BE8F4; controlled-Hant target SHA-256 36648843726340B02C9B7FF31EEC28008AC3CD66594F469F7769540E29DEFC79","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
