language_code,language_name,repo,path,payload_relative_path,blob_url,raw_url,repo_license_spdx,repo_license_url,bytes,sha256,language_evidence_terms,topic_tags,source_artifact,curation_decision,boundary
pl,Polish,shgalus/shg,doc/algebra.tex,latex_payload/pl/pl/shgalus_shg/doc/algebra.tex,https://github.com/shgalus/shg/blob/cf3e8f31559a8e06ed217f0661b3dcf9f82709cb/doc/algebra.tex,https://raw.githubusercontent.com/shgalus/shg/cf3e8f31559a8e06ed217f0661b3dcf9f82709cb/doc/algebra.tex,MIT,,1015,6B835C5B5DBFCDB0D457EBF1295ACF3829D20F30F010A300DE9FFAD63F65D760,pierścień,ring;group,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,included_open_license_topic_tex,source-canon focused algebra TeX payload; not native review/canonical approval/translation completion
pl,Polish,K4cp3rski/Termodynamika_R,Homework/HW_1/Zad_2.tex,latex_payload/pl/pl/K4cp3rski_Termodynamika_R/Homework/HW_1/Zad_2.tex,https://github.com/K4cp3rski/Termodynamika_R/blob/d7788e6dcd1c4fb79ceba45301620bff90a4d55f/Homework/HW_1/Zad_2.tex,https://raw.githubusercontent.com/K4cp3rski/Termodynamika_R/d7788e6dcd1c4fb79ceba45301620bff90a4d55f/Homework/HW_1/Zad_2.tex,MIT,,2779,9B2AE8A2B0DD5173FD48B9987AFE6E8515323963659A6FF76C81E3453EE311D1,pierścień,ring,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,included_open_license_topic_tex,source-canon focused algebra TeX payload; not native review/canonical approval/translation completion
pl,Polish,Pawlo77/Iris,docs/docs.tex,latex_payload/pl/pl/Pawlo77_Iris/docs/docs.tex,https://github.com/Pawlo77/Iris/blob/b95f3e7655f9f9e29b2bf41cac0da6b361a36dc9/docs/docs.tex,https://raw.githubusercontent.com/Pawlo77/Iris/b95f3e7655f9f9e29b2bf41cac0da6b361a36dc9/docs/docs.tex,GPL-3.0,,20418,A7123A016B4A2A4EE61482B6323BABF52D9FF1C0DF89729BC0B14A76B0FEBCC3,pierścień,ring;group,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,included_open_license_topic_tex,source-canon focused algebra TeX payload; not native review/canonical approval/translation completion
pl,Polish,kichel98/pi-darts,docs/praca/rozdzial1.tex,latex_payload/pl/pl/kichel98_pi-darts/docs/praca/rozdzial1.tex,https://github.com/kichel98/pi-darts/blob/f22caa048214dd2a09392d736dd5a2bf52023ae6/docs/praca/rozdzial1.tex,https://raw.githubusercontent.com/kichel98/pi-darts/f22caa048214dd2a09392d736dd5a2bf52023ae6/docs/praca/rozdzial1.tex,MIT,,9234,D8B135449585E1B9FA291AC60744360AEC7BE6D40DF01A71A992B1B0078B1D61,pierścień; moduł,ring,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,included_open_license_topic_tex,source-canon focused algebra TeX payload; not native review/canonical approval/translation completion
pl,Polish,K4cp3rski/Termodynamika_R,Homework/HW_1/.ipynb_checkpoints/Zad_2-checkpoint.tex,latex_payload/pl/pl/K4cp3rski_Termodynamika_R/Homework/HW_1/ipynb_checkpoints/Zad_2-checkpoint.tex,https://github.com/K4cp3rski/Termodynamika_R/blob/d7788e6dcd1c4fb79ceba45301620bff90a4d55f/Homework/HW_1/.ipynb_checkpoints/Zad_2-checkpoint.tex,https://raw.githubusercontent.com/K4cp3rski/Termodynamika_R/d7788e6dcd1c4fb79ceba45301620bff90a4d55f/Homework/HW_1/.ipynb_checkpoints/Zad_2-checkpoint.tex,MIT,,2779,9B2AE8A2B0DD5173FD48B9987AFE6E8515323963659A6FF76C81E3453EE311D1,pierścień,ring,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,included_open_license_topic_tex,source-canon focused algebra TeX payload; not native review/canonical approval/translation completion
pl,Polish,fechmistrz/calka-tu-calka-tam,src/integrals.tex,latex_payload/pl/pl/fechmistrz_calka-tu-calka-tam/src/integrals.tex,https://github.com/fechmistrz/calka-tu-calka-tam/blob/0338863c0ef5f1f1b936370cc8438bc37ff96e7c/src/integrals.tex,https://raw.githubusercontent.com/fechmistrz/calka-tu-calka-tam/0338863c0ef5f1f1b936370cc8438bc37ff96e7c/src/integrals.tex,MIT,,9262,4C30A6ACD245AD41F65455D5DD8EE6F3482FAEC719952521D3E17376A743066C,pierścień,ring,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,included_open_license_topic_tex,source-canon focused algebra TeX payload; not native review/canonical approval/translation completion
pl,Polish,TheRealSeber/breakthrough-mcts,report/sections/03_metoda.tex,latex_payload/pl/pl/TheRealSeber_breakthrough-mcts/report/sections/03_metoda.tex,https://github.com/TheRealSeber/breakthrough-mcts/blob/e52eb6121ece18a41c3741df04583ca06391cfad/report/sections/03_metoda.tex,https://raw.githubusercontent.com/TheRealSeber/breakthrough-mcts/e52eb6121ece18a41c3741df04583ca06391cfad/report/sections/03_metoda.tex,MIT,,7789,C54729E071D7B86E4E767F88C5DAA71DE53D2A40CFB91FE5C69F7904744B33AC,pierścień,ring,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,included_open_license_topic_tex,source-canon focused algebra TeX payload; not native review/canonical approval/translation completion
pl,Polish,fechmistrz/almawaukh-knots,src/10-introduction/101b3-links_brunnian.tex,latex_payload/pl/pl/fechmistrz_almawaukh-knots/src/10-introduction/101b3-links_brunnian.tex,https://github.com/fechmistrz/almawaukh-knots/blob/cdc91e02d1e9adacb2300fd28fdf95e410888bc4/src/10-introduction/101b3-links_brunnian.tex,https://raw.githubusercontent.com/fechmistrz/almawaukh-knots/cdc91e02d1e9adacb2300fd28fdf95e410888bc4/src/10-introduction/101b3-links_brunnian.tex,MIT,,1677,0ED2FC7991EEB61165B6348EEE326F1C6BE9D4DF018AED1FC17E9A79ABEA48F2,niezmiennik; algebra; pierścienie,algebra;ring;invariant,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,included_open_license_topic_tex,source-canon focused algebra TeX payload; not native review/canonical approval/translation completion
pl,Polish,Antyradek/iphist,chapters/zakres.tex,latex_payload/pl/pl/Antyradek_iphist/chapters/zakres.tex,https://github.com/Antyradek/iphist/blob/e58d5ef3530f77571a05bb790e539c1dae4ba874/chapters/zakres.tex,https://raw.githubusercontent.com/Antyradek/iphist/e58d5ef3530f77571a05bb790e539c1dae4ba874/chapters/zakres.tex,GPL-3.0,,6699,B06F9C6A0E69A30EEA3501AD11753884DBAA69408E0249C0633A46DABB442C36,grupa; pierścienie,ring;group,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,included_open_license_topic_tex,source-canon focused algebra TeX payload; not native review/canonical approval/translation completion
pl,Polish,emcezet/cmos_dac,docs/notes/doc.tex,latex_payload/pl/pl/emcezet_cmos_dac/docs/notes/doc.tex,https://github.com/emcezet/cmos_dac/blob/47b4865c5bd03d2bfddff82d293e439b02f00f48/docs/notes/doc.tex,https://raw.githubusercontent.com/emcezet/cmos_dac/47b4865c5bd03d2bfddff82d293e439b02f00f48/docs/notes/doc.tex,MIT,,78670,F602763BB79D0FACB6493F2EB481D7AFA95F89CDD15661BEE1BC3702D6A7E44D,moduł; twierdzenie; pierścienie,ring;module;field,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,included_open_license_topic_tex,source-canon focused algebra TeX payload; not native review/canonical approval/translation completion
