blob_url,bytes,curation_decision,language_code,language_evidence_terms,language_name,path,payload_relative_path,raw_url,repo,repo_license_spdx,repo_license_url,sha256,source_artifact,topic_tags
https://github.com/shgalus/shg/blob/cf3e8f31559a8e06ed217f0661b3dcf9f82709cb/doc/algebra.tex,1015,included_open_license_topic_tex,pl,pierścień,Polish,doc/algebra.tex,latex_payload/pl/shgalus_shg/doc/algebra.tex,https://raw.githubusercontent.com/shgalus/shg/cf3e8f31559a8e06ed217f0661b3dcf9f82709cb/doc/algebra.tex,shgalus/shg,MIT,,6B835C5B5DBFCDB0D457EBF1295ACF3829D20F30F010A300DE9FFAD63F65D760,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,ring;group
https://github.com/K4cp3rski/Termodynamika_R/blob/d7788e6dcd1c4fb79ceba45301620bff90a4d55f/Homework/HW_1/Zad_2.tex,2779,included_open_license_topic_tex,pl,pierścień,Polish,Homework/HW_1/Zad_2.tex,latex_payload/pl/K4cp3rski_Termodynamika_R/Homework/HW_1/Zad_2.tex,https://raw.githubusercontent.com/K4cp3rski/Termodynamika_R/d7788e6dcd1c4fb79ceba45301620bff90a4d55f/Homework/HW_1/Zad_2.tex,K4cp3rski/Termodynamika_R,MIT,,9B2AE8A2B0DD5173FD48B9987AFE6E8515323963659A6FF76C81E3453EE311D1,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,ring
https://github.com/Pawlo77/Iris/blob/b95f3e7655f9f9e29b2bf41cac0da6b361a36dc9/docs/docs.tex,20418,included_open_license_topic_tex,pl,pierścień,Polish,docs/docs.tex,latex_payload/pl/Pawlo77_Iris/docs/docs.tex,https://raw.githubusercontent.com/Pawlo77/Iris/b95f3e7655f9f9e29b2bf41cac0da6b361a36dc9/docs/docs.tex,Pawlo77/Iris,GPL-3.0,,A7123A016B4A2A4EE61482B6323BABF52D9FF1C0DF89729BC0B14A76B0FEBCC3,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,ring;group
https://github.com/kichel98/pi-darts/blob/f22caa048214dd2a09392d736dd5a2bf52023ae6/docs/praca/rozdzial1.tex,9234,included_open_license_topic_tex,pl,pierścień; moduł,Polish,docs/praca/rozdzial1.tex,latex_payload/pl/kichel98_pi-darts/docs/praca/rozdzial1.tex,https://raw.githubusercontent.com/kichel98/pi-darts/f22caa048214dd2a09392d736dd5a2bf52023ae6/docs/praca/rozdzial1.tex,kichel98/pi-darts,MIT,,D8B135449585E1B9FA291AC60744360AEC7BE6D40DF01A71A992B1B0078B1D61,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,ring
https://github.com/K4cp3rski/Termodynamika_R/blob/d7788e6dcd1c4fb79ceba45301620bff90a4d55f/Homework/HW_1/.ipynb_checkpoints/Zad_2-checkpoint.tex,2779,included_open_license_topic_tex,pl,pierścień,Polish,Homework/HW_1/.ipynb_checkpoints/Zad_2-checkpoint.tex,latex_payload/pl/K4cp3rski_Termodynamika_R/Homework/HW_1/ipynb_checkpoints/Zad_2-checkpoint.tex,https://raw.githubusercontent.com/K4cp3rski/Termodynamika_R/d7788e6dcd1c4fb79ceba45301620bff90a4d55f/Homework/HW_1/.ipynb_checkpoints/Zad_2-checkpoint.tex,K4cp3rski/Termodynamika_R,MIT,,9B2AE8A2B0DD5173FD48B9987AFE6E8515323963659A6FF76C81E3453EE311D1,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,ring
https://github.com/fechmistrz/calka-tu-calka-tam/blob/0338863c0ef5f1f1b936370cc8438bc37ff96e7c/src/integrals.tex,9262,included_open_license_topic_tex,pl,pierścień,Polish,src/integrals.tex,latex_payload/pl/fechmistrz_calka-tu-calka-tam/src/integrals.tex,https://raw.githubusercontent.com/fechmistrz/calka-tu-calka-tam/0338863c0ef5f1f1b936370cc8438bc37ff96e7c/src/integrals.tex,fechmistrz/calka-tu-calka-tam,MIT,,4C30A6ACD245AD41F65455D5DD8EE6F3482FAEC719952521D3E17376A743066C,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,ring
https://github.com/TheRealSeber/breakthrough-mcts/blob/e52eb6121ece18a41c3741df04583ca06391cfad/report/sections/03_metoda.tex,7789,included_open_license_topic_tex,pl,pierścień,Polish,report/sections/03_metoda.tex,latex_payload/pl/TheRealSeber_breakthrough-mcts/report/sections/03_metoda.tex,https://raw.githubusercontent.com/TheRealSeber/breakthrough-mcts/e52eb6121ece18a41c3741df04583ca06391cfad/report/sections/03_metoda.tex,TheRealSeber/breakthrough-mcts,MIT,,C54729E071D7B86E4E767F88C5DAA71DE53D2A40CFB91FE5C69F7904744B33AC,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,ring
https://github.com/fechmistrz/almawaukh-knots/blob/cdc91e02d1e9adacb2300fd28fdf95e410888bc4/src/10-introduction/101b3-links_brunnian.tex,1677,included_open_license_topic_tex,pl,niezmiennik; algebra; pierścienie,Polish,src/10-introduction/101b3-links_brunnian.tex,latex_payload/pl/fechmistrz_almawaukh-knots/src/10-introduction/101b3-links_brunnian.tex,https://raw.githubusercontent.com/fechmistrz/almawaukh-knots/cdc91e02d1e9adacb2300fd28fdf95e410888bc4/src/10-introduction/101b3-links_brunnian.tex,fechmistrz/almawaukh-knots,MIT,,0ED2FC7991EEB61165B6348EEE326F1C6BE9D4DF018AED1FC17E9A79ABEA48F2,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,algebra;ring;invariant
https://github.com/Antyradek/iphist/blob/e58d5ef3530f77571a05bb790e539c1dae4ba874/chapters/zakres.tex,6699,included_open_license_topic_tex,pl,grupa; pierścienie,Polish,chapters/zakres.tex,latex_payload/pl/Antyradek_iphist/chapters/zakres.tex,https://raw.githubusercontent.com/Antyradek/iphist/e58d5ef3530f77571a05bb790e539c1dae4ba874/chapters/zakres.tex,Antyradek/iphist,GPL-3.0,,B06F9C6A0E69A30EEA3501AD11753884DBAA69408E0249C0633A46DABB442C36,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,ring;group
https://github.com/emcezet/cmos_dac/blob/47b4865c5bd03d2bfddff82d293e439b02f00f48/docs/notes/doc.tex,78670,included_open_license_topic_tex,pl,moduł; twierdzenie; pierścienie,Polish,docs/notes/doc.tex,latex_payload/pl/emcezet_cmos_dac/docs/notes/doc.tex,https://raw.githubusercontent.com/emcezet/cmos_dac/47b4865c5bd03d2bfddff82d293e439b02f00f48/docs/notes/doc.tex,emcezet/cmos_dac,MIT,,F602763BB79D0FACB6493F2EB481D7AFA95F89CDD15661BEE1BC3702D6A7E44D,NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260704T200900Z,ring;module;field
