"row_id","lane_scope","target_language_or_access_target","source_title","source_owner","topic_tags","evidence_tier","source_type","source_url","current_status","content_type","byte_count_or_status","sha256_or_error","signal_summary","license_access_signal","upload_policy","exact_gap_or_blocker","source_package_status","next_source_action","non_claim_boundary"
"R7TLPASS001","SEA-Pacific","TimorLeste_Tetun_Portuguese","Timor-Leste Learning Passport landing page with mathematics course cards","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;Tetun;Portuguese;mathematics course cards;landing page;route provenance","C_HTML_REMOTE_HASHED_COURSE_LISTING","remote HTML landing page","https://timorleste.learningpassport.org/","200","text/html; charset=utf-8","485278","30274AE17962720B286C05B82779668C14E67C9C64C7CD2B9B5ABB4778C8C630","Landing page exposes multiple mathematics course cards and course IDs; no lesson file bodies captured.","Public Learning Passport route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Hashable listing/route only; exact lesson/PDF/source bodies are not captured by the landing page.","not_TeX_or_source_archive; course-listing route only","Use exposed course IDs to probe public metadata endpoints and continue source/body discovery under access gates.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS002","SEA-Pacific","TimorLeste_Tetun_Portuguese","Timor-Leste Learning Passport landing-page.js metadata endpoint witness","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;public API route;course metadata endpoint;mathematics route provenance","C_JS_REMOTE_HASHED_API_ROUTE","remote JavaScript route file","https://timorleste.learningpassport.org/Content/js/landing-page.js","200","text/javascript","7767","480BD7A852CCA99E09A30F08448DD7B56E6998BA8E899A3821230682F4D64888","JavaScript route file shows public metadata pattern /api/v1/Courses/{courseId}/Metadata.","Public Learning Passport script route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","JavaScript proves metadata route pattern but does not expose lesson/PDF/source bodies.","not_TeX_or_source_archive; API-route script only","Use metadata endpoint for course-level provenance and separately seek item/file body access.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS003","SEA-Pacific","TimorLeste_Tetun_Portuguese","Learning Passport math course metadata ID 22: Livru Ezersísiu Matemátika","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;course_id_22;mathematics;Tetun/Portuguese course metadata;item_count_62","C_JSON_REMOTE_HASHED_MATH_COURSE_METADATA","remote JSON course metadata","https://timorleste.learningpassport.org/api/v1/Courses/22/Metadata","200","application/json; charset=utf-8","1267","E2FBA3A7C5B7CF98794032AA53AE8F72BBACA57A78B629B79E6E6915F5E028F3","course_name=Livru Ezersísiu Matemátika; item_count=62; first_items=Kapa | Pájina 2 | Pájina 3 | Pájina 4 | Pájina 5 | Pájina 6; image_route=https://timorleste.learningpassport.org/storage/images/collegesBlob/Screen%20Shot%202020-04-01%20at%2031005%20PM_c314g.png","Public Learning Passport metadata endpoint; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Metadata lists course/item titles only; exact lesson/PDF/video/source bodies were not exposed or captured in this unauthenticated pass.","not_TeX_or_source_archive; course metadata route only","Probe official item-body/file APIs or package routes if access gates permit; keep metadata rows out of translation support.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS004","SEA-Pacific","TimorLeste_Tetun_Portuguese","Learning Passport math course metadata ID 62: Livru Ezersísiu Matemátika","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;course_id_62;mathematics;Tetun/Portuguese course metadata;item_count_72","C_JSON_REMOTE_HASHED_MATH_COURSE_METADATA","remote JSON course metadata","https://timorleste.learningpassport.org/api/v1/Courses/62/Metadata","200","application/json; charset=utf-8","1397","4E42825600EC5A81328E1008090EF67269BDF0D2615F1DE48650FDA9B4DF5040","course_name=Livru Ezersísiu Matemátika; item_count=72; first_items=Kapa | Pájina 2 | Pájina 3 | Pájina 4 | Pájina 5 | Pájina 6; image_route=https://timorleste.learningpassport.org/storage/images/collegesBlob/Screen%20Shot%202020-04-02%20at%2092033%20PM_bv03z.png","Public Learning Passport metadata endpoint; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Metadata lists course/item titles only; exact lesson/PDF/video/source bodies were not exposed or captured in this unauthenticated pass.","not_TeX_or_source_archive; course metadata route only","Probe official item-body/file APIs or package routes if access gates permit; keep metadata rows out of translation support.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS005","SEA-Pacific","TimorLeste_Tetun_Portuguese","Learning Passport math course metadata ID 32: Livru Ezersísiu Matemátika","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;course_id_32;mathematics;Tetun/Portuguese course metadata;item_count_70","C_JSON_REMOTE_HASHED_MATH_COURSE_METADATA","remote JSON course metadata","https://timorleste.learningpassport.org/api/v1/Courses/32/Metadata","200","application/json; charset=utf-8","1412","7AC48C0FDF2E58CF734CA0A7CD286B5A24AD9B43165E23D3AAE81A62F573D2D3","course_name=Livru Ezersísiu Matemátika; item_count=70; first_items=Kapa | Pájina 2 | Pájina 3 | Pájina 4 | Pájina 5 | Pájina 6; image_route=https://timorleste.learningpassport.org/storage/images/collegesBlob/Screenshot%20191_ew4ay.png","Public Learning Passport metadata endpoint; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Metadata lists course/item titles only; exact lesson/PDF/video/source bodies were not exposed or captured in this unauthenticated pass.","not_TeX_or_source_archive; course metadata route only","Probe official item-body/file APIs or package routes if access gates permit; keep metadata rows out of translation support.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS006","SEA-Pacific","TimorLeste_Tetun_Portuguese","Learning Passport math course metadata ID 46: Livru Ezersísiu Matemátika","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;course_id_46;mathematics;Tetun/Portuguese course metadata;item_count_79","C_JSON_REMOTE_HASHED_MATH_COURSE_METADATA","remote JSON course metadata","https://timorleste.learningpassport.org/api/v1/Courses/46/Metadata","200","application/json; charset=utf-8","4196","EEFAB10FCFECB879146EF37F6EB3CBC5962A3B4236C15A56845D5E4D0F277B2B","course_name=Livru Ezersísiu Matemátika; item_count=79; first_items=Livru Ezersísiu MATEMÁTIKA 4-   Introdução e instruções em Português | Livru Ezersísiu MATEMÁTIKA 4- Ezersisiu 1 | Livru Ezersísiu MATEMÁTIKA 4- Ezersisiu 2 | Livru Ezersísiu MATEMÁTIKA 4- Ezersisiu 3 | Livru Ezersísiu MATEMÁTIKA 4- Ezersisiu 4 | Livru Ezersísiu MATEMÁTIKA 4- Ezersisiu 6; image_route=https://timorleste.learningpassport.org/storage/images/collegesBlob/matematika%204_aq4o4.jpg","Public Learning Passport metadata endpoint; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Metadata lists course/item titles only; exact lesson/PDF/video/source bodies were not exposed or captured in this unauthenticated pass.","not_TeX_or_source_archive; course metadata route only","Probe official item-body/file APIs or package routes if access gates permit; keep metadata rows out of translation support.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS007","SEA-Pacific","TimorLeste_Tetun_Portuguese","Learning Passport math course metadata ID 146: Construção de ângulos","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;course_id_146;mathematics;Tetun/Portuguese course metadata;item_count_1","C_JSON_REMOTE_HASHED_MATH_COURSE_METADATA","remote JSON course metadata","https://timorleste.learningpassport.org/api/v1/Courses/146/Metadata","200","application/json; charset=utf-8","484","77C69934D839B0A77A76C49BA926E33F9A03621DE4E5F0802C55D9BB057604CC","course_name=Construção de ângulos; item_count=1; first_items=Vídeo sobre Construção de ângulos; image_route=https://timorleste.learningpassport.org/storage/images/collegesBlob/Screenshot%20218_1l9qt.png","Public Learning Passport metadata endpoint; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Metadata lists course/item titles only; exact lesson/PDF/video/source bodies were not exposed or captured in this unauthenticated pass.","not_TeX_or_source_archive; course metadata route only","Probe official item-body/file APIs or package routes if access gates permit; keep metadata rows out of translation support.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS008","SEA-Pacific","TimorLeste_Tetun_Portuguese","Learning Passport math course metadata ID 424: Estudante Matematika Siklu 2","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;course_id_424;mathematics;Tetun/Portuguese course metadata;item_count_1","C_JSON_REMOTE_HASHED_MATH_COURSE_METADATA","remote JSON course metadata","https://timorleste.learningpassport.org/api/v1/Courses/424/Metadata","200","application/json; charset=utf-8","476","046DD25887A8C6C3E0D216424A3DFDB4622F9C595734E3C73532F776A6E388C0","course_name=Estudante Matematika Siklu 2; item_count=1; first_items=Estudante Matematika Siklu 2; image_route=https://timorleste.learningpassport.org/storage/images/coursesBlob/Matema%CC%81tika_mn6sl.jpg","Public Learning Passport metadata endpoint; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Metadata lists course/item titles only; exact lesson/PDF/video/source bodies were not exposed or captured in this unauthenticated pass.","not_TeX_or_source_archive; course metadata route only","Probe official item-body/file APIs or package routes if access gates permit; keep metadata rows out of translation support.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS009","SEA-Pacific","TimorLeste_Tetun_Portuguese","Learning Passport math course metadata ID 20: Livru ezersísiu Matemátika","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;course_id_20;mathematics;Tetun/Portuguese course metadata;item_count_69","C_JSON_REMOTE_HASHED_MATH_COURSE_METADATA","remote JSON course metadata","https://timorleste.learningpassport.org/api/v1/Courses/20/Metadata","200","application/json; charset=utf-8","2449","6F30D7801CBC4699BDB541E500D90AE2501275515B7CF0649D7FE17EB7BB944C","course_name=Livru ezersísiu Matemátika; item_count=69; first_items=Lia Maklokek & Índise | Ezersísiu 77 Kontinua | Ezersísiu 77 | Ezersísiu 1 & 76 Kontinua | Ezersísiu 2 & 76 | Ezersísiu 3 & 75 Kontinua; image_route=https://timorleste.learningpassport.org/storage/images/collegesBlob/Screen%20Shot%202020-04-01%20at%2093713%20PM_5m3fw.png","Public Learning Passport metadata endpoint; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Metadata lists course/item titles only; exact lesson/PDF/video/source bodies were not exposed or captured in this unauthenticated pass.","not_TeX_or_source_archive; course metadata route only","Probe official item-body/file APIs or package routes if access gates permit; keep metadata rows out of translation support.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS010","SEA-Pacific","TimorLeste_Tetun_Portuguese","Learning Passport math course metadata ID 426: Estudante Matematika Siklu 2","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;course_id_426;mathematics;Tetun/Portuguese course metadata;item_count_1","C_JSON_REMOTE_HASHED_MATH_COURSE_METADATA","remote JSON course metadata","https://timorleste.learningpassport.org/api/v1/Courses/426/Metadata","200","application/json; charset=utf-8","476","3F018D342BEBFB1638ED24AEC280B77C14488199D645CAEC28F65FFD9AB61C2D","course_name=Estudante Matematika Siklu 2; item_count=1; first_items=Estudante Matematika Siklu 2; image_route=https://timorleste.learningpassport.org/storage/images/coursesBlob/Matema%CC%81tika_s68hu.jpg","Public Learning Passport metadata endpoint; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Metadata lists course/item titles only; exact lesson/PDF/video/source bodies were not exposed or captured in this unauthenticated pass.","not_TeX_or_source_archive; course metadata route only","Probe official item-body/file APIs or package routes if access gates permit; keep metadata rows out of translation support.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS011","SEA-Pacific","TimorLeste_Tetun_Portuguese","Learning Passport math course metadata ID 30: Livro de Exercícios de Matemática","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;course_id_30;mathematics;Tetun/Portuguese course metadata;item_count_172","C_JSON_REMOTE_HASHED_MATH_COURSE_METADATA","remote JSON course metadata","https://timorleste.learningpassport.org/api/v1/Courses/30/Metadata","200","application/json; charset=utf-8","4791","7EFBF1E233819FA3057C211BA463FDD0437BD4A3F76810CD082761B99D6A364E","course_name=Livro de Exercícios de Matemática; item_count=172; first_items=Livro de Exercicios Matematica | Exercício 1 | Exercício 2 | Exercício 3 | Exercício 3 Continuação | Exercício 4; image_route=https://timorleste.learningpassport.org/storage/images/collegesBlob/IMG_0408_8g2pw.JPG","Public Learning Passport metadata endpoint; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Metadata lists course/item titles only; exact lesson/PDF/video/source bodies were not exposed or captured in this unauthenticated pass.","not_TeX_or_source_archive; course metadata route only","Probe official item-body/file APIs or package routes if access gates permit; keep metadata rows out of translation support.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7TLPASS012","SEA-Pacific","TimorLeste_Tetun_Portuguese","Learning Passport math course metadata ID 483: 07 - Matemátika","Timor-Leste Learning Passport","Timor-Leste;Learning Passport;course_id_483;mathematics;Tetun/Portuguese course metadata;item_count_3","C_JSON_REMOTE_HASHED_MATH_COURSE_METADATA","remote JSON course metadata","https://timorleste.learningpassport.org/api/v1/Courses/483/Metadata","200","application/json; charset=utf-8","514","16D13FBF43A0827268E3F6EF1AC0A91705CD3CD091E0CDBD762514AC32152AD5","course_name=07 - Matemátika; item_count=3; first_items=Matemátika Periodu 1 | Matemátika Periodu 2 | Matemátika Periodu 3; image_route=https://timorleste.learningpassport.org/storage/images/coursesBlob/Screenshot2026-03-25at403_fm2cx.png","Public Learning Passport metadata endpoint; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Metadata lists course/item titles only; exact lesson/PDF/video/source bodies were not exposed or captured in this unauthenticated pass.","not_TeX_or_source_archive; course metadata route only","Probe official item-body/file APIs or package routes if access gates permit; keep metadata rows out of translation support.","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
