volume,relative_path,kind,start_line,bytes_removed,sha256,preview
sga1,drafts/SGA1_I_10_1_English_source_draft.texfrag,standalone_project_note,15,355,1541FC2B254B05D854F802AD66DEA0F21C9A5AFE3B114DBC58BE03EB11669260,"\paragraph{Editorial note.} The corrected French authority TeX, the original printing, and the corrected re-typeset witness all read \(X\) in the first normalization clause, and th"
sga1,drafts/SGA1_I_10_1_PROOF_English_source_draft.texfrag,standalone_project_note,17,481,5F00B53916C6AED66468A970129F99068125504F6C476A8050698FA622F7A09D,"\paragraph{Editorial note on the proof.} The French authority and both checked print witnesses read ``finite and dominant,'' ``normalization of \(X\),'' and ``the field \(K_i\) of "
sga1,drafts/SGA1_I_10_2_PROOF_English_source_draft.texfrag,standalone_project_note,15,396,50292A96887B5BBD453F6E07C9A7C4262CBEC94C737A99E9204295329241BFCB,"\paragraph{Editorial note on the proof.} The French authority and both checked print witnesses read \(R/K\). In the immediate context, Proposition~\ref{I.10.1} gives \(R(X)=L=\prod"
sga1,drafts/SGA1_I_10_3_DEFINITION_English_source_draft.texfrag,standalone_project_note,18,423,0FB3E720EF0C81D98EA7FAD732A0113A0AEEFE8571A9969509F5438EF447622A,"\paragraph{Editorial note.} The corrected French authority TeX, the original printing, and the corrected re-typeset witness all read \(X\) in the term being defined and in the phra"
sga1,drafts/SGA1_I_10_3_English_source_draft.texfrag,source_page_margin,13,57,5AE83EADF85E61169155D59203FBFF5258F4754775CDF08D3C6E7A8CDBF36AA5,\marginpar{\raggedright\footnotesize French source p.~22}
sga1,drafts/SGA1_I_10_3_PROOF_AFFINE_REDUCTION_English_source_draft.texfrag,standalone_project_note,35,382,0814531648E18546755F3AA6E0AD2C2EAD49EF3644C8F8F11EBD9CC69FB718E0,"\paragraph{Editorial note.} The corrected French TeX capitalizes the conditional, restores \(\mathfrak n\) in its second occurrence, deletes a stray \(X\), and repairs the original"
sga1,drafts/SGA1_I_10_4_English_source_draft.texfrag,standalone_project_note,25,610,FF8D97BA03A4CB70E784BCB5262D8BCDFE312C1B71FA7ACDBDF5C3308B3EE849,\paragraph{Editorial note.} The corrected French TeX changes the original plural opening to the singular and supplies the full stop ending item~\textup{(i)}; the target follows tho
sga1,drafts/SGA1_I_10_5_English_source_draft.texfrag,project_footnote,16,177,0CC92B76CA41DA7EB328A5D5DE5AE1948F5E048D794267E284B8AA8FB7FC8952,"\footnote{The original printing has the unbarred \(A'\) at this point; the corrected French \TeX{} replaces it with \(\bar{A'}\), and the target follows that corrected branch.}"
sga1,drafts/SGA1_I_10_5_English_source_draft.texfrag,source_page_margin,9,57,1C60DC5E6FAF3EF4BEAD4081C957BEABFF9A641908A3B8A7578B5E5289852367,\marginpar{\raggedright\footnotesize French source p.~23}
sga1,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,source_page_margin,49,57,5C2CBE4DF1781C06DB6EDD811F64A4D20FC7E328EC89D7022B99860CB2D88AE4,\marginpar{\raggedright\footnotesize French source p.~24}
sga1,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,source_page_margin,107,57,8307B49D8DA815F867255A10C99EEBAF33827F74BC37147D63DBA67EBE6C5FC4,\marginpar{\raggedright\footnotesize French source p.~25}
sga1,drafts/SGA1_I_10_6_THROUGH_I_10_12_English.texfrag,source_page_margin,163,57,44C77C9D92DEED2F38941AC03484EDEEFCA9DF347CBC2B1F288EDACAFD97FE06,\marginpar{\raggedright\footnotesize French source p.~26}
sga1,drafts/SGA1_I_11_English.texfrag,source_page_margin,43,57,B8B8236F317094B1F85E22550BB17F81BC983CB719D2A36CBC7E73834D3C17CF,\marginpar{\raggedright\footnotesize French source p.~27}
