audit_id,queue_id,priority,target_language_or_access_target,spine_id,row_ref,title_or_subject,source_url,local_source_path,local_source_exists,sha256_expected_from_queue,sha256_actual_now,hash_matches_queue,reported_pages_from_queue,pypdf_page_count,pages_sampled_for_diagnostic,sample_text_characters_saved,extracted_characters_first_three_pages,ethiopic_characters_first_three_pages,latin_characters_first_three_pages,digit_characters_first_three_pages,replacement_characters_first_three_pages,private_use_characters_first_three_pages,mojibake_marker_count_first_three_pages,combining_mark_count_first_three_pages,control_character_count_first_three_pages,diagnostic_decision,next_ocr_unicode_action,error,source_gate_decision,promotion_allowed
R9-P1-OCR-001,R9-OCR-SO-0189,P1A,Amharic,R9-LSB-0001,1,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\001_amharic_math_g1_chapter_10_602a7818.pdf,true,E3B9317E865DFA8FCD9B42940E9DE746ED738794852CAC8ECE177B15FE3B1B9B,E3B9317E865DFA8FCD9B42940E9DE746ED738794852CAC8ECE177B15FE3B1B9B,true,14,14,3,0,8,0,0,6,0,0,0,0,0,amharic_font_garbled_or_non_unicode_confirmed,Render matching pages and run Amharic OCR/font-map repair; do not trust text layer until Ethiopic page comparison passes.,,not_admitted_ocr_unicode_diagnostic_only,false
R9-P1-OCR-002,R9-OCR-SO-0190,P1A,Amharic,R9-LSB-0002,2,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\002_amharic_math_g1_chapter_11_407823c2.pdf,true,C93D2BF18608581DA2055393EF0BA425FB53D0AE44E0141675948CFBAB357686,C93D2BF18608581DA2055393EF0BA425FB53D0AE44E0141675948CFBAB357686,true,5,5,3,0,120,0,0,9,0,106,0,0,0,amharic_font_garbled_or_non_unicode_confirmed,Render matching pages and run Amharic OCR/font-map repair; do not trust text layer until Ethiopic page comparison passes.,,not_admitted_ocr_unicode_diagnostic_only,false
R9-P1-OCR-003,R9-OCR-SO-0191,P1A,Amharic,R9-LSB-0003,3,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_12_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\003_amharic_math_g1_chapter_12_486d1600.pdf,true,C2C7C4B94C7303FE068E0BF8FAB24A3688575B1C3D5CEA3810EA89A35B688FF1,C2C7C4B94C7303FE068E0BF8FAB24A3688575B1C3D5CEA3810EA89A35B688FF1,true,4,4,3,0,12,0,0,9,0,0,0,0,0,amharic_font_garbled_or_non_unicode_confirmed,Render matching pages and run Amharic OCR/font-map repair; do not trust text layer until Ethiopic page comparison passes.,,not_admitted_ocr_unicode_diagnostic_only,false
R9-P1-OCR-004,R9-OCR-SO-0192,P1A,Amharic,R9-LSB-0004,4,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_13_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\004_amharic_math_g1_chapter_13_faaf2e33.pdf,true,8A403DBC2CE3416F77AAF7FC0C4D91EDA81CD4E9352445DA8C67C2DC25A9973A,8A403DBC2CE3416F77AAF7FC0C4D91EDA81CD4E9352445DA8C67C2DC25A9973A,true,4,4,3,0,12,0,0,9,0,0,0,0,0,amharic_font_garbled_or_non_unicode_confirmed,Render matching pages and run Amharic OCR/font-map repair; do not trust text layer until Ethiopic page comparison passes.,,not_admitted_ocr_unicode_diagnostic_only,false
R9-P1-OCR-005,R9-OCR-SO-0193,P1A,Amharic,R9-LSB-0005,5,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_1_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\005_amharic_math_g1_chapter_1_7f75fbd3.pdf,true,FDF6B2B9A7AF5D0AB30F87A4EAE2562D9A1E2C52EBD7D2F9F7B47593F5AE76C0,FDF6B2B9A7AF5D0AB30F87A4EAE2562D9A1E2C52EBD7D2F9F7B47593F5AE76C0,true,4,4,3,0,320,0,59,70,0,0,5,0,0,amharic_font_garbled_or_non_unicode_confirmed,Render matching pages and run Amharic OCR/font-map repair; do not trust text layer until Ethiopic page comparison passes.,,not_admitted_ocr_unicode_diagnostic_only,false
R9-P1-OCR-006,R9-OCR-SO-0234,P1B,Tigrigna/Tigrinya,R9-LSB-0221,5,Maths grade 1 in Tigrigna,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_TIGRIGNA_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T172503Z_r9_tigrigna_tigrinya_pass2\downloads\005_tigrigna_math_g1_chapter_11_091eb72a.pdf,true,351C5D7DC45A4B13F0C34BA7EE9123DAE6BA52702DE3288C40D658D034AB19F3,351C5D7DC45A4B13F0C34BA7EE9123DAE6BA52702DE3288C40D658D034AB19F3,true,5,5,3,0,133,81,0,9,0,0,0,0,0,tigrigna_ethiopic_text_present_but_render_compare_required,Render sampled pages and compare Ethiopic extraction with page images before any source-canon text use.,,not_admitted_ocr_unicode_diagnostic_only,false
R9-P1-OCR-007,R9-OCR-SO-0235,P1B,Tigrigna/Tigrinya,R9-LSB-0222,6,Maths grade 1 in Tigrigna,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_12_Language_TIGRIGNA_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T172503Z_r9_tigrigna_tigrinya_pass2\downloads\006_tigrigna_math_g1_chapter_12_4a846968.pdf,true,5C4D4D16E159E265C4875E81766FFF355BF6B595F1AB1AC379E8798E084764E6,5C4D4D16E159E265C4875E81766FFF355BF6B595F1AB1AC379E8798E084764E6,true,3,3,3,0,88,36,0,9,0,0,0,0,0,tigrigna_ethiopic_text_present_but_render_compare_required,Render sampled pages and compare Ethiopic extraction with page images before any source-canon text use.,,not_admitted_ocr_unicode_diagnostic_only,false
R9-P1-OCR-008,R9-OCR-SO-0236,P1B,Tigrigna/Tigrinya,R9-LSB-0230,14,Maths grade 1 in Tigrigna,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_7_Language_TIGRIGNA_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T172503Z_r9_tigrigna_tigrinya_pass2\downloads\014_tigrigna_math_g1_chapter_7_5ae37e43.pdf,true,FD7552C29EFDEF0E0187F95C1C50FEB0015741A094EB197BF3789D64091D214A,FD7552C29EFDEF0E0187F95C1C50FEB0015741A094EB197BF3789D64091D214A,true,4,4,3,0,80,36,0,6,0,0,0,0,0,tigrigna_ethiopic_text_present_but_render_compare_required,Render sampled pages and compare Ethiopic extraction with page images before any source-canon text use.,,not_admitted_ocr_unicode_diagnostic_only,false
R9-P1-OCR-009,R9-OCR-SO-0237,P1B,Tigrigna/Tigrinya,R9-LSB-0235,19,Maths grade 2 in Tigrigna,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_10_Language_TIGRIGNA_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T172503Z_r9_tigrigna_tigrinya_pass2\downloads\019_tigrigna_math_g2_chapter_10_95f5ad28.pdf,true,FF97D197217C46A649BC65B73050346DD36DBF203006296545DACBF7613C5188,FF97D197217C46A649BC65B73050346DD36DBF203006296545DACBF7613C5188,true,3,3,3,0,81,0,0,22,0,5,0,0,0,tigrigna_text_layer_weak_or_non_unicode_needs_ocr,Render sampled pages and compare Ethiopic extraction with page images before any source-canon text use.,,not_admitted_ocr_unicode_diagnostic_only,false
R9-P1-OCR-010,R9-OCR-SO-0238,P1B,Tigrigna/Tigrinya,R9-LSB-0236,20,Maths grade 2 in Tigrigna,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_1_Language_TIGRIGNA_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T172503Z_r9_tigrigna_tigrinya_pass2\downloads\020_tigrigna_math_g2_chapter_1_d9557ddd.pdf,true,6DC567D6C2DC42D5A936CAE7324046C7667D7B0133EA3744CC06F394E7BE55DF,6DC567D6C2DC42D5A936CAE7324046C7667D7B0133EA3744CC06F394E7BE55DF,true,5,5,3,0,452,0,125,17,0,183,0,0,0,tigrigna_text_layer_weak_or_non_unicode_needs_ocr,Render sampled pages and compare Ethiopic extraction with page images before any source-canon text use.,,not_admitted_ocr_unicode_diagnostic_only,false
