"file","before_sha256","after_sha256","pixel_file_identical"
"page-416.png","DA117BCE0D99C05090BB47E9F8456A72C749888B18CB9453CDF22F0789FD59BF","DA117BCE0D99C05090BB47E9F8456A72C749888B18CB9453CDF22F0789FD59BF","True"
"page-417.png","A0F84992E67EEFC153DA0436406EA22E63B0798992F4F44353A8E1D94DB1AD8C","A310D3A6C9074E0AAE3F5628DC9CF8A6F51D469275321D1E5023FE285FD1BDDB","False"
"page-418.png","950EA11B2DA543D6841265BBB8893279FFC19DD93D05817B918EBBD84CCA2050","24F4DF052551E884EFAD96123DE19088BFA02A329F2908C2F099A7E7B2DEF3D0","False"
"page-419.png","7B7F2D98FC95F842C0EA7646BD0D03A9D0F369D9E81D54B7E977E19FF067927C","001DD48DAFB87A2FC895571A0385FA38D5702E19A8A08A00184767B05E8A6739","False"
"page-420.png","655D92961C53E98BFD4B6EA49777EC45769603D0CC91A6169CC209C06870C151","65D70B461EB5C8C69930394B159C2B1B34D2EF94E3B02D8951CC8145AFC9A996","False"
"page-421.png","2AEA2D1BE1C7578E0C810FCDFEB0ADC335148A3E8A44E24655DE1FF04952BE51","9464E65F29D555280D783B7C61E29EA28F33A5B36F271A95CEBCF5A689A76AD6","False"
"page-422.png","C4F68CB8406E0D2D4868401EF767A58AA3012E3413A0BE64A3C18DD05C75D385","8C2BF7B885B0558D6431F1262CC583055E5566ACCB67F79BAFEF96155833621A","False"
"page-423.png","6F2C1BDD7F49F14A4D152D68839A1D45EA1086258BEC4908AA923CF5CB2906A1","33E1FEF9A39BD981BC0D957E12E7B81897564EB00EAAA1F6AB30C50FD7A7864C","False"
"page-424.png","574234B60A8D93694246BDB9A4BD07E0E71AC70B1468F5A355E0B843E573E68A","6E5B157F83D1F453E813126A6FFCBEE8A543BE53A08E06EA2C02BDCC3B4DC76C","False"
"page-425.png","B84530649BCFFE4C7128AA0717249D802C7B318C83CE412D7378B64C4B791B03","BAE54E89AD675DD0C9511DD0EC74ABB858A675A6DEF3293411ADC879E2656683","False"
"page-426.png","9D5FC341EFE921F68DB77AA7BC8F76B6D96B4A2ED68E6540F8DEDB0B9E3EE067","182E40FE96CE3225843ECF48B5D45A4EA14F93A6CD5178672985A674BE560D22","False"
