manifest_id,relative_path,role,bytes,sha256,status
SGA2-VIII-Q12-MAN-001,AUTHORITY_ARTIFACT_HASHES.csv,authority_and_comparison_controls,1065,44E009866AFD7090EE8A5CE2E2781D7EE76E87392A4EDC2F3E8866EF61C4DBA9,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-002,DIFFICULTY_REVISION_LEDGER.jsonl,difficulty_revision_events,12507,A2B19F371DA889996FBB0160C2824A748E05D0CF991657BBA5E449EA0A56B34F,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-003,DRAFT_SOURCE_AUDIT.md,source_audit_receipt,2117,B5060BD753F0016AFFDAB4C6D5638F3C177A636B7E5F5BD24D0B22FF04A977CE,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-004,FORMULA_SYMBOL_NOTE_STRUCTURE_COMPARISON.csv,formula_symbol_structure_evidence,12270,C5E083A3CE5A9781227CD4DFC0FB7D8174C399EE879C8C968DB9A9354808FB87,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-005,INDEPENDENT_BUILD_VALIDATION_20260719.md,independent_build_validation,1230,4F99E76043AF0C3781148F2AC0432C461E9EC2F070F068A934847E809FD8D18C,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-006,INDEPENDENT_PDF_DESTINATIONS.txt,pdf_destination_report,275,A43952FD7134A1DFFAB5E55FEAE99497BFE07FE2316B209BEE0DB9E64B5EA16D,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-007,INDEPENDENT_PDFFONTS.txt,font_embedding_report,1316,67B115306A1808BBE8BBBA8B7013D0713C5A9999CA7C7FAE62A807315A6C2991,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-008,INDEPENDENT_PDFINFO.txt,pdf_information,684,0069ED56C49C41147A671133966FD49822306FEA51FF6F9328A00BDD65BFA00E,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-009,INDEPENDENT_REVIEW_SEAL_20260719.md,independent_bounded_review_seal,1304,7EB4D9657FB7E0A9E1FF59C3ADF9102DE6E34657FACB29D3871F52B8159B21BE,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-010,INDEPENDENT_VISUAL_QA_20260719.md,independent_visual_qa_receipt,1180,19E6148446E2954380652CC456C08CC3D2A4712AA467E842067C4F62D01AC8A8,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-011,MACHINE_READABLE_EVIDENCE_SCHEMA.md,evidence_schema,710,E0E66303D549C99A3B2072CE4ABB83F872F943F9CEABCB8BE49943DE79A6D4CE,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-012,SGA2_Expose_VIII_Bicomplex_Setup_Equations_1_2_to_1_4_English_SourceAligned.pdf,built_reader_pdf,206053,A15D54373FFBA9B82D5270524C260813ABF6B10638FFC6B36BAC8CEC20EE2032,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-013,SGA2_Expose_VIII_Bicomplex_Setup_Equations_1_2_to_1_4_English_SourceAligned.tex,editable_translation_source,1833,A48852BD1464D78059E646A5FE5BEBDF82D2D420EEB9C01EFDC9058DFE5736F6,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-014,SOURCE_ALIGNMENT_COVERAGE.csv,source_alignment_evidence,8407,A4E5DD672F3CFA6AF46098F765E7A288126A66E4B874A77F49DBC464F3767F98,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-015,STRUCTURAL_INDEX.jsonl,structural_index,30203,54885F745F083573626104331C834CE52375077324AEACD4682B3215525265BB,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-016,TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,terminology_adverse_choices,8724,049B30889E959443596574379F36225B1ECBB526D199754DB81021CCEA4DF759,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-017,UNIT_STATUS.md,unit_status,2707,89970F0DEBCD3DDA0C34C69DC290E7D7E904CDC467DABFA520F56AA6B2404AFF,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-018,independent-source-physical-077-300dpi.png,independent_source_render_300dpi,422216,CC43BF59ABC2DBA1660B592CF7F463E6F5712B9B5FF95EC342F8BF681E71BBFA,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-019,independent-source-physical-077-600dpi.png,independent_source_render_600dpi,745187,A946483BEA1B502E2873359385B0C9EFAE451500B407D0FC9F34FA475C63DD58,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-020,independent-target-page-1-300dpi.png,independent_target_render_300dpi,226042,1D4B231CCCADFE34198B2FB728A3862F8E390E587E68FA4014C87AE22E51EB69,present_exact_independently_reviewed_bounded
SGA2-VIII-Q12-MAN-021,independent-target-page-1-600dpi.png,independent_target_render_600dpi,461786,5EC562DE07D5FEFE3371FE2CAEE4B3DD53CDCB0674C2592619038398C4AB77F8,present_exact_independently_reviewed_bounded
