"exact_gate_row_id","durable_run_log_id","micro_evidence_id","source_row_id","row_group","concept_id","english","exact_source_ref","source_artifact","source_path_or_url","source_basis","evidence_status","controlled_arabic_surface","persian_farsi_surface","dari_afghan_surface_or_gate","tajik_surface","urdu_hindustani_surface","bridge_candidate_nonpromoted","arabic_direct_gate","persian_farsi_direct_gate","dari_afghan_direct_gate","tajik_direct_gate","arabic_direct_micro_support","persian_farsi_direct_micro_support","dari_afghan_direct_micro_support","tajik_direct_micro_support","authorized_draft_consumers","direct_micro_support_combined","route_decision","bridge_candidate_review_boundary","adjacent_linear_algebra_boundary","unresolved_blocker","blocker_status","review_only_boundary","no_merge_boundary","allowed_use","term_promotion_allowed","bridge_promotion_allowed","native_review_claim","git_push","route_arabic_rtl_lane","route_persianate_farsi_lane","route_dari_afghan_lane","route_tajik_cyrillic_lane","route_urdu_hindustani_lane","route_pan_turkic_lane","route_adjacent_linear_algebra_lane","gate_notes"
"r3exact:r3run:0133","r3run:0133","r3micro:tajik_cyrillic_vector_space_microdraft:vector_space","tajik_cyrillic_vector_space_microdraft:vector_space","tajik_cyrillic_vector_space_microdraft","vector_space","vector space","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:vector_space :: source_id=tg_wikipedia_linear_algebra; microdraft_use=фазои векторӣ","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","source_id=tg_wikipedia_linear_algebra; microdraft_use=фазои векторӣ","source_backed_native_tajik_html_review_ready","","","","фазои векторӣ","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","","","","Tajik direct draft support: фазои векторӣ","tajik_cyrillic_source_gate_lane","Tajik direct draft support: фазои векторӣ","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_hefferon_vector_space_source_alignment","Used for Hefferon vector space; KHKT also has фазои хаттӣ/фазоҳои хаттӣ as a related linear-space lane requiring review."
"r3exact:r3run:0134","r3run:0134","r3micro:tajik_cyrillic_vector_space_microdraft:vector","tajik_cyrillic_vector_space_microdraft:vector","tajik_cyrillic_vector_space_microdraft","vector","vector","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:vector :: source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; hgu_open_algebra_class; microdraft_use=вектор","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; hgu_open_algebra_class; microdraft_use=вектор","source_backed_native_tajik_html_review_ready","","","","вектор","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","","","","Tajik direct draft support: вектор","tajik_cyrillic_source_gate_lane","Tajik direct draft support: вектор","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_hefferon_vector_space_source_alignment","Do not substitute Persian бурдор unless a Tajik Cyrillic source or reviewer specifically asks for it."
"r3exact:r3run:0135","r3run:0135","r3micro:tajik_cyrillic_vector_space_microdraft:linear_algebra","tajik_cyrillic_vector_space_microdraft:linear_algebra","tajik_cyrillic_vector_space_microdraft","linear_algebra","linear algebra","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:linear_algebra :: source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; microdraft_use=source note only","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; microdraft_use=source note only","source_backed_native_and_catalog_review_ready","","","","алгебраи хаттӣ","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","","","","Tajik direct draft support: алгебраи хаттӣ","tajik_cyrillic_source_gate_lane","Tajik direct draft support: алгебраи хаттӣ","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_hefferon_vector_space_source_alignment","Core lane label."
"r3exact:r3run:0136","r3run:0136","r3micro:tajik_cyrillic_vector_space_microdraft:linear_dependence","tajik_cyrillic_vector_space_microdraft:linear_dependence","tajik_cyrillic_vector_space_microdraft","linear_dependence","linear dependence","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:linear_dependence :: source_id=tg_wikipedia_linear_dependence; microdraft_use=review note only","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","source_id=tg_wikipedia_linear_dependence; microdraft_use=review note only","source_backed_native_tajik_html_review_ready","","","","вобастагии хаттӣ","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","","","","Tajik direct draft support: вобастагии хаттӣ","tajik_cyrillic_source_gate_lane","Tajik direct draft support: вобастагии хаттӣ","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_hefferon_vector_space_source_alignment","Useful for later axiom/independence slices."
"r3exact:r3run:0137","r3run:0137","r3micro:tajik_cyrillic_vector_space_microdraft:linear_combination","tajik_cyrillic_vector_space_microdraft:linear_combination","tajik_cyrillic_vector_space_microdraft","linear_combination","linear combination","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:linear_combination :: source_id=tg_wikipedia_linear_dependence; microdraft_use=review note only","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","source_id=tg_wikipedia_linear_dependence; microdraft_use=review note only","source_backed_native_tajik_html_review_ready","","","","комбинатсияи хаттӣ","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","","","","Tajik direct draft support: комбинатсияи хаттӣ","tajik_cyrillic_source_gate_lane","Tajik direct draft support: комбинатсияи хаттӣ","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_hefferon_vector_space_source_alignment","Useful for later span/linear dependence slices."
"r3exact:r3run:0138","r3run:0138","r3micro:tajik_cyrillic_vector_space_microdraft:matrix","tajik_cyrillic_vector_space_microdraft:matrix","tajik_cyrillic_vector_space_microdraft","matrix","matrix","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:matrix :: source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; microdraft_use=not central in this slice","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; microdraft_use=not central in this slice","source_backed_variation_needs_review","","","","матритса / матриса","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","","","","Tajik direct draft support: матритса / матриса","tajik_cyrillic_source_gate_lane","Tajik direct draft support: матритса / матриса","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_hefferon_vector_space_source_alignment","Existing packet observed матритсаҳо and матрисаҳо variation; keep both until reviewer resolves."
"r3exact:r3run:0139","r3run:0139","r3micro:tajik_cyrillic_vector_space_microdraft:scalar","tajik_cyrillic_vector_space_microdraft:scalar","tajik_cyrillic_vector_space_microdraft","scalar","scalar","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:scalar :: source_id=tg_wikipedia_speed_scalar_vector; microdraft_use=скаляр","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","source_id=tg_wikipedia_speed_scalar_vector; microdraft_use=скаляр","native_lexical_support_not_linear_algebra_definition","","","","скаляр","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","","","","Tajik direct draft support: скаляр","tajik_cyrillic_source_gate_lane","Tajik direct draft support: скаляр","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_hefferon_vector_space_source_alignment","Use is review-only in this vector-space definition; stronger algebra-specific source still desirable."
"r3exact:r3run:0140","r3run:0140","r3micro:tajik_cyrillic_vector_space_microdraft:scalar_multiplication","tajik_cyrillic_vector_space_microdraft:scalar_multiplication","tajik_cyrillic_vector_space_microdraft","scalar_multiplication","scalar multiplication","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:scalar_multiplication :: source_id=microdraft_inference; khkt has зарби скалярии for scalar product and must not be conflated; microdraft_use=зарб ба скаляр","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","source_id=microdraft_inference; khkt has зарби скалярии for scalar product and must not be conflated; microdraft_use=зарб ба скаляр","draft_paraphrase_needs_native_math_review","","","","зарб ба скаляр","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","","","","Tajik direct draft support: зарб ба скаляр","tajik_cyrillic_source_gate_lane","Tajik direct draft support: зарб ба скаляр","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_hefferon_vector_space_source_alignment","Avoid promoting зарби скалярӣ for scalar multiplication because KHKT uses it for scalar product."
"r3exact:r3run:0141","r3run:0141","r3micro:tajik_cyrillic_vector_space_microdraft:closed_under_operation","tajik_cyrillic_vector_space_microdraft:closed_under_operation","tajik_cyrillic_vector_space_microdraft","closed_under_operation","closed under operation","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:closed_under_operation :: source_id=microdraft_inference; microdraft_use=зери ҷамъ / зери зарб ба скаляр баста аст","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","source_id=microdraft_inference; microdraft_use=зери ҷамъ / зери зарб ба скаляр баста аст","draft_paraphrase_needs_native_math_review","","","","зери амал баста аст","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","","","","Tajik direct draft support: зери амал баста аст","tajik_cyrillic_source_gate_lane","Tajik direct draft support: зери амал баста аст","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_hefferon_vector_space_source_alignment","Closure wording requires Tajik math review."
"r3exact:r3run:0142","r3run:0142","r3micro:tajik_cyrillic_vector_space_microdraft:zero_vector","tajik_cyrillic_vector_space_microdraft:zero_vector","tajik_cyrillic_vector_space_microdraft","zero_vector","zero vector","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:zero_vector :: source_id=microdraft_inference; microdraft_use=вектори сифрӣ","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","source_id=microdraft_inference; microdraft_use=вектори сифрӣ","draft_paraphrase_needs_native_math_review","","","","вектори сифрӣ","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","","","","Tajik direct draft support: вектори сифрӣ","tajik_cyrillic_source_gate_lane","Tajik direct draft support: вектори сифрӣ","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_hefferon_vector_space_source_alignment","Check against Tajik textbook convention before promotion."
