source_file,inserted_wrapper_count,r5_source_sha256,r6_linked_source_sha256,reconstructed_source_sha256,byte_exact_reconstruction
parts/00_introduction.tex,0,0C63F7F29158CEAD3650F79AC7D2B0E8979EB9AB38F292EB62DC91ECC34461C9,0C63F7F29158CEAD3650F79AC7D2B0E8979EB9AB38F292EB62DC91ECC34461C9,0C63F7F29158CEAD3650F79AC7D2B0E8979EB9AB38F292EB62DC91ECC34461C9,true
parts/01_expose_I.tex,18,E898C91733D84419E31A6068ECE296DE7FFED81AB6AD20DBD9AC864E572723FD,81E6A208DC4CC606979C87EC8D254B81E780769B02AD97C9ED6FFDC5731B8092,E898C91733D84419E31A6068ECE296DE7FFED81AB6AD20DBD9AC864E572723FD,true
parts/02_expose_II.tex,10,60A448C9ED7B5CD2100FA2618A88E30E8086385AF187772CA8D9E0ADB7BA8E16,606E3F1AAE449213F438A3D57732A39F583AB0292191265ED1D3D4EB4FAD48EF,60A448C9ED7B5CD2100FA2618A88E30E8086385AF187772CA8D9E0ADB7BA8E16,true
parts/03_expose_III.tex,14,8BCA954FE05759AD7586E4652ECF55C98D2D02EBD83BBEC029EBAEF51B4CA431,8AB969869A3923DB7C6D8E674AC3201A380B2A488727725D80CE499DAFF72A4C,8BCA954FE05759AD7586E4652ECF55C98D2D02EBD83BBEC029EBAEF51B4CA431,true
parts/04_expose_IV.tex,2,7BADC1082718957C6019BA3908737E8D7279E0445D3A673E02EE69C2AE7DCD06,F799F5E57BC2CFF7902580562DBF411A314C95F95195B787A080505854030782,7BADC1082718957C6019BA3908737E8D7279E0445D3A673E02EE69C2AE7DCD06,true
parts/05_expose_V.tex,32,8219AB9E8D420A305678005C4BE0BB22D41E1DAF979AA6B2469268A60EA59A29,C66C9EC854AA47380BF19083DBE0536E0BEFEE9E136376CAF0A30D62D54DF3E0,8219AB9E8D420A305678005C4BE0BB22D41E1DAF979AA6B2469268A60EA59A29,true
parts/06_expose_VI.tex,18,2350D96F63B1133B104314B80C1EE76D935FEDABB5B7B6EE8E7460413626F913,816F5A8E6EC89C23729A538183BB815686066F7537F943BAD5EA043D3FCA553A,2350D96F63B1133B104314B80C1EE76D935FEDABB5B7B6EE8E7460413626F913,true
parts/07_expose_VII.tex,13,97467C91856B5F9C4D9B19E1D4D34DBDCBD178C5D8A5AEEEC3111F411DC3EC01,EA9A126C714DD77D1F02810F1D436498F10133F5E8D6BC7EC64AC3016564ADCF,97467C91856B5F9C4D9B19E1D4D34DBDCBD178C5D8A5AEEEC3111F411DC3EC01,true
parts/08_expose_VIII.tex,11,940E17FD9285A42D312D2F0A16889548601BC5CE72FAF390BA7D2226FCFF3307,3F41A739A2A8A9B411A9121D0492307E53F161BFB422F5CF2E10EBC0B08A32A6,940E17FD9285A42D312D2F0A16889548601BC5CE72FAF390BA7D2226FCFF3307,true
parts/09_expose_IX.tex,45,33B27E76CEAD3532FF30D4CA163EA6C22DD980C9D4AD19AB144853A8BFA9B6E8,E36387DEC8EE06070B7582A520E815862DF60144EE6971DE14DB922CB9AC97F4,33B27E76CEAD3532FF30D4CA163EA6C22DD980C9D4AD19AB144853A8BFA9B6E8,true
parts/10_expose_X.tex,14,C7E7BEFAFEF03799F41C8D127BC2B2467381C2F8C8E1F2A3A03B6B670C87DC18,1E85ABF74C14876D8F2551E8648865C1CC20F6AAA8D3E926B85D3344463F85FC,C7E7BEFAFEF03799F41C8D127BC2B2467381C2F8C8E1F2A3A03B6B670C87DC18,true
parts/11_expose_XI.tex,0,116F8EDC339286651D4087F65DA30BE867E331EAAB07ACCFEA7B629DB50CB007,116F8EDC339286651D4087F65DA30BE867E331EAAB07ACCFEA7B629DB50CB007,116F8EDC339286651D4087F65DA30BE867E331EAAB07ACCFEA7B629DB50CB007,true
parts/12_expose_XII.tex,3,E842861ADD2DBC77692D330E40EBA628E080B4B857F3D6A7A8E19F89E16372EC,822426C56B24381F542E87FDA0A35A6898A3F0A1C365410E271D335EF434B345,E842861ADD2DBC77692D330E40EBA628E080B4B857F3D6A7A8E19F89E16372EC,true
parts/13_expose_XIII.tex,2,7B300A9A136E80880323CE7A6E1D3CEBE0D0BBAAEDD68301707F13D3A5FA2A24,348801F2504FBB9C7505C58EC4227C9AF2E4D16A65274F8A460C89EA9660D682,7B300A9A136E80880323CE7A6E1D3CEBE0D0BBAAEDD68301707F13D3A5FA2A24,true
parts/14_expose_XIV.tex,4,85EC4BCDB74CF1779556930D06E683B31FAEA3942B70A48C38943783571ED68A,5E9C181FCF3F2DF5CA07E280994B9529C2332B181BF8C261BB45076722B35C1D,85EC4BCDB74CF1779556930D06E683B31FAEA3942B70A48C38943783571ED68A,true
