"frontier_id","route","query","api_url","local_query_metadata_path","local_query_metadata_sha256","api_fetch_status","total_count","top_hits","source_archive_status","language_topic_tags","upload_policy","blocker_or_reason","non_claim_boundary","created_utc"
"R3-GH-META-QUERY-1","Arabic RTL source-canon lane","""جبر خطي"" latex","https://api.github.com/search/repositories?q=%22%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%D9%8A%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.جبر_خطي_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Arabic; linear algebra; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-2","Arabic RTL source-canon lane","""جبر خطي"" tex","https://api.github.com/search/repositories?q=%22%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%D9%8A%22%20tex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.جبر_خطي_tex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Arabic; linear algebra; TeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-3","Arabic RTL source-canon lane","""الجبر الخطي"" latex","https://api.github.com/search/repositories?q=%22%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%20%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.الجبر_الخطي_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Arabic; linear algebra; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-4","Arabic RTL source-canon lane","""الجبر المجرد"" latex","https://api.github.com/search/repositories?q=%22%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%20%D8%A7%D9%84%D9%85%D8%AC%D8%B1%D8%AF%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.الجبر_المجرد_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Arabic; abstract algebra; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-5","Arabic RTL source-canon lane","""نظرية الحلقات"" latex","https://api.github.com/search/repositories?q=%22%D9%86%D8%B8%D8%B1%D9%8A%D8%A9%20%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.نظرية_الحلقات_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Arabic; ring theory; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-6","Arabic RTL source-canon lane","""نظرية الزمر"" latex","https://api.github.com/search/repositories?q=%22%D9%86%D8%B8%D8%B1%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B2%D9%85%D8%B1%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.نظرية_الزمر_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Arabic; group theory; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-7","Persianate/Tajik lane - fa_IR only","""حلقه نوتری"" tex","https://api.github.com/search/repositories?q=%22%D8%AD%D9%84%D9%82%D9%87%20%D9%86%D9%88%D8%AA%D8%B1%DB%8C%22%20tex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.حلقه_نوتری_tex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Persian/Farsi; Noetherian ring; TeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-8","Persianate/Tajik lane - fa_IR only","""حلقه نوتری"" latex","https://api.github.com/search/repositories?q=%22%D8%AD%D9%84%D9%82%D9%87%20%D9%86%D9%88%D8%AA%D8%B1%DB%8C%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.حلقه_نوتری_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Persian/Farsi; Noetherian ring; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-9","Persianate/Tajik lane - fa_IR only","""جبر خطی"" latex","https://api.github.com/search/repositories?q=%22%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%DB%8C%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.جبر_خطی_latex.json","F285ECC6F940FDF07D99ABCE6CED23ED71F71FE87AB03956EB4FC0EFF5AB7CE4","200","1","SireJeff/linear-algebra-3blue1brown-notes|https://github.com/SireJeff/linear-algebra-3blue1brown-notes|lang=TeX|license=","metadata_hits_need_topic_license_screening","Persian/Farsi; linear algebra; LaTeX/source archive","manifest_query_metadata_only_no_payload","Repository metadata hits require topic/language/license screening before any source archive fetch or source-canon admission.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-10","Persianate/Tajik lane - fa_IR only","""جبر خطی"" tex","https://api.github.com/search/repositories?q=%22%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%DB%8C%22%20tex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.جبر_خطی_tex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Persian/Farsi; linear algebra; TeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
