"verification_file","packet","relative_path","exists","ok","expected_sha256","actual_sha256"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_81DB4BA9_R3_R6_OLDB_SOURCE_CORPUS_ROUTING_20260706_PACKET_SHA_VERIFY.csv","R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE","B3_UPLOADER_READY_SUMMARY.csv","True","True","0F64C77435EB44D01DB3B6E385800B85CD54C808CFC9886A866BFA73576ACFAB","0F64C77435EB44D01DB3B6E385800B85CD54C808CFC9886A866BFA73576ACFAB"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_81DB4BA9_R3_R6_OLDB_SOURCE_CORPUS_ROUTING_20260706_PACKET_SHA_VERIFY.csv","R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE","MANIFEST.csv","True","True","27F368ED746CACE3B706CF02DF15BE7C3B7176172809713A64FD42282526B4FA","27F368ED746CACE3B706CF02DF15BE7C3B7176172809713A64FD42282526B4FA"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_81DB4BA9_R3_R6_OLDB_SOURCE_CORPUS_ROUTING_20260706_PACKET_SHA_VERIFY.csv","R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE","PACKAGE_VALIDATION.json","True","True","30F320A70C22BB2CA0A18D35F9CA8D2805A2F82C7DC2E43DE2C2F7B67B412B2A","30F320A70C22BB2CA0A18D35F9CA8D2805A2F82C7DC2E43DE2C2F7B67B412B2A"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_81DB4BA9_R3_R6_OLDB_SOURCE_CORPUS_ROUTING_20260706_PACKET_SHA_VERIFY.csv","R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE","R3_81DB4BA9_BLOCKERS_ACTIVE_RECOVERY_SEARCHES.csv","True","True","9D75CE887CE925C4BB71565C563793916E453E1D09C02395D5A631D70F9B7BB5","9D75CE887CE925C4BB71565C563793916E453E1D09C02395D5A631D70F9B7BB5"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_81DB4BA9_R3_R6_OLDB_SOURCE_CORPUS_ROUTING_20260706_PACKET_SHA_VERIFY.csv","R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE","R3_81DB4BA9_DELTA_FROM_9D7DB086.csv","True","True","262222301ABF59F7A74C26E14023780EC090BC43826F13E745C2674CECC77951","262222301ABF59F7A74C26E14023780EC090BC43826F13E745C2674CECC77951"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_81DB4BA9_R3_R6_OLDB_SOURCE_CORPUS_ROUTING_20260706_PACKET_SHA_VERIFY.csv","R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE","R3_81DB4BA9_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv","True","True","70858B918E6086DFA9505246DCEE439B5883D9656ADF8BBC18D6D919C207389C","70858B918E6086DFA9505246DCEE439B5883D9656ADF8BBC18D6D919C207389C"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_81DB4BA9_R3_R6_OLDB_SOURCE_CORPUS_ROUTING_20260706_PACKET_SHA_VERIFY.csv","R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE","R3_81DB4BA9_FORMULA_NEIGHBORING_USAGE_NOTES.csv","True","True","BACC76742E283DAC47E206ACFA33978362B0CDCD06DB007B2C9DCFFC5584E419","BACC76742E283DAC47E206ACFA33978362B0CDCD06DB007B2C9DCFFC5584E419"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_81DB4BA9_R3_R6_OLDB_SOURCE_CORPUS_ROUTING_20260706_PACKET_SHA_VERIFY.csv","R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE","R3_81DB4BA9_LANGUAGE_BOUNDARY_GUARDS.csv","True","True","EEAE1AD2FDEE52B6BDC72CBB1231FE9B61D2EB127BF5EB310067AC625FAEBB74","EEAE1AD2FDEE52B6BDC72CBB1231FE9B61D2EB127BF5EB310067AC625FAEBB74"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_81DB4BA9_R3_R6_OLDB_SOURCE_CORPUS_ROUTING_20260706_PACKET_SHA_VERIFY.csv","R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE","R3_81DB4BA9_LANGUAGE_GATE_STATUS.csv","True","True","DFC3ADD561ABFE6F8266826EFD54C0DDC7BB31A608E55FF7DED71C712C953B55","DFC3ADD561ABFE6F8266826EFD54C0DDC7BB31A608E55FF7DED71C712C953B55"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_81DB4BA9_R3_R6_OLDB_SOURCE_CORPUS_ROUTING_20260706_PACKET_SHA_VERIFY.csv","R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE","R3_81DB4BA9_LITERAL_SOURCE_BODY_CANON_INDEX.csv","True","True","FD20F3203D1086F90C58DD698297F0DED5992D81A2DCB5F43F9EFC10FE091BE6","FD20F3203D1086F90C58DD698297F0DED5992D81A2DCB5F43F9EFC10FE091BE6"
