path,expected_sha256,actual_sha256,status
B3_UPLOADER_READY_SUMMARY_212DFB.csv,B4944FBF65A3DA513CEF1FED4B57A5C6AA5664BDF7FE476BD4296DADE0ED4141,B4944FBF65A3DA513CEF1FED4B57A5C6AA5664BDF7FE476BD4296DADE0ED4141,ok
BLOCKERS_GAPS_NEXT_ACTIONS_RELEVANT_212DFB.csv,559D2520D6F1588DBF89F44CAA7A4F04DDA85B7B83F85A04C11C21E7992C0BCC,559D2520D6F1588DBF89F44CAA7A4F04DDA85B7B83F85A04C11C21E7992C0BCC,ok
BRANCH_212DFB_R3_PACKET_FILE_LEDGER.csv,60E394B2100A51B28E255E3E700BD34E9C8B13D40D060967DD09B14832F0FC8B,60E394B2100A51B28E255E3E700BD34E9C8B13D40D060967DD09B14832F0FC8B,ok
BRANCH_SOURCE_WITNESS_BOUNDARY_ROWS_212DFB.csv,70524DE07399689ED30447B0BCA26C1E8DC5BE2C114F22A62E14D5E28BBDB46E,70524DE07399689ED30447B0BCA26C1E8DC5BE2C114F22A62E14D5E28BBDB46E,ok
FABLE_SOURCE_USE_ADVERSE_LEDGER_212DFB.csv,60F78B96E49693DCDF7D996E9A0B0268908950449EF57C9A159E57B6D7B37B73,60F78B96E49693DCDF7D996E9A0B0268908950449EF57C9A159E57B6D7B37B73,ok
FA_IR_PRS_AF_SOURCE_GATED_PRETRANSLATION_212DFB.csv,57656D5A49D814D8E6F8DA04DEE032F5ECC19DC5354D529DBCA66F775E579100,57656D5A49D814D8E6F8DA04DEE032F5ECC19DC5354D529DBCA66F775E579100,ok
LANGUAGE_GATE_COUNTS_212DFB_R3_PRETRANSLATION.csv,038B0C4651E6087F70DD9BE65240CF5B6FC77EF6845F39AB9C1E4222869909DC,038B0C4651E6087F70DD9BE65240CF5B6FC77EF6845F39AB9C1E4222869909DC,ok
LOCAL_SOURCE_BODY_COUNTS_BY_SUBLANE_212DFB.csv,EAB44B592EBFA8DE27B5B4B8F431D98B3C8279671E4B14129EF75911BE20B73F,EAB44B592EBFA8DE27B5B4B8F431D98B3C8279671E4B14129EF75911BE20B73F,ok
LOCAL_SOURCE_BODY_PRESENCE_FA_PRS_TG_212DFB.csv,AA6ECD76A3A6CA37AED715A1A9280941127C364F7DB6DF51824EFAC45C821D0F,AA6ECD76A3A6CA37AED715A1A9280941127C364F7DB6DF51824EFAC45C821D0F,ok
MUTUAL_WAKE_AND_B3_ROUTE_DISPATCH_212DFB_20260706.csv,74704DB7A50C3A2B9D60A13C19CF13D3E29C95DC68F39C9458CAA93542B71605,74704DB7A50C3A2B9D60A13C19CF13D3E29C95DC68F39C9458CAA93542B71605,ok
README.md,EECDC42CAD649EAB790E984CAB3F6FD0463A2779E2CCEF81CB58989634B0A3B8,EECDC42CAD649EAB790E984CAB3F6FD0463A2779E2CCEF81CB58989634B0A3B8,ok
SUMMARY_COUNTS_212DFB_R3_CURRENT_HEAD_20260706.csv,B7D94CAD918A38723543D156A5F0061CD37A91FA4787AF90E2C3358D8817A621,B7D94CAD918A38723543D156A5F0061CD37A91FA4787AF90E2C3358D8817A621,ok
TG_CYRL_TJ_DISCOVERY_ONLY_ROWS_212DFB.csv,CC28E7C8325014865C314FFFF6F0C04E57D198600844435B0DAA4A8BB3500E50,CC28E7C8325014865C314FFFF6F0C04E57D198600844435B0DAA4A8BB3500E50,ok
