source_body_row_id,branch_commit,language_bucket,source_language,relative_path,local_package_path,body_status,source_use_label,source_title,source_url,bytes,sha256,license_or_access_signal,language_boundary,current_212dfb_use
212DFB-SOURCEBODY-0001,212dfb1c7728f7c23274714434aa35d590e1aab7,fa_IR,Persian/Farsi (Iran),fa_IR/fa_ir_modares_resultant_method_adjacent_article_8214.pdf,C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/language-source-bodies/rtl-persianate-arabic/persianate-tajik/fa_IR/fa_ir_modares_resultant_method_adjacent_article_8214.pdf,adjacent_source_body_pdf,adjacent-source-body,"Modares article 8214, Resultant Method adjacency",https://journals.modares.ac.ir/article_8214_8b048efecbe64fe76045e0109de0c2f1.pdf,1530533,45215CD2C412CA91A3D9FFA0D0AA770A44E700F5208618F68DC65B25A094BE94,journal-hosted public PDF observed; no license clearance claimed,"fa_IR source only; does not authorize Dari, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim",supports fa_IR source-gated generated-draft rows only
212DFB-SOURCEBODY-0002,212dfb1c7728f7c23274714434aa35d590e1aab7,fa_IR,Persian/Farsi (Iran),fa_IR/fa_ir_modares_resultant_method_adjacent_article_8214.pdftotext.txt,C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/language-source-bodies/rtl-persianate-arabic/persianate-tajik/fa_IR/fa_ir_modares_resultant_method_adjacent_article_8214.pdftotext.txt,pdftotext_sidecar,OCR-witness,pdftotext extraction of Modares article 8214 resultant-method candidate,derived from https://journals.modares.ac.ir/article_8214_8b048efecbe64fe76045e0109de0c2f1.pdf,103922,928EDF9088E32EB7536CCE175534EF256BFE6C2DF783FBCF443A2F8AB93F68F6,derived consistency shelf; not source truth; no license clearance claimed,"fa_IR source only; does not authorize Dari, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim",supports fa_IR source-gated generated-draft rows only
212DFB-SOURCEBODY-0003,212dfb1c7728f7c23274714434aa35d590e1aab7,fa_IR,Persian/Farsi (Iran),fa_IR/fa_iut_behboodi_advanced_algebra.pdf,C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/language-source-bodies/rtl-persianate-arabic/persianate-tajik/fa_IR/fa_iut_behboodi_advanced_algebra.pdf,native_source_body_pdf,native-source-body,IUT Behboodi Advanced Algebra,https://people.iut.ac.ir/sites/default/files/users/behboodi/course_files/advanced_algebra_dr._behboodi.pdf,783008,B2BEDB1AA29693935B09445ED8D90910F27BDEEA7CA2F0BB5E3394F0150FDA40,university-hosted PDF; no open license found,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim",supports fa_IR source-gated generated-draft rows only
212DFB-SOURCEBODY-0004,212dfb1c7728f7c23274714434aa35d590e1aab7,fa_IR,Persian/Farsi (Iran),fa_IR/fa_iut_behboodi_advanced_algebra.pdftotext.txt,C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/language-source-bodies/rtl-persianate-arabic/persianate-tajik/fa_IR/fa_iut_behboodi_advanced_algebra.pdftotext.txt,OCR_witness_text_extraction_not_source_truth,OCR-witness,IUT Behboodi Advanced Algebra,https://people.iut.ac.ir/sites/default/files/users/behboodi/course_files/advanced_algebra_dr._behboodi.pdf,665767,EEE1E7F58B841D00D3466F9E0DF89501DF9A4CBCB3D83451EB3EACD2B527EFB0,university-hosted PDF; no open license found,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim",supports fa_IR source-gated generated-draft rows only
212DFB-SOURCEBODY-0005,212dfb1c7728f7c23274714434aa35d590e1aab7,fa_IR,Persian/Farsi (Iran),fa_IR/fa_iut_mathematics_curriculum_field_galois_syllabus.pdf,C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/language-source-bodies/rtl-persianate-arabic/persianate-tajik/fa_IR/fa_iut_mathematics_curriculum_field_galois_syllabus.pdf,native_source_body_pdf,native-source-body,IUT mathematics curriculum field/Galois syllabus,https://mathdept.iut.ac.ir/sites/mathdept/files/Site/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87%20%D8%B3%D9%87%20%D9%81%D8%B5%D9%84%DB%8C%20%D8%AF%D8%A7%D9%86%D8%B4%DA%A9%D8%AF%D9%87%D9%94%20%D8%B1%DB%8C%D8%A7%D8%B6%DB%8C_2.pdf,4052966,E9F77D2B8B83136980D86E3DC1CF4D70F5DD648352BA0E4DEDF150BE1D6D68C8,university-hosted curriculum PDF; no license clearance claimed,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim",supports fa_IR source-gated generated-draft rows only
212DFB-SOURCEBODY-0006,212dfb1c7728f7c23274714434aa35d590e1aab7,fa_IR,Persian/Farsi (Iran),fa_IR/fa_iut_mathematics_curriculum_field_galois_syllabus.pdftotext.txt,C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/language-source-bodies/rtl-persianate-arabic/persianate-tajik/fa_IR/fa_iut_mathematics_curriculum_field_galois_syllabus.pdftotext.txt,OCR_witness_text_extraction_not_source_truth,OCR-witness,IUT mathematics curriculum field/Galois syllabus,https://mathdept.iut.ac.ir/sites/mathdept/files/Site/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87%20%D8%B3%D9%87%20%D9%81%D8%B5%D9%84%DB%8C%20%D8%AF%D8%A7%D9%86%D8%B4%DA%A9%D8%AF%D9%87%D9%94%20%D8%B1%DB%8C%D8%A7%D8%B6%DB%8C_2.pdf,782283,0C9DDD45EDABB82285882DFBF617B085BC5CDAED7FBD80D126F2A24A98610E66,university-hosted curriculum PDF; no license clearance claimed,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim",supports fa_IR source-gated generated-draft rows only
212DFB-SOURCEBODY-0007,212dfb1c7728f7c23274714434aa35d590e1aab7,fa_IR,Persian/Farsi (Iran),fa_IR/fa_kntu_foundations_of_algebra_course_guide.pdf,C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/language-source-bodies/rtl-persianate-arabic/persianate-tajik/fa_IR/fa_kntu_foundations_of_algebra_course_guide.pdf,native_source_body_pdf,native-source-body,KNTU Foundations of Algebra course guide,https://kntu.ac.ir/dorsapax/userfiles/file/FoundationsofAlgebra.pdf,71814,85DF283F559FB9F81406712A12A6C164A1937E9DAAFD3C4A0AB47FDF2D49C125,university-hosted PDF; no open license found,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim",supports fa_IR source-gated generated-draft rows only
212DFB-SOURCEBODY-0008,212dfb1c7728f7c23274714434aa35d590e1aab7,fa_IR,Persian/Farsi (Iran),fa_IR/fa_kntu_foundations_of_algebra_course_guide.pdftotext.txt,C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/language-source-bodies/rtl-persianate-arabic/persianate-tajik/fa_IR/fa_kntu_foundations_of_algebra_course_guide.pdftotext.txt,OCR_witness_text_extraction_not_source_truth,OCR-witness,KNTU Foundations of Algebra course guide,https://kntu.ac.ir/dorsapax/userfiles/file/FoundationsofAlgebra.pdf,3231,D67534E478145A9EF2BE83AD51C2D9AAEE53F4A206AF1F4F4702BF145E844582,university-hosted PDF; no open license found,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim",supports fa_IR source-gated generated-draft rows only
212DFB-SOURCEBODY-0009,212dfb1c7728f7c23274714434aa35d590e1aab7,fa_IR,Persian/Farsi (Iran),fa_IR/fa_linear_algebra_3blue1brown_tex_source_master.zip,C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/language-source-bodies/rtl-persianate-arabic/persianate-tajik/fa_IR/fa_linear_algebra_3blue1brown_tex_source_master.zip,native_source_archive,native-source-body,Persian 3Blue1Brown linear algebra TeX source archive,https://github.com/SireJeff/linear-algebra-3blue1brown-notes,2006520,4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C,public GitHub source archive; README educational-use signal; no standard open license found,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim",supports fa_IR source-gated generated-draft rows only
212DFB-SOURCEBODY-0010,212dfb1c7728f7c23274714434aa35d590e1aab7,fa_IR,Persian/Farsi (Iran),fa_IR/fa_linear_algebra_gilbert_strang_persian_source_main.zip,C:/Users/memo_/Documents/Codex/2026-07-04/noether-persianate-tajik-source-evidence-draft-lane/language-source-bodies/rtl-persianate-arabic/persianate-tajik/fa_IR/fa_linear_algebra_gilbert_strang_persian_source_main.zip,native_source_archive,native-source-body,Persian/XePersian Gilbert Strang linear algebra source archive,https://github.com/AlirezaKachouei/Linear-Algebra-Gilbert-Strang-Persian,1410262,1956A3821B88F2AFDA31A0DA184988DDDED44751A44E48068E6A06FCA091437B,public GitHub repository; no GitHub license metadata; README says non-commercial educational/original book copyrighted,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim",supports fa_IR source-gated generated-draft rows only
