"file","bytes","source_use_label","current_head","generated_utc"
"B3_UPLOADER_READY_SUMMARY.csv","1027","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"DURABLE_STATE_POINTERS.csv","1137","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"PACKAGE_VALIDATION.json","1348","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","1692512","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_BRANCH_DELTA_FROM_0D.csv","31603","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","1047","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","1091","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_FORMULA_INTERLINEAR_NOTES.csv","188745","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_MUTUAL_WAKE_OBSERVATION.csv","814","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_REVIEW_ONLY_BOUNDARY_GUARDS.csv","2678","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_ROW_COUNT_LEDGER.csv","2128","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","228494","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_SOURCE_USE_ADVERSE_LEDGER.csv","332497","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_SOURCE_WITNESS_INDEX_REHEADED.csv","3525258","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"R3_FAA2C330_TERM_ALTERNATIVES_SOURCE_GATED.csv","34702","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
"README.md","1491","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T145622Z"
