"durable_run_log_id","micro_evidence_id","source_row_id","row_group","concept_id","english","route_bucket","primary_route_bucket","downstream_consumer_lane","source_artifact","source_path_or_url","source_basis","evidence_status","motivation","support_choice","draft_support_choice","noncanonical_micro_translation_support","blocker_status","blocker_reason","exact_blocker_proof","controlled_arabic_surface","persian_farsi_surface","dari_afghan_surface_or_gate","tajik_surface","urdu_hindustani_surface","bridge_candidate_nonpromoted","allowed_use","term_promotion_allowed","bridge_promotion_allowed","native_review_claim","git_push","route_arabic_rtl_lane","route_persianate_farsi_lane","route_dari_afghan_lane","route_tajik_cyrillic_lane","route_urdu_hindustani_lane","route_pan_turkic_lane","route_adjacent_linear_algebra_lane","gate_notes","archive_sidecar_decision","source_micro_evidence_artifact","durable_log_created_utc"
"r3run:0174","r3micro:dari_afghan_linear_system_source_gate:linear_algebra","dari_afghan_linear_system_source_gate:linear_algebra","dari_afghan_linear_system_source_gate","linear_algebra","linear algebra","arabic; persianate_tajik; novel_blocked","persianate_tajik","persianate_dari_gate_lane; adjacent_linear_algebra_source_lane","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","DDL page 90 row 1347; KPU math department HTML; older Afghan bridge source ledger","unchanged_review_ready_term_gate","source-gated R3 row from DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json; primary owner persianate_tajik; downstream lane(s) persianate_dari_gate_lane; adjacent_linear_algebra_source_lane; evidence status unchanged_review_ready_term_gate; draft support emitted only from consume-routed surface fields","draft_noncanonical_micro_translation_support","emit_review_only_micro_support","Dari/Afghan source-gate support: الجبر خطی","draft_support_available_review_only","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","الجبر خطی","","","","noncanonical_micro_translation_support_for_named_route_only","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","review_ready_term_gate_not_full_prose | Do not normalize away Afghan initial الجبر.","leave_unpacked_in_durable_run_log; copy_to_route_sidecar=persianate_tajik; copy_to_row_group_sidecar=dari_afghan_linear_system_source_gate; copy_to_support_or_blocker_sidecar; include_in_convenience_zip_archive; session_b_can_consume_unpacked","R3_MICRO_EVIDENCE_ARTIFACT_20260704T040935Z","20260704T041521Z"
"r3run:0175","r3micro:dari_afghan_linear_system_source_gate:linear_equation","dari_afghan_linear_system_source_gate:linear_equation","dari_afghan_linear_system_source_gate","linear_equation","linear equation","arabic; persianate_tajik; novel_blocked","persianate_tajik","persianate_dari_gate_lane; adjacent_linear_algebra_source_lane","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","DDL page 84 row 1258 Mathematical equation => معادله ریاضی; older rendered Afghan curriculum lead has معادلات خطی","improved_adjacent_equation_family_not_linear_equation","source-gated R3 row from DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json; primary owner persianate_tajik; downstream lane(s) persianate_dari_gate_lane; adjacent_linear_algebra_source_lane; evidence status improved_adjacent_equation_family_not_linear_equation; draft support emitted only from consume-routed surface fields","draft_noncanonical_micro_translation_support","emit_review_only_micro_support","Dari/Afghan source-gate support: معادله ریاضی; معادلات خطی","draft_support_available_review_only","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","معادله ریاضی; معادلات خطی","","","","noncanonical_micro_translation_support_for_named_route_only","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","term_family_gate_improved_but_no_singular_hefferon_microdraft | This supports equation-family and plural linear-equations wording, but not enough for singular Hefferon 'a linear equation' without reviewer/source confirmation.","leave_unpacked_in_durable_run_log; copy_to_route_sidecar=persianate_tajik; copy_to_row_group_sidecar=dari_afghan_linear_system_source_gate; copy_to_support_or_blocker_sidecar; include_in_convenience_zip_archive; session_b_can_consume_unpacked","R3_MICRO_EVIDENCE_ARTIFACT_20260704T040935Z","20260704T041521Z"
"r3run:0176","r3micro:dari_afghan_linear_system_source_gate:system_of_linear_equations","dari_afghan_linear_system_source_gate:system_of_linear_equations","dari_afghan_linear_system_source_gate","system_of_linear_equations","system of linear equations / linear system","arabic; persianate_tajik; novel_blocked","persianate_tajik","persianate_dari_gate_lane; adjacent_linear_algebra_source_lane","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","DDL page 90 row 1342; older rendered Afghan curriculum lead has معادلات خطی","improved_with_plural_linear_equations_curriculum_lead","source-gated R3 row from DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json; primary owner persianate_tajik; downstream lane(s) persianate_dari_gate_lane; adjacent_linear_algebra_source_lane; evidence status improved_with_plural_linear_equations_curriculum_lead; draft support emitted only from consume-routed surface fields","draft_noncanonical_micro_translation_support","emit_review_only_micro_support","Dari/Afghan source-gate support: سیستم خطی، دستگاه خطی; معادلات خطی","draft_support_available_review_only","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","سیستم خطی، دستگاه خطی; معادلات خطی","","","","noncanonical_micro_translation_support_for_named_route_only","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","review_ready_gate_but_hefferon_full_system_phrase_still_open | Still need clean Afghan prose deciding سیستم معادلات خطی versus دستگاه/سیستم خطی for Hefferon's phrase.","leave_unpacked_in_durable_run_log; copy_to_route_sidecar=persianate_tajik; copy_to_row_group_sidecar=dari_afghan_linear_system_source_gate; copy_to_support_or_blocker_sidecar; include_in_convenience_zip_archive; session_b_can_consume_unpacked","R3_MICRO_EVIDENCE_ARTIFACT_20260704T040935Z","20260704T041521Z"
"r3run:0177","r3micro:dari_afghan_linear_system_source_gate:matrix","dari_afghan_linear_system_source_gate:matrix","dari_afghan_linear_system_source_gate","matrix","matrix","arabic; persianate_tajik; novel_blocked","persianate_tajik","persianate_dari_gate_lane; adjacent_linear_algebra_source_lane","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","Older Afghan rendered software-engineering curriculum HTML ledgers; no PDF downloaded","improved_rendered_curriculum_review_gate","source-gated R3 row from DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json; primary owner persianate_tajik; downstream lane(s) persianate_dari_gate_lane; adjacent_linear_algebra_source_lane; evidence status improved_rendered_curriculum_review_gate; draft support emitted only from consume-routed surface fields","draft_noncanonical_micro_translation_support","emit_review_only_micro_support","Dari/Afghan source-gate support: ماتریس; ماتریس ها; ترانهاده ماتریس; معکوس ماتریس","draft_support_available_review_only","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","ماتریس; ماتریس ها; ترانهاده ماتریس; معکوس ماتریس","","","","noncanonical_micro_translation_support_for_named_route_only","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","review_ready_curriculum_gate_not_base_text | Enough to mark Afghan Dari matrix register as curriculum-review-ready; still prefer original university/source text before using as base prose.","leave_unpacked_in_durable_run_log; copy_to_route_sidecar=persianate_tajik; copy_to_row_group_sidecar=dari_afghan_linear_system_source_gate; copy_to_support_or_blocker_sidecar; include_in_convenience_zip_archive; session_b_can_consume_unpacked","R3_MICRO_EVIDENCE_ARTIFACT_20260704T040935Z","20260704T041521Z"
"r3run:0178","r3micro:dari_afghan_linear_system_source_gate:solution","dari_afghan_linear_system_source_gate:solution","dari_afghan_linear_system_source_gate","solution","solution / answer","arabic; persianate_tajik; novel_blocked","persianate_tajik","persianate_dari_gate_lane; adjacent_linear_algebra_source_lane","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","DDL page 124 row 1851 Exact solution => حل دقیق، پاسخ دقیق","improved_adjacent_solution_register_gate","source-gated R3 row from DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json; primary owner persianate_tajik; downstream lane(s) persianate_dari_gate_lane; adjacent_linear_algebra_source_lane; evidence status improved_adjacent_solution_register_gate; draft support emitted only from consume-routed surface fields","draft_noncanonical_micro_translation_support","emit_review_only_micro_support","Dari/Afghan source-gate support: حل دقیق، پاسخ دقیق","draft_support_available_review_only","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","حل دقیق، پاسخ دقیق","","","","noncanonical_micro_translation_support_for_named_route_only","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","adjacent_review_gate_not_hefferon_solution_promotion | Supports both حل and پاسخ in Afghan math glossary context, but final equation/system solution register remains open.","leave_unpacked_in_durable_run_log; copy_to_route_sidecar=persianate_tajik; copy_to_row_group_sidecar=dari_afghan_linear_system_source_gate; copy_to_support_or_blocker_sidecar; include_in_convenience_zip_archive; session_b_can_consume_unpacked","R3_MICRO_EVIDENCE_ARTIFACT_20260704T040935Z","20260704T041521Z"
"r3run:0179","r3micro:dari_afghan_linear_system_source_gate:coefficient","dari_afghan_linear_system_source_gate:coefficient","dari_afghan_linear_system_source_gate","coefficient","coefficient","arabic; persianate_tajik; novel_blocked","persianate_tajik","persianate_dari_gate_lane; adjacent_linear_algebra_source_lane","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","DDL page 202 row 3022 absorption coefficient => ضریب جذب is chemistry, not equation coefficient","still_open_chemistry_coefficient_rejected_for_math_equation","source-gated R3 row from DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json; primary owner persianate_tajik; downstream lane(s) persianate_dari_gate_lane; adjacent_linear_algebra_source_lane; evidence status still_open_chemistry_coefficient_rejected_for_math_equation; draft support emitted only from consume-routed surface fields","draft_noncanonical_micro_translation_support","emit_review_only_micro_support","Dari/Afghan source-gate support: OPEN","draft_support_available_review_only","source_gap_or_open_direct_evidence; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","OPEN","","","","noncanonical_micro_translation_support_for_named_route_only","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","do_not_promote | Do not inherit Iranian Persian ضریب; chemistry coefficient row is only a morphology hint.","leave_unpacked_in_durable_run_log; copy_to_route_sidecar=persianate_tajik; copy_to_row_group_sidecar=dari_afghan_linear_system_source_gate; copy_to_support_or_blocker_sidecar; include_in_convenience_zip_archive; session_b_can_consume_unpacked","R3_MICRO_EVIDENCE_ARTIFACT_20260704T040935Z","20260704T041521Z"
"r3run:0180","r3micro:dari_afghan_linear_system_source_gate:constant","dari_afghan_linear_system_source_gate:constant","dari_afghan_linear_system_source_gate","constant","constant","arabic; persianate_tajik; novel_blocked","persianate_tajik","persianate_dari_gate_lane; adjacent_linear_algebra_source_lane","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","No captured Afghan math-row source for equation constant","still_open","source-gated R3 row from DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json; primary owner persianate_tajik; downstream lane(s) persianate_dari_gate_lane; adjacent_linear_algebra_source_lane; evidence status still_open; draft support emitted only from consume-routed surface fields","draft_noncanonical_micro_translation_support","emit_review_only_micro_support","Dari/Afghan source-gate support: OPEN","draft_support_available_review_only","source_gap_or_open_direct_evidence; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","OPEN","","","","noncanonical_micro_translation_support_for_named_route_only","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","do_not_promote | Generic KPU/DDL uses of ثابت do not decide Hefferon's constant d.","leave_unpacked_in_durable_run_log; copy_to_route_sidecar=persianate_tajik; copy_to_row_group_sidecar=dari_afghan_linear_system_source_gate; copy_to_support_or_blocker_sidecar; include_in_convenience_zip_archive; session_b_can_consume_unpacked","R3_MICRO_EVIDENCE_ARTIFACT_20260704T040935Z","20260704T041521Z"
"r3run:0181","r3micro:dari_afghan_linear_system_source_gate:n_tuple","dari_afghan_linear_system_source_gate:n_tuple","dari_afghan_linear_system_source_gate","n_tuple","n-tuple","arabic; persianate_tajik; novel_blocked","persianate_tajik","persianate_dari_gate_lane; adjacent_linear_algebra_source_lane","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","No captured Afghan source-level n-tuple row","still_open","source-gated R3 row from DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json; primary owner persianate_tajik; downstream lane(s) persianate_dari_gate_lane; adjacent_linear_algebra_source_lane; evidence status still_open; draft support emitted only from consume-routed surface fields","draft_noncanonical_micro_translation_support","emit_review_only_micro_support","Dari/Afghan source-gate support: OPEN","draft_support_available_review_only","source_gap_or_open_direct_evidence; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","OPEN","","","","noncanonical_micro_translation_support_for_named_route_only","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","do_not_promote | Keep n-tuple untranslated or paraphrased only in future review notes.","leave_unpacked_in_durable_run_log; copy_to_route_sidecar=persianate_tajik; copy_to_row_group_sidecar=dari_afghan_linear_system_source_gate; copy_to_support_or_blocker_sidecar; include_in_convenience_zip_archive; session_b_can_consume_unpacked","R3_MICRO_EVIDENCE_ARTIFACT_20260704T040935Z","20260704T041521Z"
"r3run:0182","r3micro:dari_afghan_linear_system_source_gate:vector","dari_afghan_linear_system_source_gate:vector","dari_afghan_linear_system_source_gate","vector","vector","arabic; persianate_tajik; novel_blocked","persianate_tajik","persianate_dari_gate_lane; adjacent_linear_algebra_source_lane","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","DDL page 204 row 3047; older Afghan curriculum lead","unchanged_non_erasure_anchor","source-gated R3 row from DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json; primary owner persianate_tajik; downstream lane(s) persianate_dari_gate_lane; adjacent_linear_algebra_source_lane; evidence status unchanged_non_erasure_anchor; draft support emitted only from consume-routed surface fields","draft_noncanonical_micro_translation_support","emit_review_only_micro_support","Dari/Afghan source-gate support: وکتور","draft_support_available_review_only","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","وکتور","","","","noncanonical_micro_translation_support_for_named_route_only","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","review_ready_but_register_differs_from_iranian_persian | Strong non-erasure anchor against blindly using Persian بردار.","leave_unpacked_in_durable_run_log; copy_to_route_sidecar=persianate_tajik; copy_to_row_group_sidecar=dari_afghan_linear_system_source_gate; copy_to_support_or_blocker_sidecar; include_in_convenience_zip_archive; session_b_can_consume_unpacked","R3_MICRO_EVIDENCE_ARTIFACT_20260704T040935Z","20260704T041521Z"
"r3run:0183","r3micro:dari_afghan_linear_system_source_gate:vector_space","dari_afghan_linear_system_source_gate:vector_space","dari_afghan_linear_system_source_gate","vector_space","vector space","arabic; persianate_tajik; novel_blocked","persianate_tajik","persianate_dari_gate_lane; adjacent_linear_algebra_source_lane","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","DDL page 204 row 3046; older Afghan curriculum lead","unchanged_future_microdraft_gate","source-gated R3 row from DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json; primary owner persianate_tajik; downstream lane(s) persianate_dari_gate_lane; adjacent_linear_algebra_source_lane; evidence status unchanged_future_microdraft_gate; draft support emitted only from consume-routed surface fields","draft_noncanonical_micro_translation_support","emit_review_only_micro_support","Dari/Afghan source-gate support: فضای برداری; فضای وکتوری","draft_support_available_review_only","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","فضای برداری; فضای وکتوری","","","","noncanonical_micro_translation_support_for_named_route_only","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","future_vector_space_microdraft_gate | Useful for later vector-space work, not enough to complete this linear-system definition.","leave_unpacked_in_durable_run_log; copy_to_route_sidecar=persianate_tajik; copy_to_row_group_sidecar=dari_afghan_linear_system_source_gate; copy_to_support_or_blocker_sidecar; include_in_convenience_zip_archive; session_b_can_consume_unpacked","R3_MICRO_EVIDENCE_ARTIFACT_20260704T040935Z","20260704T041521Z"
