current_head,blocker_id,zip_entry_path,category,inferred_language_gate,required_action,source_use_label,boundary
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-a84049387452,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/1803.03938_finite_dimensional_commutative_algebras_ru.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-c801ad40d97b,slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/2001.00317_wild_automorphism_free_novikov_algebra_ru.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-3a76c1e2efc1,slavic-reference-lanes/arxiv-linguistic-samples/russian/2002.02745_lie_algebras_locally_nilpotent_derivations_ru/2002.02745_lie_algebras_locally_nilpotent_derivations_ru.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-f19cac5f9763,slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/2412.01870_biharmonic_commutative_algebra_uk.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-f2fb158d00bf,slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/source/Menchov_therem_in_arbitrary_algebra_2.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-66e8ecb70b18,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/dictionary_data/interslavic_dictionary_core_slavic_fields.csv,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-7a0bec04241b,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2007/STANDARDIZATION_OF_THE_OLD_CHURCH_SLAVONIC_CYRILLIC_SCRIPT-International_Scientific_Meeting_Belgrade_2007.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-37fad3e82270,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2012/INTERSLAVIC_ADDED-WORDS_2012-12_3pp.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-a3c9acdb68fb,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2017/Tema-15-9-2017.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-d7c55d6a6dea,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2018/Gramatyka Slovianskiego (PL) 2018.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-345f4098ce2c,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2018/ms-pregled-IE-V10-2018-005.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-a05c9f4439a0,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2018/slownik versja 15.8.2018 final - b5 (1).pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-72a214c79421,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2018/slownik versja 15.8.2018 final - b5.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-78624b4c7f45,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/Merunka Interslavic Guimaraes 2019 v2.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-3308b3e67b68,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/Merunka Interslavic Guimaraes 2019.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-34b20925a47c,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/MS_jezyk vece 2019 prezentacija.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-905da15e8173,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/PRAVO 04-10-2019 (1).pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-49792489508f,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/PRAVO 04-10-2019.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-486c939be5fb,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/Кузнецов Н.В. (2019) Розказ в прекладѣ на меджусловјанскы.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-22ac99bb366e,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2020/Osnovni međuslovensko-srpski rečnik (2020c).pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,ZIP-bfed3f43144d,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2020/rozmovki polsko-slovjanske 2020 b5.pdf,pdf-or-archive-or-text-scan-recovery,undetermined,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,zip-source-corpus-recovery-blocker,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim
