idx,printed_page,source_pdf_page,highres_page,french_tex_lines,current_english_file,current_english_lines,content_formula_result,presentation_result,independent_review,final_disposition
663,650,653,664,15168-15191,SGA6_idx647_665_English_SourceChecked_fragment.tex,607--645,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
664,651,654,665,15192-15201,SGA6_idx647_665_English_SourceChecked_fragment.tex,646--679,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
665,652,655,666,15202-15207,SGA6_idx647_665_English_SourceChecked_fragment.tex,680--710,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
666,653,656,667,15208-15239,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,11--51,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
667,654,657,668,15240-15255,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,52--86,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
668,655,658,669,15256-15277,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,87--124,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
669,656,659,670,15278-15294,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,125--154,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
670,657,660,671,15295-15312,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,155--195,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
671,658,661,672,15313-15324,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,196--229,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
672,659,662,673,15325-15337,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,230--260,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
