record_id,record_type,parent_id,revision,revision_of,supersedes,superseded_by,volume,expose,unit,source_lines,source_locator,authority_role,authority_sha256,source_reading,target_reading,decision,status,confidence,evidence_path,evidence_bytes,evidence_sha256,raw_cursor,substantive_cursor,release_state,revisit_condition
SGA2-X-L3555-L3566-L39-PROOF@1,unit_status,,1,,,,SGA2,X,Lemma 3.9 proof,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,complete proof with two diagram components,source-aligned English proof,retain no-overwrite unit pending independent review,producer_pass_pending_independent_review,high,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,3492,C54BB47FDDEBF6C399A54999B1AA4CC798B81A78AEBBAC8E381649DEF6FA642C,3567,3568,internal_not_for_release,fresh_independent_review_required
SGA2-X-L39P-AUTHORITY@1,authority_binding,SGA2-X-L3555-L3566-L39-PROOF@1,1,,,,SGA2,X,French authority,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,corrected arXiv French TeX,authority unchanged,use as sole editable authority,authority_identity_pass,high,SOURCE_EVIDENCE_PREPARATION_RECEIPT.json,2545,BD4823D5FEBFE29B1C44224DF02FF83A0672F3242F77B06075CC3ED4FF54FDEC,3567,3568,internal_not_for_release,fresh_independent_review_required
SGA2-X-L39P-SLICE@1,source_binding,SGA2-X-L3555-L3566-L39-PROOF@1,1,,,,SGA2,X,exact proof slice,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,twelve-line Latin-1 LF slice,one complete English proof,bind exact source bytes,source_replay_pass,high,SOURCE_LINES_3555_3566_LATIN1_LF.tex,1649,63C502072142A4EB0648176F8744C9BE11453BD0FE089C41098D2146C3DBB289,3567,3568,internal_not_for_release,fresh_independent_review_required
SGA2-X-L39P-BOUNDARY@1,boundary_control,SGA2-X-L3555-L3566-L39-PROOF@1,1,,,,SGA2,X,boundary context,3553-3568,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,statement close through next proof opening,lines 3555-3566 only,exclude adjacent units,boundary_pass,high,SOURCE_BOUNDARY_LINES_3553_3568_LATIN1_LF.tex,1722,2D974337EDCC69F2545E944E090C4BD25F873433A844D427DEB3A6F60ED58F43,3567,3568,internal_not_for_release,fresh_independent_review_required
SGA2-X-L39P-CURSOR@1,cursor_control,SGA2-X-L3555-L3566-L39-PROOF@1,1,,,,SGA2,X,continuation cursor,3567-3568,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,blank then proof-of-theorem opening,raw 3567 substantive 3568,keep cursors distinct,cursor_pass,high,SOURCE_NEXT_SUBSTANTIVE_3568_LATIN1_NO_EOL.tex,58,8CE8319472BED155286B92BD218FCB98D73532330DFA452B9470338D55E0758C,3567,3568,internal_not_for_release,fresh_independent_review_required
SGA2-X-L39P-LOCATOR-PRINT@1,locator_control,SGA2-X-L3555-L3566-L39-PROOF@1,1,,,,SGA2,X,printed page split,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,printed 120 then 121 inside line3557,printed120-121,retain printed marker boundary,locator_pass,high,SOURCE_PHYSICAL_PAGE_104_200DPI.png,392630,0CBF631AC8F698115683A90439E57C357549A2AC7F76CD3BC3AAA7CFEC0165EE,3567,3568,internal_not_for_release,fresh_independent_review_required
SGA2-X-L39P-LOCATOR-P104@1,locator_control,SGA2-X-L3555-L3566-L39-PROOF@1,1,,,,SGA2,X,physical page104,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,running96 through opening of line3566,physical104 running96,record line3566 overflow,locator_pass,high,SOURCE_PHYSICAL_PAGE_104_200DPI.png,392630,0CBF631AC8F698115683A90439E57C357549A2AC7F76CD3BC3AAA7CFEC0165EE,3567,3568,internal_not_for_release,fresh_independent_review_required
SGA2-X-L39P-LOCATOR-P105@1,locator_control,SGA2-X-L3555-L3566-L39-PROOF@1,1,,,,SGA2,X,physical page105,3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,running97 continuation and conclusion of line3566,physical105 running97,include overflow in source check,locator_pass,high,SOURCE_PHYSICAL_PAGE_105_200DPI.png,493953,F02CECCC0744EF15A848483CB9F64333536ED81F1B31190A777CB51372B42D51,3567,3568,internal_not_for_release,fresh_independent_review_required
SGA2-X-L39P-READER@1,pdf_witness,SGA2-X-L3555-L3566-L39-PROOF@1,1,,,,SGA2,X,same-edition reader,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,printed manifestation,layout control only,do not treat as independent corroboration,witness_role_pass,high,SOURCE_READER_PDFINFO.txt,648,0258F8CB747A9345EBB873AFA5868D9E901EC7C7D5A575D19C533949D90D4CF7,3567,3568,internal_not_for_release,fresh_independent_review_required
SGA2-X-L39P-CANDIDATE@1,comparison_binding,SGA2-X-L3555-L3566-L39-PROOF@1,1,,,,SGA2,X,jcreinhold comparison,3555-3566,printed120-121;physical104-105;running96-97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one LLM-generated English lineage,comparison only,reject unsupported hatted Et,comparison_role_pass,high,JCREINHOLD_LINES416_444_UTF8_LF.md,1787,992EBE36A224A50EC0468E84DA5F9357BB0CE825E904346508D0812A177634C9,3567,3568,internal_not_for_release,fresh_independent_review_required
