generated_utc,frontier,payload_group,marginal_intelligibility_status,routing_effect,claim_boundary
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,b3_19b2_visibility_transfer_audit,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,b3_761_transfer_audit,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,b3_d752_transfer_audit,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,blocker_recovery_source_use,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,cjk_draft_761_upload,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,interlanguage_fable_761_authority_upload,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,interlanguage_fable_761_local_sibling_upload,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,manifest_hash_accounting,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,non_slavic_core_19b2_visibility,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,non_slavic_core_761_route,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,olp_761_upload,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,persianate_tajik_761_upload,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,r2_761_upload,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,r7_761_upload,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,r9_761_upload,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,slavic_761_upload,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T08:15:35Z,6034c6b4126af7268d61e39ddb2e84d4842202f0,slavic_live_delta_watcher_upload,not_native_reviewed,group visibility supports recovery routing only,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
