"url","languages","row_ids","source_ids","witness_statuses","access_class","method_used","status_code","reason","elapsed_ms","content_type","content_length","final_url","fallback_reason","error","boundary"
"https://algprof.math.hr/wp-content/uploads/2025/03/AS-2024.pdf","Croatian","mathref_croatian_mathhr_algebra_structures_2024","croatian_mathhr_algebra_structures_2024","local_fulltext_witness","live_reachable_headers_only","HEAD","200","OK","773","application/pdf","","https://algprof.math.hr/wp-content/uploads/2025/03/AS-2024.pdf","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://api.github.com/repos/medzuslovjansky/slovnik","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","432","application/json; charset=utf-8","","https://api.github.com/repos/medzuslovjansky/slovnik","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://api.github.com/repos/medzuslovjansky/slovnik/git/trees/master?recursive=1","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","296","application/json; charset=utf-8","","https://api.github.com/repos/medzuslovjansky/slovnik/git/trees/master?recursive=1","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://domowina-verlag.de/assets/pdf/34_LND_Lieferbare-Literatur_2022.pdf","Sorbian Upper","blocked_sorbian_upper_math_terminology_content","upper_sorbian_witaj_math_terminology_kuskec_magerowa_catalog_bvs_soblex_package","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","291","application/pdf","","https://domowina-verlag.de/assets/pdf/34_LND_Lieferbare-Literatur_2022.pdf","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://dspace.cuni.cz/bitstream/handle/20.500.11956/127526/120389931.pdf?sequence=1","Czech","mathref_czech_cuni_representation_idempotents","czech_cuni_representation_idempotents","local_fulltext_witness","network_or_tls_error_headers_only","GET_HEADERS","","","12018","","","","HEAD unavailable_or_unhelpful","Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 12 seconds elapsing.""","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://dspace.cuni.cz/bitstream/handle/20.500.11956/75721/BPTX_2014_1_11320_0_348573_0_141241.pdf?sequence=1","Czech","mathref_czech_cuni_noncommutative_body_thesis","czech_cuni_noncommutative_body_thesis","local_fulltext_witness","live_http_block_or_error_headers_only","GET_HEADERS","429","Too Many Requests","513","text/html","","https://dspace.cuni.cz/bitstream/handle/20.500.11956/75721/BPTX_2014_1_11320_0_348573_0_141241.pdf?sequence=1","HEAD unavailable_or_unhelpful","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://elea.sk/assets/abstraktna-algebra-ucebnica.pdf","Slovak","mathref_slovak_abstraktna_algebra","slovak_abstraktna_algebra","local_fulltext_witness","live_reachable_headers_only","HEAD","200","OK","589","application/pdf","","https://elea.sk/assets/abstraktna-algebra-ucebnica.pdf","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://export.arxiv.org/api/query?search_query=all:Interslavic&start=0&max_results=10","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","221","application/atom+xml; charset=utf-8","","https://export.arxiv.org/api/query?search_query=all:Interslavic&start=0&max_results=10","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://export.arxiv.org/api/query?search_query=all:Interslavic+AND+all:algebra&start=0&max_results=10","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","62","application/atom+xml; charset=utf-8","","https://export.arxiv.org/api/query?search_query=all:Interslavic+AND+all:algebra&start=0&max_results=10","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://export.arxiv.org/api/query?search_query=all:medzuslovjansky&start=0&max_results=10","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","53","application/atom+xml; charset=utf-8","","https://export.arxiv.org/api/query?search_query=all:medzuslovjansky&start=0&max_results=10","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://files.knihi.com/Knihi/sum/RUS-BEL-mat.1993.pdf","Belarusian","candidate_belarusian_math_dictionary_1993_algebra_ring","be_radyno_russko_belorusskij_matematicheskij_slovar_1993_pdf","local_fulltext_witness","live_reachable_headers_only","HEAD","200","OK","251","application/pdf","","https://files.knihi.com/Knihi/sum/RUS-BEL-mat.1993.pdf","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://github.com/medzuslovjansky/slovnik","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","970","text/html; charset=utf-8","","https://github.com/medzuslovjansky/slovnik","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://ii.uni.wroc.pl/~kosciels/algebra/pliki/alg2-03.pdf","Polish","mathref_polish_uwr_algebra2_rings","polish_uwr_algebra2_rings","local_fulltext_witness","live_reachable_headers_only","HEAD","200","OK","583","application/pdf","","https://ii.uni.wroc.pl/~kosciels/algebra/pliki/alg2-03.pdf","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://incubator.wikimedia.org/wiki/Wp/isv/Algebra","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","297","text/html; charset=UTF-8","","https://incubator.wikimedia.org/wiki/Wp/isv/Algebra","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://incubator.wikimedia.org/wiki/Wp/isv/Algebra?action=raw","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","164","text/x-wiki; charset=UTF-8","","https://incubator.wikimedia.org/wiki/Wp/isv/Algebra?action=raw","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://interslavic-dictionary.com/about","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","274","text/html; charset=utf-8","","https://interslavic-dictionary.com/about","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://isv.wikipedia.org/w/api.php?action=query&prop=info%7Crevisions&titles=Algebra&rvprop=ids%7Ctimestamp%7Cuser%7Ccomment%7Ccontentmodel%7Csha1&rvlimit=1&format=json&formatversion=2","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","509","application/json; charset=utf-8","","https://isv.wikipedia.org/w/api.php?action=query&prop=info%7Crevisions&titles=Algebra&rvprop=ids%7Ctimestamp%7Cuser%7Ccomment%7Ccontentmodel%7Csha1&rvlimit=1&format=json&formatversion=2","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://isv.wikipedia.org/w/api.php?action=query&prop=info%7Crevisions&titles=Matematika&rvprop=ids%7Ctimestamp%7Cuser%7Ccomment%7Ccontentmodel%7Csha1&rvlimit=1&format=json&formatversion=2","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","170","application/json; charset=utf-8","","https://isv.wikipedia.org/w/api.php?action=query&prop=info%7Crevisions&titles=Matematika&rvprop=ids%7Ctimestamp%7Cuser%7Ccomment%7Ccontentmodel%7Csha1&rvlimit=1&format=json&formatversion=2","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://isv.wikipedia.org/w/index.php?title=Algebra&action=raw","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","191","text/x-wiki; charset=UTF-8","","https://isv.wikipedia.org/w/index.php?title=Algebra&action=raw","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://isv.wikipedia.org/w/index.php?title=Algebra&oldid=3553","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","54","text/html; charset=UTF-8","","https://isv.wikipedia.org/w/index.php?title=Algebra&oldid=3553","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
"https://isv.wikipedia.org/w/index.php?title=Glavna_stranica&action=raw","Interslavic/Panslavic","blocked_interslavic_direct_math_publication","interslavic_wikimedia_steen_slovnik_and_arxiv_publication_route_candidates","source_package_lexicon_witness_publication_blocked","live_reachable_headers_only","HEAD","200","OK","207","text/x-wiki; charset=UTF-8","","https://isv.wikipedia.org/w/index.php?title=Glavna_stranica&action=raw","","","headers-only reachability snapshot; no content authority, license clearance, review, or translation approval inferred"
