openintro_numeracy_frontier_package_row_id,package_order,role,artifact,current_use_without_source_prose,frontier_status,source_text_included,evidence_values_recorded,mappings_recorded,translations_recorded,readiness_claim
OI-NUM-FRONTIER-PKG-159,159,open_translation_openintro_numeracy_metadata_inventory_scan_start,OPEN_TRANSLATION_OPENINTRO_NUMERACY_METADATA_INVENTORY_SCAN_START_20260703T100000Z,"22 OpenIntro numeracy metadata rows; 5 packet slot rows; 4 blank metadata-review rows; 0 source text, 0 excerpts, 0 tables/figures/datasets copied, 0 translations, 0 forms, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-160,160,open_translation_openintro_numeracy_source_coordinate_policy_sheet,OPEN_TRANSLATION_OPENINTRO_NUMERACY_SOURCE_COORDINATE_POLICY_SHEET_20260703T101500Z,"33 OpenIntro numeracy source-coordinate policy rows; 7 candidate-after-review rows; 330 blank policy-review cells; 0 source text, 0 excerpts, 0 tables/figures/datasets copied, 0 translations, 0 forms, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-161,161,open_translation_openintro_numeracy_policy_review_return_ledger_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_POLICY_REVIEW_RETURN_LEDGER_TEMPLATE_20260703T103000Z,"33 blank OpenIntro numeracy policy-review return rows; 429 blank return-field cells; 0 returns, 0 scans authorized, 0 source text, 0 excerpts, 0 tables/figures/datasets copied, 0 translations, 0 forms, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-162,162,open_translation_openintro_numeracy_attribution_sharealike_decision_ledger_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_ATTRIBUTION_SHAREALIKE_DECISION_LEDGER_TEMPLATE_20260703T104500Z,"33 blank OpenIntro numeracy attribution/share-alike decision rows; 396 blank decision-field cells; 0 decisions, 0 notices, 0 source text, 0 excerpts, 0 translations, 0 forms, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-163,163,open_translation_openintro_numeracy_packet_scope_review_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_PACKET_SCOPE_REVIEW_TEMPLATE_20260703T110000Z,"5 blank packet-scope review rows; 25 blank packet-lane alignment rows; 320 blank review cells; 0 packet approvals, 0 local routes, 0 source text, 0 excerpts, 0 translations, 0 forms, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-164,164,open_translation_openintro_numeracy_local_language_source_alignment_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_LOCAL_LANGUAGE_SOURCE_ALIGNMENT_TEMPLATE_20260703T111500Z,"25 blank local-language source alignment rows; 350 blank local-alignment cells; 0 local routes accepted, 0 local sources accepted, 0 source text, 0 excerpts, 0 translations, 0 forms, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-165,165,open_translation_openintro_numeracy_local_source_route_candidate_shelf_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_LOCAL_SOURCE_ROUTE_CANDIDATE_SHELF_TEMPLATE_20260703T113000Z,"125 blank local source-route candidate rows; 1625 blank candidate-field cells; 0 actual routes, 0 URLs, 0 owners, 0 contacts, 0 source text, 0 translations, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-166,166,open_translation_openintro_numeracy_local_source_route_candidate_return_ledger_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_LOCAL_SOURCE_ROUTE_CANDIDATE_RETURN_LEDGER_TEMPLATE_20260703T114500Z,"125 blank local source-route candidate return rows; 1750 blank return-field cells; 0 returns, 0 actual routes, 0 URLs, 0 owners, 0 contacts, 0 source text, 0 translations, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-167,167,open_translation_openintro_numeracy_local_source_route_evidence_criteria_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_LOCAL_SOURCE_ROUTE_EVIDENCE_CRITERIA_TEMPLATE_20260703T120000Z,"750 blank local source-route evidence criteria rows; 6750 blank criteria cells; 0 evidence, 0 returns, 0 actual routes, 0 owners, 0 source text, 0 translations, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-168,168,open_translation_openintro_numeracy_local_source_route_evidence_criteria_review_return_ledger_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_LOCAL_SOURCE_ROUTE_EVIDENCE_CRITERIA_REVIEW_RETURN_LEDGER_TEMPLATE_20260703T121500Z,"750 blank evidence-criteria review return rows; 8250 blank review-return cells; 0 review returns, 0 evidence, 0 actual routes, 0 source text, 0 translations, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-169,169,open_translation_openintro_numeracy_review_return_intake_precondition_checklist_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_REVIEW_RETURN_INTAKE_PRECONDITION_CHECKLIST_TEMPLATE_20260703T123000Z,"6000 blank review-return intake precondition checklist rows; 60000 blank checklist cells; 0 checks, 0 review returns, 0 evidence, 0 actual routes, 0 source text, 0 translations, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-170,170,open_translation_openintro_numeracy_review_return_intake_normalization_taxonomy_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_REVIEW_RETURN_INTAKE_NORMALIZATION_TAXONOMY_TEMPLATE_20260703T124500Z,"56 blank intake normalization taxonomy rows; 392 blank normalization cells; 0 mappings, 0 review returns, 0 evidence, 0 actual routes, 0 source text, 0 translations, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-171,171,open_translation_openintro_numeracy_review_return_intake_normalization_taxonomy_review_return_ledger_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_REVIEW_RETURN_INTAKE_NORMALIZATION_TAXONOMY_REVIEW_RETURN_LEDGER_TEMPLATE_20260703T130000Z,"56 blank normalization taxonomy review-return rows; 560 blank return cells; 0 returns, 0 mappings, 0 evidence, 0 actual routes, 0 source text, 0 translations, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-172,172,open_translation_openintro_numeracy_normalization_mapping_precondition_checklist_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_NORMALIZATION_MAPPING_PRECONDITION_CHECKLIST_TEMPLATE_20260703T131500Z,"392 blank normalization mapping precondition checklist rows; 3528 blank checklist cells; 0 checks, 0 mapping authorizations, 0 mappings, 0 evidence, 0 actual routes, 0 source text, 0 translations, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-173,173,open_translation_openintro_numeracy_normalization_mapping_precondition_return_ledger_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_NORMALIZATION_MAPPING_PRECONDITION_RETURN_LEDGER_TEMPLATE_20260703T133000Z,"392 blank normalization mapping precondition return rows; 3920 blank return cells; 0 returns, 0 checks, 0 mappings, 0 evidence, 0 actual routes, 0 source text, 0 translations, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-174,174,open_translation_openintro_numeracy_normalization_mapping_decision_ledger_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_NORMALIZATION_MAPPING_DECISION_LEDGER_TEMPLATE_20260703T134500Z,"392 blank normalization mapping decision rows; 3920 blank decision cells; 0 decisions, 0 authorizations, 0 mappings, 0 evidence, 0 source text, 0 translations, 0 readiness",upstream_control_package,false,0,0,0,false
OI-NUM-FRONTIER-PKG-175,175,open_translation_openintro_numeracy_normalization_mapping_decision_review_return_ledger_template,OPEN_TRANSLATION_OPENINTRO_NUMERACY_NORMALIZATION_MAPPING_DECISION_REVIEW_RETURN_LEDGER_TEMPLATE_20260703T140000Z,"392 blank normalization mapping decision review-return rows; 3528 blank return cells; 0 returns, 0 decisions, 0 mappings, 0 evidence, 0 source text, 0 translations, 0 readiness",current_frontier_parent,false,0,0,0,false
