section,policy_row_id,source_group,policy_class,metadata_rows,metadata_bytes,candidate_after_review,license_gate,attribution_gate,file_policy_gate,source_text_capture_allowed_now,policy_review_completed
route_class_policy_rows,OI-SCP-ROUTE-CLASS-001,license_share_alike_support_route,license_share_alike_support_gate,3,104082,false,true,true,false,false,false
route_class_policy_rows,OI-SCP-ROUTE-CLASS-002,repository_readme_support_route,repository_metadata_support_only,2,2668,false,true,true,false,false,false
route_class_policy_rows,OI-SCP-ROUTE-CLASS-003,openintro_book_page_route,rendered_exact_edition_candidate_after_policy_return,1,45663,true,true,true,true,false,false
route_class_policy_rows,OI-SCP-ROUTE-CLASS-004,pdf_route_evidence_only,pdf_route_evidence_hold,1,162570,false,true,true,true,false,false
route_class_policy_rows,OI-SCP-ROUTE-CLASS-005,pinned_quarto_config_support_route,repository_metadata_support_only,1,2910,false,true,true,false,false,false
route_class_policy_rows,OI-SCP-ROUTE-CLASS-006,pinned_quarto_index_source_route,pinned_quarto_source_candidate_after_policy_return,1,2672,true,true,true,true,false,false
route_class_policy_rows,OI-SCP-ROUTE-CLASS-007,rendered_web_exact_edition_route,rendered_exact_edition_candidate_after_policy_return,1,45408,true,true,true,true,false,false
route_class_policy_rows,OI-SCP-ROUTE-CLASS-008,statistics_book_family_route,public_family_route_support_only,1,37300,false,true,true,false,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-001,human_readable_CC_BY_SA_3_0_license_route,license_attribution_route_support_gate,1,35645,false,true,true,false,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-002,legalcode_cache_for_attribution_share_alike_planning,license_attribution_route_support_gate,1,54307,false,true,true,false,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-003,OpenIntro_IMS_book_route_and_resource_links,rendered_exact_route_candidate_after_policy_return,1,45663,true,true,true,true,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-004,OpenIntro_license_route_for_CC_BY_SA_3_0_and_attribution_guidance,license_attribution_route_support_gate,1,14130,false,true,true,false,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-005,PDF_route_evidence_only_no_PDF_file_captured,pdf_route_evidence_hold,1,162570,false,true,true,true,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-006,pinned_Quarto_index_source_for_title_authors_license_route_and_source_links,pinned_quarto_exact_route_candidate_after_policy_return,1,2672,true,true,true,true,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-007,pinned_Quarto_metadata_for_title_author_metadata_and_repository_URL,exact_route_support_metadata_only,1,2910,false,true,true,false,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-008,pinned_README_route_at_captured_HEAD,exact_route_support_metadata_only,1,1334,false,true,true,false,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-009,rendered_IMS2_web_edition_home_version_date_author_license_route,rendered_exact_route_candidate_after_policy_return,1,45408,true,true,true,true,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-010,statistics_book_family_comparison_route,exact_route_support_metadata_only,1,37300,false,true,true,false,false,false
exact_route_use_policy_rows,OI-SCP-EXACT-USE-011,unpinned_main_README_cache_retained_as_route_evidence,exact_route_support_metadata_only,1,1334,false,true,true,false,false,false
extension_policy_rows,OI-SCP-EXT-001,.html,mixed_html_route_policy_hold,7,395023,false,true,true,true,false,false
extension_policy_rows,OI-SCP-EXT-002,.md,repository_support_extension_only,2,2668,false,true,true,false,false,false
extension_policy_rows,OI-SCP-EXT-003,.qmd,quarto_markup_extension_candidate_after_policy_return,1,2672,true,true,true,true,false,false
extension_policy_rows,OI-SCP-EXT-004,.yml,repository_support_extension_only,1,2910,false,true,true,false,false,false
packet_slot_policy_rows,OI-SCP-PACKET-001,percent_rate_proportion,numeracy_packet_scope_support_gate,1,0,false,true,true,false,false,false
packet_slot_policy_rows,OI-SCP-PACKET-002,tables_and_graphs,numeracy_packet_scope_table_figure_gate,1,0,false,true,true,true,false,false
packet_slot_policy_rows,OI-SCP-PACKET-003,average_spread_comparison,numeracy_packet_scope_support_gate,1,0,false,true,true,false,false,false
packet_slot_policy_rows,OI-SCP-PACKET-004,probability_risk_uncertainty,numeracy_packet_scope_support_gate,1,0,false,true,true,false,false,false
packet_slot_policy_rows,OI-SCP-PACKET-005,data_source_note,numeracy_packet_scope_support_gate,1,0,false,true,true,false,false,false
lane_fit_policy_rows,OI-SCP-LANE-001,Creole_contact_UC05,world_family_lane_fit_support_only,1,0,false,true,true,false,false,false
lane_fit_policy_rows,OI-SCP-LANE-002,West_African_UC10,world_family_lane_fit_support_only,1,0,false,true,true,false,false,false
lane_fit_policy_rows,OI-SCP-LANE-003,Horn_Cushitic_Ethiopian_UC11,world_family_lane_fit_support_only,1,0,false,true,true,false,false,false
lane_fit_policy_rows,OI-SCP-LANE-004,Pacific_UC08,world_family_lane_fit_support_only,1,0,false,true,true,false,false,false
lane_fit_policy_rows,OI-SCP-LANE-005,Signed_language_UC04,world_family_lane_fit_support_only,1,0,false,true,true,false,false,false
