visual_id,original_filename,bytes,sha256,disposition,reason
SGA7I-POSTCUT-VIS-00012,z360_cas.png,3565,09111EC219B866B4562211282F7AAA5615E826EB27D409C0EB025F05A0023E77,deduplicated_exact_pixel_already_public,represented_in_10h3_lead_opened_source_crop_archive
SGA7I-POSTCUT-VIS-00033,plain_536.png,1722952,1FAF7EE3DBDE93B1657F28EB0845C722796BB43344DC8807414FA1B13F23A6D3,catalogued_not_repacked,redundant_whole_page_or_stretch_variant_of_parent_scan
SGA7I-POSTCUT-VIS-00045,plain_535.png,49766,2A8DB1EBD0D788DA1D9F734DE4EBA3B8E7BEA4A07D81C1A226D876991820E707,catalogued_not_repacked,redundant_whole_page_or_stretch_variant_of_parent_scan
SGA7I-POSTCUT-VIS-00103,z360c_cas.png,35283,5F0EAEEC8DC50EA804D078D7E06E6B9377C9030A434D41C1C3950DFF236BBB76,deduplicated_exact_pixel_already_public,represented_in_10h3_lead_opened_source_crop_archive
SGA7I-POSTCUT-VIS-00117,raw_536_1_3772.png,2353734,6AD57149D14F1544A8500D5A11965B645DBC40CF4DF9884C2ABAA411A3D78ECC,catalogued_not_repacked,redundant_whole_page_or_stretch_variant_of_parent_scan
SGA7I-POSTCUT-VIS-00124,z360b_cas.png,11933,6EA9BA4CBBA0B7E4F3D3CEEB2CB215D05D9CCD626AC59BF3B4A87D88109A9893,deduplicated_exact_pixel_already_public,represented_in_10h3_lead_opened_source_crop_archive
SGA7I-POSTCUT-VIS-00165,z52c_ii.png,35345,9355F4E1E14011568E93D7770F97543615BF66684DDD9A913B943D21E068EF0A,deduplicated_exact_pixel_already_public,represented_in_10h3_lead_opened_source_crop_archive
SGA7I-POSTCUT-VIS-00173,z52b_seq.png,47015,A04D1B46C0F0FB6F59911B0B66A66E225F92A93BC939D714396C5BF6CB98131D,deduplicated_exact_pixel_already_public,represented_in_10h3_lead_opened_source_crop_archive
SGA7I-POSTCUT-VIS-00175,stretch_535.png,59492,A246B740BAFD0FE2F5B4A579C8528F396AFAE2BC3ADAA54D46CCF838A1007F64,catalogued_not_repacked,redundant_whole_page_or_stretch_variant_of_parent_scan
SGA7I-POSTCUT-VIS-00190,z52_seq.png,27466,B0A5BACDC0DCA11305860A3F495351F7094C68F7285C63CFBCCBAEFC210EE81E,deduplicated_exact_pixel_already_public,represented_in_10h3_lead_opened_source_crop_archive
SGA7I-POSTCUT-VIS-00205,z52b_alpha.png,25490,BF25D85EA47A537807CFE1B6D5A91BDC939AD4F58ED015EABCEFC2D94098A4B1,deduplicated_exact_pixel_already_public,represented_in_10h3_lead_opened_source_crop_archive
SGA7I-POSTCUT-VIS-00223,z52d_ii.png,29552,D053AFDFE75F77B8919F060B6E0CF50664D00F39693C10ECA20103623D001BF7,deduplicated_exact_pixel_already_public,represented_in_10h3_lead_opened_source_crop_archive
SGA7I-POSTCUT-VIS-00232,z52c_alpha.png,25585,D5C7DBBB6DD5422FE6889A456FFEA5B0DEF56226DA7D56703107639582A41F1B,deduplicated_exact_pixel_already_public,represented_in_10h3_lead_opened_source_crop_archive
SGA7I-POSTCUT-VIS-00241,plain_300.png,356454,DFC1FC568663858026FBA30BA26088C98EDD4851CD98EEF3F1245151F7F0CF90,catalogued_not_repacked,redundant_whole_page_or_stretch_variant_of_parent_scan
