relative_path,bytes,sha256,release_role
DEDUPLICATION_AND_SELECTION.csv,2814,3012D63EA1CA23085A3F3028170D8B411CB24445125474F52F50E4176D4B3E05,routing_ledger
images/SGA7I-POSTCUT-VIS-00001_c3_486_L9.png,13231,0055D94FA45FA0202F4F7F4E8E781DCFF5F21F2C8416147185BF405F8C0DA68D,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00002_c2_486_thm_l4.png,11721,00DB4D5284CC6F95A9A2FABB587A8A6EF50641ECCA5F9C38FEEAFBA24A516242,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00003_e_538_v283b.png,163152,01BCF1B54EC086A154B11D6C24FFA72382C4565C86346A6A1EC7FFD74BACC85E,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00004_z52b_ii.png,32652,032000F65D893002413AAB9BA625C877D552974EB87449BE14390664DD6FF7BC,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00005_c539_smudge.png,53329,0355DD7413F77470F5C1FDDF82113D3FC03ED1E1366AF1C03173A21761C6E3E9,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00006_c403_m_below.png,52081,03A4868BDB526CAD89E4DE0947D646C2261871271FF91E44954CACD4FE188B5E,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00007_crop_378_c_lem2.png,71535,05C150C66815A6A1894FEFBBDF6D71E2357247815EF83FF0926420380B2B4E9E,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00008_pc203_p5_l337_4.png,75889,066F9818A89525CE05E7986035ED9FE2A6179D0151EC3DFF984ED0750AA0E05D,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00009_c403_d_mid.png,37617,06DEEF6D8645474621F0F60FA70C915B455D77080422F5A3A7778E0C4B26872B,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00010_c_538_R_top.png,971642,087A7F9C3634C4A7CB9F4AEC55CC36DCA5C687E44208F4D55BD2B672E9F06F1B,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00011_d500_l9.png,8560,08F4E500B50F353318A4DBC929BF41841E8EB70FB0E61B0FDE1BBE1C58873DB6,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00013_e500_z_Os.png,8364,0A0F27A4A1FDF4EE6DE1EE877BF019AE68DA75119043CF06E2B7C62C77492EDE,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00014_z52_ii.png,43060,0CA70E92AF53287CBCD2A9D65DAF7F20A3A97A8F6B995FF570515642963A06E2,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00015_qc203_q3_line5_arrow.png,122238,0D80D585B7187547BD487F80F56D9D0682FEFD3B26BC4BEB96659A7AD329A85A,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00016_d500_l8.png,10122,0DF6F20871B0518529981A3CF08E07B58CECE8D35B6281CD01291E74FFCF42A3,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00017_crop_379_m_x2.png,14267,0E0147CCC0183B1BC5A0C618D25311E25B445C5185474839BA6954EB31CFB158,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00018_c500_f_eq3.png,19779,0EA9179AAAFF3F45005E3E35B52C3F6D4C52637259A38C69C11D1E3FCF99D31C,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00019_c_538_L_mid1.png,1232016,0F08F19D8B2B022C286D24948A498B7B9582EDA77E15E2B1AA96F8EFA4B2665B,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00020_z52_phi.png,24907,108FFC917AE2427617DC16BD0090DC9E2F2D1B78F414FBC0201C0418B6A028CE,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00021_d500_foot.png,11866,10A76581CA890B8FE7BF038858A85FCF230F9B075EE01412EBC4196939532F59,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00022_c504_b3.png,54513,112907935E69F78ECA9725F5085AB9DD8BDB87F7F12B288CCA232DA27BBFFBD3,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00023_rc203_r18_head.png,17514,11856E32C8F2F5C28FA7A0B88E04EA56634C47D4FDCC5B162EE3DE4D7A50FA54,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00024_c2_486_cecipose.png,11047,11EDCD3F3061BC2FF83396F8B2961CA020C933D8D6F2124811BFB57776401A2B,actual_source_crop_pixel
images/SGA7I-POSTCUT-VIS-00025_qc203_q10_343.png,68196,122AEA26D565EE4899BCC1F69B6971EAFEF372B6E1EB7EB840EC4962BE6CE28B,actual_source_crop_pixel
