"language","source_id","source_title","source_kind","source_use_label","package_relative_path","absolute_path","file_exists","manifest_body_bytes","actual_bytes","byte_status","manifest_body_sha256","actual_sha256","hash_status","source_url","original_path_or_url","license_or_access_signal","topic_tags","body_audit_status","nonclaim_boundary"
"French","0911.2903v2","Algebres amassees et applications","local unpacked TeX body from arXiv/source package","native-source-body","bodies/french/arxiv_0911_2903v2/0911.2903v2_Exp.1014.B.Keller.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex","yes","94933","94933","byte_match_or_no_manifest_bytes","73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF","73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF","hash_match_or_no_manifest_hash","https://arxiv.org/e-print/0911.2903v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\unpacked_source_packages\french\0911.2903v2\raw\0911.2903_unpacked\Exp.1014.B.Keller.tex","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/0911.2903; arXiv API license field blank; no license-clearance claim","algebra; module; representation; tensor-product register","body-present-verified","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"French","1508.04495v1","Extensions des modules de dimension finie pour les algebres de courants tordues","local unpacked TeX body from arXiv/source package","native-source-body","bodies/french/arxiv_1508_04495v1/1508.04495v1_abstract.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_abstract.tex","yes","973","973","byte_match_or_no_manifest_bytes","B6FCC6A08703DB10576D80FA867961E0E8B32EE228E0D71B2E86E160D51EB508","B6FCC6A08703DB10576D80FA867961E0E8B32EE228E0D71B2E86E160D51EB508","hash_match_or_no_manifest_hash","https://arxiv.org/e-print/1508.04495v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\unpacked_source_packages\french\1508.04495v1\raw\1508_unpacked\abstract.tex","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","modules; representations; automorphism; semisimple; produit tensoriel","body-present-verified","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"French","1508.04495v1","Extensions des modules de dimension finie pour les algebres de courants tordues","local unpacked TeX body from arXiv/source package","native-source-body","bodies/french/arxiv_1508_04495v1/1508.04495v1_annexeA.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeA.tex","yes","14382","14382","byte_match_or_no_manifest_bytes","B70390149B359B112C82429C48B0D3EB10271DEE9FAD0B7E19FF8CDFDA4CC88B","B70390149B359B112C82429C48B0D3EB10271DEE9FAD0B7E19FF8CDFDA4CC88B","hash_match_or_no_manifest_hash","https://arxiv.org/e-print/1508.04495v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\unpacked_source_packages\french\1508.04495v1\raw\1508_unpacked\annexeA.tex","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","modules; representations; automorphism; semisimple; produit tensoriel","body-present-verified","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"French","1508.04495v1","Extensions des modules de dimension finie pour les algebres de courants tordues","local unpacked TeX body from arXiv/source package","native-source-body","bodies/french/arxiv_1508_04495v1/1508.04495v1_annexeB.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeB.tex","yes","7178","7178","byte_match_or_no_manifest_bytes","A87A204A8010BA13CD8AD6BCB9593B3D7E470108667EDE2EE590D1E5C36BF687","A87A204A8010BA13CD8AD6BCB9593B3D7E470108667EDE2EE590D1E5C36BF687","hash_match_or_no_manifest_hash","https://arxiv.org/e-print/1508.04495v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\unpacked_source_packages\french\1508.04495v1\raw\1508_unpacked\annexeB.tex","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","modules; representations; automorphism; semisimple; produit tensoriel","body-present-verified","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"French","1508.04495v1","Extensions des modules de dimension finie pour les algebres de courants tordues","local unpacked TeX body from arXiv/source package","native-source-body","bodies/french/arxiv_1508_04495v1/1508.04495v1_avantpropos.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_avantpropos.tex","yes","2833","2833","byte_match_or_no_manifest_bytes","6C3ED9DDF1B010B6D4DBDDEEA7812DD17F30EF144BD9F50888962F793E41761C","6C3ED9DDF1B010B6D4DBDDEEA7812DD17F30EF144BD9F50888962F793E41761C","hash_match_or_no_manifest_hash","https://arxiv.org/e-print/1508.04495v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\unpacked_source_packages\french\1508.04495v1\raw\1508_unpacked\avantpropos.tex","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","modules; representations; automorphism; semisimple; produit tensoriel","body-present-verified","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"French","1508.04495v1","Extensions des modules de dimension finie pour les algebres de courants tordues","local unpacked TeX body from arXiv/source package","native-source-body","bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre1.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre1.tex","yes","28956","28956","byte_match_or_no_manifest_bytes","34AB8D749F6B9198FCD63A0E3B44ACF27BA3DA37FC6C60188B371BF39F41488E","34AB8D749F6B9198FCD63A0E3B44ACF27BA3DA37FC6C60188B371BF39F41488E","hash_match_or_no_manifest_hash","https://arxiv.org/e-print/1508.04495v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\unpacked_source_packages\french\1508.04495v1\raw\1508_unpacked\chapitre1.tex","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","modules; representations; automorphism; semisimple; produit tensoriel","body-present-verified","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"French","1508.04495v1","Extensions des modules de dimension finie pour les algebres de courants tordues","local unpacked TeX body from arXiv/source package","native-source-body","bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre2.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre2.tex","yes","183245","183245","byte_match_or_no_manifest_bytes","F94DCBA4304BABE70B5AD846902B1FBC8927025CF7E74E91C774AD62157F67AD","F94DCBA4304BABE70B5AD846902B1FBC8927025CF7E74E91C774AD62157F67AD","hash_match_or_no_manifest_hash","https://arxiv.org/e-print/1508.04495v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\unpacked_source_packages\french\1508.04495v1\raw\1508_unpacked\chapitre2.tex","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","modules; representations; automorphism; semisimple; produit tensoriel","body-present-verified","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"French","1508.04495v1","Extensions des modules de dimension finie pour les algebres de courants tordues","local unpacked TeX body from arXiv/source package","native-source-body","bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre3.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre3.tex","yes","39162","39162","byte_match_or_no_manifest_bytes","1F95C04BE1959DDAEC3AF3566D9F39D38B815C88FCFBA1BDCA0BBCDE5D88D63E","1F95C04BE1959DDAEC3AF3566D9F39D38B815C88FCFBA1BDCA0BBCDE5D88D63E","hash_match_or_no_manifest_hash","https://arxiv.org/e-print/1508.04495v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\unpacked_source_packages\french\1508.04495v1\raw\1508_unpacked\chapitre3.tex","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","modules; representations; automorphism; semisimple; produit tensoriel","body-present-verified","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"French","1508.04495v1","Extensions des modules de dimension finie pour les algebres de courants tordues","local unpacked TeX body from arXiv/source package","native-source-body","bodies/french/arxiv_1508_04495v1/1508.04495v1_conclusion.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_conclusion.tex","yes","3551","3551","byte_match_or_no_manifest_bytes","774E5101CFE5E90CD73DB673432D48AE65CCA930C6DB51F6B344FCA062452637","774E5101CFE5E90CD73DB673432D48AE65CCA930C6DB51F6B344FCA062452637","hash_match_or_no_manifest_hash","https://arxiv.org/e-print/1508.04495v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\unpacked_source_packages\french\1508.04495v1\raw\1508_unpacked\conclusion.tex","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","modules; representations; automorphism; semisimple; produit tensoriel","body-present-verified","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"French","1508.04495v1","Extensions des modules de dimension finie pour les algebres de courants tordues","local unpacked TeX body from arXiv/source package","native-source-body","bodies/french/arxiv_1508_04495v1/1508.04495v1_Ext_ACT.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_Ext_ACT.tex","yes","8401","8401","byte_match_or_no_manifest_bytes","6A81F06B41B52BE13440ECAFB85096390C8FA20B8C0BEAD0E1677B52465C852E","6A81F06B41B52BE13440ECAFB85096390C8FA20B8C0BEAD0E1677B52465C852E","hash_match_or_no_manifest_hash","https://arxiv.org/e-print/1508.04495v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\unpacked_source_packages\french\1508.04495v1\raw\1508_unpacked\Ext_ACT.tex","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","modules; representations; automorphism; semisimple; produit tensoriel","body-present-verified","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
