"transfer_group","language","source_family_or_repo","original_workspace_relative_path","original_absolute_path","package_relative_path","original_bytes","package_bytes","original_sha256","package_sha256","hash_status","source_use_label","license_or_access_signal","handoff_action","nonclaim_boundary"
"verified_romance_body_manifest","French","0911.2903v2","language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_0911_2903v2/0911.2903v2_Exp.1014.B.Keller.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex","body_files/verified_romance_body_manifest/bodies/french/arxiv_0911_2903v2/0911.2903v2_Exp.1014.B.Keller.tex","94933","94933","73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF","73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF","copied_hash_match","native-source-body","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/0911.2903; arXiv API license field blank; no license-clearance claim","B3 may package with source-use label preserved; generated-draft rows remain generated-draft.","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"verified_romance_body_manifest","French","1508.04495v1","language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_abstract.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_abstract.tex","body_files/verified_romance_body_manifest/bodies/french/arxiv_1508_04495v1/1508.04495v1_abstract.tex","973","973","B6FCC6A08703DB10576D80FA867961E0E8B32EE228E0D71B2E86E160D51EB508","B6FCC6A08703DB10576D80FA867961E0E8B32EE228E0D71B2E86E160D51EB508","copied_hash_match","native-source-body","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","B3 may package with source-use label preserved; generated-draft rows remain generated-draft.","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"verified_romance_body_manifest","French","1508.04495v1","language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_annexeA.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeA.tex","body_files/verified_romance_body_manifest/bodies/french/arxiv_1508_04495v1/1508.04495v1_annexeA.tex","14382","14382","B70390149B359B112C82429C48B0D3EB10271DEE9FAD0B7E19FF8CDFDA4CC88B","B70390149B359B112C82429C48B0D3EB10271DEE9FAD0B7E19FF8CDFDA4CC88B","copied_hash_match","native-source-body","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","B3 may package with source-use label preserved; generated-draft rows remain generated-draft.","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"verified_romance_body_manifest","French","1508.04495v1","language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_annexeB.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_annexeB.tex","body_files/verified_romance_body_manifest/bodies/french/arxiv_1508_04495v1/1508.04495v1_annexeB.tex","7178","7178","A87A204A8010BA13CD8AD6BCB9593B3D7E470108667EDE2EE590D1E5C36BF687","A87A204A8010BA13CD8AD6BCB9593B3D7E470108667EDE2EE590D1E5C36BF687","copied_hash_match","native-source-body","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","B3 may package with source-use label preserved; generated-draft rows remain generated-draft.","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"verified_romance_body_manifest","French","1508.04495v1","language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_avantpropos.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_avantpropos.tex","body_files/verified_romance_body_manifest/bodies/french/arxiv_1508_04495v1/1508.04495v1_avantpropos.tex","2833","2833","6C3ED9DDF1B010B6D4DBDDEEA7812DD17F30EF144BD9F50888962F793E41761C","6C3ED9DDF1B010B6D4DBDDEEA7812DD17F30EF144BD9F50888962F793E41761C","copied_hash_match","native-source-body","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","B3 may package with source-use label preserved; generated-draft rows remain generated-draft.","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"verified_romance_body_manifest","French","1508.04495v1","language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre1.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre1.tex","body_files/verified_romance_body_manifest/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre1.tex","28956","28956","34AB8D749F6B9198FCD63A0E3B44ACF27BA3DA37FC6C60188B371BF39F41488E","34AB8D749F6B9198FCD63A0E3B44ACF27BA3DA37FC6C60188B371BF39F41488E","copied_hash_match","native-source-body","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","B3 may package with source-use label preserved; generated-draft rows remain generated-draft.","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"verified_romance_body_manifest","French","1508.04495v1","language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre2.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre2.tex","body_files/verified_romance_body_manifest/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre2.tex","183245","183245","F94DCBA4304BABE70B5AD846902B1FBC8927025CF7E74E91C774AD62157F67AD","F94DCBA4304BABE70B5AD846902B1FBC8927025CF7E74E91C774AD62157F67AD","copied_hash_match","native-source-body","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","B3 may package with source-use label preserved; generated-draft rows remain generated-draft.","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"verified_romance_body_manifest","French","1508.04495v1","language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre3.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre3.tex","body_files/verified_romance_body_manifest/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre3.tex","39162","39162","1F95C04BE1959DDAEC3AF3566D9F39D38B815C88FCFBA1BDCA0BBCDE5D88D63E","1F95C04BE1959DDAEC3AF3566D9F39D38B815C88FCFBA1BDCA0BBCDE5D88D63E","copied_hash_match","native-source-body","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","B3 may package with source-use label preserved; generated-draft rows remain generated-draft.","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"verified_romance_body_manifest","French","1508.04495v1","language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_conclusion.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_conclusion.tex","body_files/verified_romance_body_manifest/bodies/french/arxiv_1508_04495v1/1508.04495v1_conclusion.tex","3551","3551","774E5101CFE5E90CD73DB673432D48AE65CCA930C6DB51F6B344FCA062452637","774E5101CFE5E90CD73DB673432D48AE65CCA930C6DB51F6B344FCA062452637","copied_hash_match","native-source-body","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","B3 may package with source-use label preserved; generated-draft rows remain generated-draft.","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
"verified_romance_body_manifest","French","1508.04495v1","language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_Ext_ACT.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\language-source-bodies\romance-germanic-baselines\bodies\french\arxiv_1508_04495v1\1508.04495v1_Ext_ACT.tex","body_files/verified_romance_body_manifest/bodies/french/arxiv_1508_04495v1/1508.04495v1_Ext_ACT.tex","8401","8401","6A81F06B41B52BE13440ECAFB85096390C8FA20B8C0BEAD0E1677B52465C852E","6A81F06B41B52BE13440ECAFB85096390C8FA20B8C0BEAD0E1677B52465C852E","copied_hash_match","native-source-body","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/1508.04495; arXiv API license field blank; no license-clearance claim","B3 may package with source-use label preserved; generated-draft rows remain generated-draft.","style/terminology witness only; literal source-body transfer package; no native-review, accepted-terminology, license-clearance, gate-promotion, or translation-completion claim"
