row_id,lane,target_language_or_access_target,source_title,source_author_or_owner,topic_tags,evidence_tier,source_type,source_url,local_path,license_or_access_signal,sha256_or_other_hash,byte_count_or_status,source_language,is_target_language_witness,is_source_level_tex_or_archive,is_pdf_docx_or_text_fallback,upload_policy,gap_or_blocker_note,source_package_status,non_claim_boundary,provenance_note,next_action
R7MIP001,Malay-Indonesian,Indonesian,neliti_weyl_algebra_noether_prime_ring,Neliti / Teduh Wulandari,ring;Noether;prime;ideal;polynomial;proof,C_HTML_REMOTE_HASHED_PDF_ROUTE_WRAPPER,remote route returned HTML wrapper,https://media.neliti.com/media/publications/246767-aljabar-weyl-contoh-gelanggang-noether-d-a0525230.pdf,remote_hash_only_no_local_payload,Neliti public route returned HTML wrapper in current probe; no license clearance claimed,803B500474D24E55F45E7EA0C1555386C42CF547B87480E9567473ADE8885FB0,72320,Indonesian page wrapper,true_publication_route_not_source_package,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Current route is hashable but returned text/html rather than the prior local PDF body; exact source TeX/archive still absent.,no_matching_tex_or_source_archive_found,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Route title confirms Aljabar Weyl and Gelanggang Noether page context but not source package availability.,Keep local prior PDF hash as fallback and retry official/Neliti PDF route later.
R7MIP002,Malay-Indonesian,Indonesian,uin_alauddin_struktur_aljabar_teori_ring,UIN Alauddin / Wahidah Alwi,ring;ideal;homomorphism;polynomial;textbook,ACCESS_BLOCKER,remote PDF route probe,https://repositori.uin-alauddin.ac.id/23785/2/Struktur%20Aljabar%20-%20Teori%20Ring.pdf,not_downloaded_access_blocked,Repository host DNS failed in current probe; no license clearance claimed,No such host is known. (repositori.uin-alauddin.ac.id:443),ERR,Indonesian title route,false_current_route_blocked,false,false,manifest_only_no_raw_source_body_payload_for_language_lane,Current DNS/host failure blocks direct remote hash refresh; prior local PDF remains the only verified anchor here.,no_matching_book_source_package_found,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Existing local hash remains in required-field table but no live source package was found.,Retry repository host and alternate UIN archive routes.
R7MIP003,Malay-Indonesian,Indonesian,um_surabaya_pid_ufd_noetherian_ring,UM Surabaya / Eka Susilowati,Noetherian;PID;UFD;ideal;ring;proof,B_PDF_REMOTE_HASHED_PUBLICATION,remote PDF article,https://journal.um-surabaya.ac.id/matematika/article/download/2319/2127/8538,remote_hash_only_no_output_payload,Journal route public PDF; prior audit records CC BY-NC 4.0 signal on article page; no license clearance claimed,9ACB315B58FFFF952A1F409CA7AE4CDC4EEE395CD665AC682F2628E541F08541,862747,Indonesian,true_publication_pdf_fallback,false,true_pdf_text_fallback_manifest_only,manifest_only_remote_hash_no_pdf_payload,Remote hash matches local required-field anchor; no TeX/source archive found.,no_matching_tex_or_source_archive_found,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Strong Indonesian PDF fallback for Noetherian ring topics but still not source-level source canon.,Continue exact title/DOI/source archive discovery.
R7MIP004,Malay-Indonesian,Indonesian,unhas_prime_maximal_ideals_polynomial_rings,UNHAS JMSK / Qharnida Khariani et al,prime_ideal;maximal_ideal;polynomial;ring;proof,B_PDF_REMOTE_HASHED_PUBLICATION,remote PDF article,https://journal.unhas.ac.id/index.php/jmsk/article/download/3431/1967/6825,remote_hash_only_no_output_payload,Journal route public PDF; prior audit records CC BY 4.0 signal on article page; no license clearance claimed,18CFDBE1D8CAD27EDA19A6DAB1E9D258EF4F7874407D3746A8CBD6BFBBDEF16A,307931,Indonesian,true_publication_pdf_fallback,false,true_pdf_text_fallback_manifest_only,manifest_only_remote_hash_no_pdf_payload,Remote hash matches local required-field anchor; adjacent ONMIPA TeX exists but no article source package found.,adjacent_ONMIPA_TeX_context_only_no_article_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Publication PDF remains a fallback witness while ONMIPA source rows remain separate contest/context evidence.,Keep article-source and ONMIPA-context claims separate.
R7MIP005,Malay-Indonesian,Indonesian,walisongo_artin_ring_ideal_homomorphism_factor_ring,Walisongo Square / Didit Satriawan and Muhammad Naoval Husni,Artin;ring;ideal;homomorphism;factor_ring;proof,B_PDF_REMOTE_HASHED_PUBLICATION,remote PDF article,https://journal.walisongo.ac.id/index.php/square/article/download/17610/5821,remote_hash_only_no_output_payload,Journal route public PDF; prior audit records CC BY-SA 4.0 and publisher copyright-assignment language; no license clearance claimed,04D26A349D7DDCEFBC4CF83F9D8B10E5A79BDFA68A023ADE6AA6CE26A05046E9,232204,Indonesian,true_publication_pdf_fallback,false,true_pdf_text_fallback_manifest_only,manifest_only_remote_hash_no_pdf_payload,Remote hash matches local required-field anchor; no TeX/source archive found.,no_matching_tex_or_source_archive_found,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Strong Indonesian PDF fallback for Artin-ring terminology but no source package located.,Continue exact title/source archive discovery.
R7MIP006,Malay-Indonesian,Indonesian,indonesia_unipasby_gelanggang_s_prima_penuh_2025,Unipasby Buana Matematika / Andi Muhammad Anwar et al,ring;ideal;prime;subring;proof,ACCESS_BLOCKER,remote PDF route probe,https://jurnal.unipasby.ac.id/buana_matematika/article/download/10284/6250,not_downloaded_access_blocked,Direct page/download route returned HTTP 403 in current probe; prior local text records CC BY-SA signal; no license clearance claimed,Response status code does not indicate success: 403 (Forbidden).,ERR,Indonesian title route,false_current_route_blocked,false,false,manifest_only_no_raw_source_body_payload_for_language_lane,Current direct access is blocked; prior local PDF hash remains verified elsewhere but no source package was found.,no_matching_tex_or_source_archive_found,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Access blocker persists for live route while local fallback remains the provenance anchor.,Retry with browser/manual route or article landing page.
R7MIP007,Malay-Indonesian,Indonesian,indonesia_unpatti_ring_prima_semiprima_2013,UNPATTI / Elvinus R Persulessy and Abdul Halim Mahmud,ring;prime;semiprime;integral_domain;proof,ACCESS_BLOCKER,remote item route probe,https://ejournal.unpatti.ac.id/ppr_iteminfo_lnk.php?id=658,not_downloaded_access_blocked,Current UNPATTI item route returned HTTP 404; no license clearance claimed,Response status code does not indicate success: 404 (Not Found).,ERR,Indonesian title route,false_current_route_blocked,false,false,manifest_only_no_raw_source_body_payload_for_language_lane,Current item route is unavailable; local PDF hash remains the fallback anchor; source package not found.,no_matching_target_article_tex_source_package_found,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,UNPATTI route needs alternate repository or journal resolver search.,Search by authors/title and Garuda metadata for current URL.
R7MIP008,Malay-Indonesian,Indonesian,indonesia_unram_semeton_noetherian_module_2025,Semeton Mathematics Journal / Ashadul Umam et al,module;Noetherian;submodule;ideal;ring,B_PDF_REMOTE_HASHED_PUBLICATION,remote PDF article,https://eigen.unram.ac.id/index.php/semeton/article/download/263/164,remote_hash_only_no_output_payload,Journal route public PDF; prior audit records CC BY-SA 4.0 signal; no license clearance claimed,5EAE5820AFA39D1BC042277ED6C271D123746492942C85F4B2832625DF949F70,1299997,Indonesian,true_publication_pdf_fallback,false,true_pdf_text_fallback_manifest_only,manifest_only_remote_hash_no_pdf_payload,Remote hash matches local required-field anchor; no TeX/source archive found.,no_matching_tex_or_source_archive_found,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Strong Indonesian PDF fallback for Noetherian module terminology but no source package located.,Continue exact DOI/title/source archive discovery.
R7MIP009,Malay-Indonesian,Malaysian Malay,malaysia_ukm_jqma_fully_right_pure_group_rings_2017,JQMA / UKM,group_ring;ring;ideal;Artinian;Malay_abstract,B_PDF_REMOTE_HASHED_PUBLICATION,remote PDF article,https://www.ukm.my/jqma/v13_1/jqma-13-1-paper3.pdf,remote_hash_only_no_output_payload,UKM/JQMA public PDF route; no license clearance claimed,7B2D75A33034C0A26115B42C028BD57B42AA8E9840B59AFC93510ACF1EB6E885,606658,English/Malay abstract signal,true_malay_abstract_fallback_not_broad_proof_authority,false,true_pdf_text_fallback_manifest_only,manifest_only_remote_hash_no_pdf_payload,Remote hash matches local required-field anchor; mostly English article with Malay abstract; no article source package found.,no_matching_article_tex_source_package_found,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Useful Malaysian Malay abstract/title fallback but not broad Malay proof-prose authority.,Continue JQMA source-package/template distinction.
R7MIP010,Malay-Indonesian,Malaysian Malay,jqma_2025_perfect_codes_ring_theory,JQMA / UKM,ring_theory;graph_theory;perfect_codes;Malay_title_abstract,B_PDF_REMOTE_HASHED_PUBLICATION,remote PDF article,https://www.ukm.my/jqma/wp-content/uploads/2025/06/Paper_11.pdf,remote_hash_only_no_output_payload,UKM/JQMA public PDF route; JQMA ethics gives CC BY 4.0 author-license signal but no license clearance claimed,72CFA07DBC482140F28B639CA942A523AF05814CB81BC563F603BD8C3A8E1CB5,326549,English/Malay title and abstract signal,true_malay_title_abstract_fallback,false,true_pdf_text_fallback_manifest_only,manifest_only_remote_hash_no_pdf_payload,Remote hash remains stable; article includes GAP script text but no separate source package captured.,no_tex_or_article_source_package_found_in_followup_searches,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Stable JQMA 2025 PDF fallback remains outside master table unless later addendum merges it with carried blockers.,Keep as candidate/fallback and continue source-package search.
R7MIP011,Malay-Indonesian,Indonesian_GitHub_source_frontier,GitHub_code_search_publication_title_batch,GitHub public code search,Indonesian;publication titles;TeX/source-package search;rate-limit blocker,GITHUB_RATE_LIMIT_OR_GAP,GitHub code-search query batch metadata,https://github.com/search,not_applicable_search_metadata_only,Public GitHub search surface; API rate limit hit mid-batch; no license clearance claimed,partial_zero_hits_then_http_403_rate_limit,partial_results,Indonesian exact title query terms,false_gap_or_blocker,false,false,manifest_only_search_result_no_payload,First exact code query returned zero hits; later Indonesian exact-title code queries hit GitHub API rate limit HTTP 403; no source package found in completed portion.,code_search_partial_zero_then_rate_limited,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Queries included Aljabar Weyl; Struktur Aljabar Teori Ring; Daerah Ideal Utama; Ideal Prima; Gelanggang Artin; Gelanggang S-Prima; Ring Prima; Eksplorasi Modul Noetherian.,Repeat after rate-limit reset with slower schedule and exact DOI/author clusters.
