"lane","delta_status","source_relative_path","package_relative_path","bytes","sha256","source_last_write_utc","frontier_package","frontier_sha256","frontier_bytes"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_ABSTRACT_ALGEBRA_MODULE_SOURCE_PROBE_SHA256_20260705.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_ABSTRACT_ALGEBRA_MODULE_SOURCE_PROBE_SHA256_20260705.txt","1699","34C9A95C28E14EEAC11608411B00C47C49FE74409BA67A68B4B4FBCA4D52B1EA","2026-07-05T06:24:45.5283986Z","506","CF2C6CDA6B60AF0155E50890E5B69DAAE17FF26D1A356A959347636A8EACDDBE","1699"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_CORPUS_TRANSLATION_SHA256_20260704.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_CORPUS_TRANSLATION_SHA256_20260704.txt","489","164CC582D21A5123A75199280111ECBD5B4930A08DE640D9E07598B61FD7FFFE","2026-07-05T06:24:45.5375723Z","506","375FAE3B3C013A998772D52F40BDEFCDFAF004A7478A51E26CA2D89E8BE0273E","489"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_DAMASCUS_LINEAR_ALGEBRA_SOURCE_PROBE_SHA256_20260705.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_DAMASCUS_LINEAR_ALGEBRA_SOURCE_PROBE_SHA256_20260705.txt","1894","646C3D163E6E971FA1DBD01727CB0BE6FA531BDFEA10C0862364BC8EA093ED0A","2026-07-05T06:24:45.5633910Z","506","2343A80F4B59AB59CB6F4B8A9D80E67B61B39BCAC92AA7AA220F11722DCECC39","1894"
"noether-arabic-rtl-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_DAMASCUS_SPECIALIST_RING_MATRIX_SOURCE_PROBE_SHA256_20260705.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_DAMASCUS_SPECIALIST_RING_MATRIX_SOURCE_PROBE_SHA256_20260705.txt","2126","54D7C88867C7318435078CCF044186E7C7B587A86AED6DA731304BEE66739B68","2026-07-05T06:24:34.9242271Z",,,
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_GITHUB_SOURCE_ARCHIVE_PROBE_SHA256_20260704.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_GITHUB_SOURCE_ARCHIVE_PROBE_SHA256_20260704.txt","364","F0C40483F103D25AE9408A47AAB5986384BE2861CA09764E40195352D28A8E15","2026-07-05T06:24:45.5904456Z","506","6BEC64B43E22CCD32193C4DC08FEBF96639582C4CE28EE50CA516B23C8E61F86","364"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_HIAST_ALGEBRA_SHELF_SOURCE_PROBE_SHA256_20260705.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_HIAST_ALGEBRA_SHELF_SOURCE_PROBE_SHA256_20260705.txt","1585","86C061FC013484571F40B70EE8DE42C276F3BEBA8C03853C9F846CE01F262577","2026-07-05T06:24:45.5944614Z","506","48D320BED930143DD01094CD813D8446B77C3F94A6E4299209DBD283D2B8BA79","1585"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_HIAST_AUTHOR_BIBLIOGRAPHY_SOURCE_PROBE_SHA256_20260705.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_HIAST_AUTHOR_BIBLIOGRAPHY_SOURCE_PROBE_SHA256_20260705.txt","592","89252F52A61D5B53473F0089474D0358302F82F4527A76545B7750965A8468D3","2026-07-05T06:24:45.6012951Z","506","D254216B6EC995A8E49C409AD8AD9F67FE483E60A572449801E8297B73251080","592"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_HINDAWI_STRUCTURED_TEXT_SOURCE_PROBE_SHA256_20260705.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_HINDAWI_STRUCTURED_TEXT_SOURCE_PROBE_SHA256_20260705.txt","1584","D933C85A7263F9DCDA28528B9F52AB89A2B08C8A98D62188A7A03B75E75A622B","2026-07-05T06:24:45.6053114Z","506","9C933CC1C53CF5D1E3CDF4B92210288B1FE82FD38CA070A4BD769741595F28A7","1584"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_MEDIAWIKI_SOURCE_TEXT_PROBE_SHA256_20260705.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_MEDIAWIKI_SOURCE_TEXT_PROBE_SHA256_20260705.txt","2057","0A54E2DFDDE4940BD8AEAAC7765896254A4E0770050F4DA439CB37AB2ECD6D39","2026-07-05T06:24:45.6073177Z","506","D99F50632C1D98A3396DE98DE3F12F9E030C2426DA744706FC98EABF11078AE6","2057"
"noether-arabic-rtl-source-evidence-draft-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_ARABIC_RTL_OFFICIAL_PDF_SOURCE_PROBE_SHA256_20260705.txt","lane_outputs\noether-arabic-rtl-source-evidence-draft-lane\NOETHER_ARABIC_RTL_OFFICIAL_PDF_SOURCE_PROBE_SHA256_20260705.txt","1756","DB5C82E4B6B2DBE204642A0B9B674160DFA4A6D394546306B8331E79B4DA2417","2026-07-05T06:24:45.6113317Z","506","118BA0387A335A19CC76873220097EBCC8F207D10228DEE77644E88644CC14F0","1756"
