branch_path,branch_category,git_blob_sha1,blob_size_bytes,small_text_inspected,text_sha256_if_inspected,cjk_related_terms_hit,cjk_lane_source_use_decision
interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/B3_UPLOADER_READY_SUMMARY.csv,R3 Arabic/Persianate continuation,50ad11f8121607200988f9fe855eaac1172c213c,570,yes,582B2ED88FFCDC660EC421346821FFC73A98D697D1DE4317A13788F8437D7630,,method/package/other-lane context unless direct JP/zh-Hans source-body row evidence is independently present
interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/BRANCH_C7FB_INSTRUCTIONS_AND_AUTHORITY_INPUTS.csv,R3 Arabic/Persianate continuation,1bf89326ae3bd42d18a1f584ddebfae4d046e536,767233,yes,63E33C568EB86A5997108A98EDCA47ADE81C298B94B931351DBEBE835779921B,CJK,method/package/other-lane context unless direct JP/zh-Hans source-body row evidence is independently present
interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/BRANCH_C7FB_PACKAGED_R3_ARTIFACTS.csv,R3 Arabic/Persianate continuation,2dc85f8fad1bf0a70a26f2f83281b9d4e5605e3e,209689,yes,EABEC5E3EB25A4021B6E47A976B06BA0895FED336753F9F92095DB51CB16E36D,native-source-bodies,method/package/other-lane context unless direct JP/zh-Hans source-body row evidence is independently present
interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/BRANCH_C7FB_R3_TREE_PATHS.csv,R3 Arabic/Persianate continuation,7f7d6523602289c4586091ebca3e0bf2bc292f32,729904,yes,9CDDCF544DFF00BEB944DE498703F9994336590D407D1CAB4245CAB4DD193054,CJK; Chinese; native-source-bodies,method/package/other-lane context unless direct JP/zh-Hans source-body row evidence is independently present
interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/LOCAL_INPUT_PACKET_INDEX.csv,R3 Arabic/Persianate continuation,91ca968506e8c71c2711a75369a3e6ba7b207bb3,1233,yes,425E23724540578F98C67415BF6EBC1E36DAC6EB6CA9460466E32439082D1163,,method/package/other-lane context unless direct JP/zh-Hans source-body row evidence is independently present
interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/MANIFEST.csv,R3 Arabic/Persianate continuation,d351a9dc57e10326da8c3fc0679b74e0525df6e7,3892,yes,9E560308D6ADF3675CE26B7B621C87F93A5CD1C1D22E1A26D134EB72C9D32006,,method/package/other-lane context unless direct JP/zh-Hans source-body row evidence is independently present
interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/PACKAGE_VALIDATION.json,R3 Arabic/Persianate continuation,b3eab02d88ecea8e1ea89e602393b31368bf96d1,864,yes,20B51D57CC605FEF949AEE6C67EE6B2141B40109D3E3692DC07C633E4BA689A4,,method/package/other-lane context unless direct JP/zh-Hans source-body row evidence is independently present
interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/R3_C7FB_BLOCKERS_GAPS_NEXT_ACTIONS.csv,R3 Arabic/Persianate continuation,95e9b3528778fb1f977fa58bbdebadb203b9b985,3419,yes,B6797BD7020D432CE3B9055D37E6458347509EC52D99581F49A6DF6D825A48F7,,method/package/other-lane context unless direct JP/zh-Hans source-body row evidence is independently present
interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/R3_C7FB_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3 Arabic/Persianate continuation,5a0c6eaad9928ca738cfc5b56c9ea6e10e597b0c,3404,yes,CA938D877D95BBF363A1F63AB79DDB8BF30E168C2FC57300AAD0CCD30B840917,,method/package/other-lane context unless direct JP/zh-Hans source-body row evidence is independently present
interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706/R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z/R3_C7FB_PRETRANSLATION_INTERLINEAR_ROWS.csv,R3 Arabic/Persianate continuation,7ac21c485feafff18b0177feba38acabba885e7b,143400,yes,86E6D1340ABCC9A76804876D8849C99D82EDD2D10A261179009252EBE9070E40,,method/package/other-lane context unless direct JP/zh-Hans source-body row evidence is independently present
