witness_id,source,language,source_kind,package_path,absolute_path,source_use_label,bytes,sha256,body_presence_status,row_use,readability_or_ocr_note,non_claim_boundary,new_branch_head_212dfb,branch_212dfb_source_use_decision
CJK-SRC-0001,body_presence_handoff,ja,HTML-source-body,native-source-bodies/ja/html-bodies/akira_masuoka_lecture_notes_page_20260704.html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\html-bodies\akira_masuoka_lecture_notes_page_20260704.html,native-source-body,120570,859C47AC7F812269B40BEC409859F654525EA5DC3CD35FACC03B12A5F9C3D8FA,present,provenance carrier; row-level use only when cited,body presence is not row approval; title-only/comparator-only evidence excluded,draft/non-canonical CJK body-presence handoff; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not bridge/pilot/not translation completion/not pan-CJK completion,212dfb1c7728f7c23274714434aa35d590e1aab7,source witness row carried from c7fb; no new source body added by 212dfb delta
CJK-SRC-0002,body_presence_handoff,ja,HTML-source-body,native-source-bodies/ja/html-bodies/ando_LectureNote_20260704.html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\html-bodies\ando_LectureNote_20260704.html,native-source-body,6448,B1D2D8E8944F3AF55112248E14731FC400F35163B88D18E1B6958AA85CB9A4D6,present,provenance carrier; row-level use only when cited,body presence is not row approval; title-only/comparator-only evidence excluded,draft/non-canonical CJK body-presence handoff; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not bridge/pilot/not translation completion/not pan-CJK completion,212dfb1c7728f7c23274714434aa35d590e1aab7,source witness row carried from c7fb; no new source body added by 212dfb delta
CJK-SRC-0003,body_presence_handoff,ja,PDF-source-body,native-source-bodies/ja/pdf-bodies/ando_APP_ALG_applied_algebra_valuations_ordered_fields.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\ando_APP_ALG_applied_algebra_valuations_ordered_fields.pdf,native-source-body,370818,04848BC4F6820BEE67930A37F51CA36F78B7692C6FC1B14DA239F851819F9581,present,provenance carrier; row-level use only when cited,body presence is not row approval; title-only/comparator-only evidence excluded,draft/non-canonical CJK body-presence handoff; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not bridge/pilot/not translation completion/not pan-CJK completion,212dfb1c7728f7c23274714434aa35d590e1aab7,source witness row carried from c7fb; no new source body added by 212dfb delta
CJK-SRC-0004,body_presence_handoff,ja,PDF-source-body,native-source-bodies/ja/pdf-bodies/ando_DAISU1_algebra_i_group_theory.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\ando_DAISU1_algebra_i_group_theory.pdf,native-source-body,247164,78203FDE040CAB1A3AD17B4B7F7AB5CC6F55A3BAB62E50E1AC95F84081A4291B,present,provenance carrier; row-level use only when cited,body presence is not row approval; title-only/comparator-only evidence excluded,draft/non-canonical CJK body-presence handoff; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not bridge/pilot/not translation completion/not pan-CJK completion,212dfb1c7728f7c23274714434aa35d590e1aab7,source witness row carried from c7fb; no new source body added by 212dfb delta
CJK-SRC-0005,body_presence_handoff,ja,PDF-source-body,native-source-bodies/ja/pdf-bodies/ando_DAISU2_algebra_ii_commutative_rings_modules.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\ando_DAISU2_algebra_ii_commutative_rings_modules.pdf,native-source-body,382308,57DE472260FE549E4DBECA3C2F6290DFB4BF3C88ACB98E7B484880B72F2180C0,present,provenance carrier; row-level use only when cited,body presence is not row approval; title-only/comparator-only evidence excluded,draft/non-canonical CJK body-presence handoff; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not bridge/pilot/not translation completion/not pan-CJK completion,212dfb1c7728f7c23274714434aa35d590e1aab7,source witness row carried from c7fb; no new source body added by 212dfb delta
CJK-SRC-0006,body_presence_handoff,ja,PDF-source-body,native-source-bodies/ja/pdf-bodies/ando_DAISU3_algebra_iii_fields_galois.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\ando_DAISU3_algebra_iii_fields_galois.pdf,native-source-body,326442,EB66C5BFA2081E22FFF88557D4D0D358AFA9D6E3FBFD54B66F4545DF52E7554A,present,provenance carrier; row-level use only when cited,body presence is not row approval; title-only/comparator-only evidence excluded,draft/non-canonical CJK body-presence handoff; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not bridge/pilot/not translation completion/not pan-CJK completion,212dfb1c7728f7c23274714434aa35d590e1aab7,source witness row carried from c7fb; no new source body added by 212dfb delta
CJK-SRC-0007,body_presence_handoff,ja,PDF-source-body,native-source-bodies/ja/pdf-bodies/nagai_classical_invariant_theory_handbook.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\nagai_classical_invariant_theory_handbook.pdf,native-source-body,272691,910AFA5992C953C1FAEAA5C512CC37FBE796B95F3752C967BA166567B355BB9C,present,provenance carrier; row-level use only when cited,body presence is not row approval; title-only/comparator-only evidence excluded,draft/non-canonical CJK body-presence handoff; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not bridge/pilot/not translation completion/not pan-CJK completion,212dfb1c7728f7c23274714434aa35d590e1aab7,source witness row carried from c7fb; no new source body added by 212dfb delta
CJK-SRC-0008,body_presence_handoff,ja,PDF-source-body,native-source-bodies/ja/pdf-bodies/ryoya_ando_commutative_algebra_ring.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\ryoya_ando_commutative_algebra_ring.pdf,native-source-body,2369294,30946107B13F379C40AB4C782778DB3C126E466951393917826821103A8793E5,present,provenance carrier; row-level use only when cited,body presence is not row approval; title-only/comparator-only evidence excluded,draft/non-canonical CJK body-presence handoff; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not bridge/pilot/not translation completion/not pan-CJK completion,212dfb1c7728f7c23274714434aa35d590e1aab7,source witness row carried from c7fb; no new source body added by 212dfb delta
CJK-SRC-0009,body_presence_handoff,ja,source-archive,native-source-bodies/ja/source-archives/Seasawher_matsumura_48b9d10bab2d1c2525966cd17d7cf867731a88b0.zip,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\source-archives\Seasawher_matsumura_48b9d10bab2d1c2525966cd17d7cf867731a88b0.zip,native-source-body,422621,BE714EDE5D12EB0FC9EFAD9067AF1CE84C1DC47B5F1D4EAE5A1B3948F3460772,present,provenance carrier; row-level use only when cited,body presence is not row approval; title-only/comparator-only evidence excluded,draft/non-canonical CJK body-presence handoff; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not bridge/pilot/not translation completion/not pan-CJK completion,212dfb1c7728f7c23274714434aa35d590e1aab7,source witness row carried from c7fb; no new source body added by 212dfb delta
CJK-SRC-0010,body_presence_handoff,zh-Hans,source-archive,native-source-bodies/zh-Hans/source-archives/wenweili_AlJabr-1_ae1e8747164059b35c19a2d5a7e4605be535517b.zip,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\zh-Hans\source-archives\wenweili_AlJabr-1_ae1e8747164059b35c19a2d5a7e4605be535517b.zip,native-source-body,6050625,A9C48A33CA900C2D10715D9A23DE32390BDCA57B5F35CEE064C97917F4BD48BC,present,provenance carrier; row-level use only when cited,body presence is not row approval; title-only/comparator-only evidence excluded,draft/non-canonical CJK body-presence handoff; not native review/not accepted terminology/not license clearance/not gate promotion/not source certification/not final status/not bridge/pilot/not translation completion/not pan-CJK completion,212dfb1c7728f7c23274714434aa35d590e1aab7,source witness row carried from c7fb; no new source body added by 212dfb delta
