"path","artifact","bytes","sha256","role_packet","return_protocol_or_template","manifest","limited_support_addendum"
"logs/external_review_role_packets_20260628/ACCEPTED_CORRECTIONS_LEDGER_TEMPLATE_20260628.json","ACCEPTED_CORRECTIONS_LEDGER_TEMPLATE_20260628.json","619","0079A100C40C4830FCD17179E4C0DFAF7408D03D193EAA40C570E4FFC2D5789D","False","True","False","False"
"logs/external_review_role_packets_20260628/EXTERNAL_REVIEW_RETURN_COLLECTION_TEMPLATE_20260628.json","EXTERNAL_REVIEW_RETURN_COLLECTION_TEMPLATE_20260628.json","1708","EFE3721122F45A4EA621BC2CBCDAB29022F8B926FBE2470C881A9BBBB7DCDE84","False","True","False","False"
"logs/external_review_role_packets_20260628/EXTERNAL_REVIEW_RETURN_INGESTION_PROTOCOL_20260628.json","EXTERNAL_REVIEW_RETURN_INGESTION_PROTOCOL_20260628.json","2614","3C31F75FCF775EC7A8B212C6E2BE871E319B0909662E306628B868734DEC25AE","False","True","False","False"
"logs/external_review_role_packets_20260628/EXTERNAL_REVIEW_RETURN_INGESTION_PROTOCOL_20260628.md","EXTERNAL_REVIEW_RETURN_INGESTION_PROTOCOL_20260628.md","2241","000D2BD677F3B489CE1052A9B43BC5C68F2411D0FBC45E4AB8EBBA719E1249CD","False","True","False","False"
"logs/external_review_role_packets_20260628/EXTERNAL_REVIEW_ROLE_PACKETS_MANIFEST_20260628.json","EXTERNAL_REVIEW_ROLE_PACKETS_MANIFEST_20260628.json","4437","CE60A29ADFD0FBA2B0270A211FEE4CB2D632A862EC65DDC230594BACB1708114","False","False","True","False"
"logs/external_review_role_packets_20260628/EXTERNAL_REVIEW_ROLE_PACKETS_MANIFEST_20260628.md","EXTERNAL_REVIEW_ROLE_PACKETS_MANIFEST_20260628.md","2361","F0B43851E5C9025F64BC1773EB27D8485AA5E194890E64504E6F7D132D684413","False","False","True","False"
"logs/external_review_role_packets_20260628/interslavic_authority_packet_20260628.json","interslavic_authority_packet_20260628.json","606557","36D7109329520CC7E7EA97FD26283BDAF40EE49D9D84581941BD50E81E826ECA","True","False","False","False"
"logs/external_review_role_packets_20260628/interslavic_authority_packet_20260628.md","interslavic_authority_packet_20260628.md","93956","0293B092A270E7FFE23EFF35567C128CE7AF460F1182C28AFD7D12E7F8C9E240","True","False","False","False"
"logs/external_review_role_packets_20260628/INTERSLAVIC_LIMITED_SUPPORT_AUTHORITY_ADDENDUM_20260628.json","INTERSLAVIC_LIMITED_SUPPORT_AUTHORITY_ADDENDUM_20260628.json","130231","A8457DCDA969D811DD8E4A0E7A5B8F0110A066CF46A8D3152306A94F8C425049","False","False","False","True"
"logs/external_review_role_packets_20260628/INTERSLAVIC_LIMITED_SUPPORT_AUTHORITY_ADDENDUM_20260628.md","INTERSLAVIC_LIMITED_SUPPORT_AUTHORITY_ADDENDUM_20260628.md","40595","9F57D74E988F50F156C8E093814927952B981311F92A5CE6CBF0E5F298943D99","False","False","False","True"
"logs/external_review_role_packets_20260628/mathematical_source_fidelity_packet_20260628.json","mathematical_source_fidelity_packet_20260628.json","840406","C7D1AB0D36F9ED0A38CF51B9D357270DC1A00C4D81940E2A7D494455B614DDF5","True","False","False","False"
"logs/external_review_role_packets_20260628/mathematical_source_fidelity_packet_20260628.md","mathematical_source_fidelity_packet_20260628.md","93394","9F91289AE192B782C85C73F6C77C90A791B966376782F5168CD8C06DC79153FC","True","False","False","False"
"logs/external_review_role_packets_20260628/russian_math_language_packet_20260628.json","russian_math_language_packet_20260628.json","463244","4D2986834F79E6849E3BC71689741877AB9248DBF9A84996C791EC74CAA657CC","True","False","False","False"
"logs/external_review_role_packets_20260628/russian_math_language_packet_20260628.md","russian_math_language_packet_20260628.md","91742","F09BD1223AA8CA702E0D3468648B3AB4E0CFD4C75FC46E41AE0AEB21B956409F","True","False","False","False"
"logs/external_review_role_packets_20260628/ukrainian_math_language_packet_20260628.json","ukrainian_math_language_packet_20260628.json","469424","775CB1538F67FCDC17E68676DB2B3E537BCC7CA9422F2CA669009FD693ADE43D","True","False","False","False"
"logs/external_review_role_packets_20260628/ukrainian_math_language_packet_20260628.md","ukrainian_math_language_packet_20260628.md","93530","B2D9D10DE3BAE68E56F4274770D4B3399E9E044E2FBDC179061065343C68D340","True","False","False","False"
