"r3_current_frontier","source_refresh_label","source_refresh_scope","source_carrier_path","source_carrier_sha256","r3_boundary","current_head","ledger_record_id","source_table","source_path_or_category","source_use_label","positive_source_signal","adverse_or_gap_signal","gate_guard","label"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","Fable/source-use/adverse-evidence/do-not-use","Arabic Fable source-use and adverse-evidence ledger rows","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","source-gated/review-only/draft-non-canonical; Arabic evidence does not authorize fa_IR, Dari, Tajik, Urdu-Hindustani, Ottoman, or Pan-Turkic gates","faa2c330deb886098750dafb5c500e244e1333fe","FAA2-AR-FABLE-00001","carry-forward-1233-fable-source-use-adverse","","fable-source-use-adverse-do-not-use","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00001 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00001 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-001 native-source-body 221 source-gated generated-draft/noncanonical Arabic interlinear/pretranslation support may proceed after","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00001 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00001 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-001 native-source-body 221 source-gated generated-draft/noncanonical Arabic interlinear/pretranslation support may proceed after","Arabic lane only; do not consume as Persian/Dari/Tajik/Urdu/Ottoman/Turkic/R6/Old-B authority","source-use/provenance/gap/generated-draft/non-canonical/not-native-reviewed/not-approved"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","Fable/source-use/adverse-evidence/do-not-use","Arabic Fable source-use and adverse-evidence ledger rows","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","source-gated/review-only/draft-non-canonical; Arabic evidence does not authorize fa_IR, Dari, Tajik, Urdu-Hindustani, Ottoman, or Pan-Turkic gates","faa2c330deb886098750dafb5c500e244e1333fe","FAA2-AR-FABLE-00002","carry-forward-1233-fable-source-use-adverse","","fable-source-use-adverse-do-not-use","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00002 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00002 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-002 pointer-only 195 provenance/gap only until Arabic owner lane resolves body access and source context; path/hash/source-use l","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00002 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00002 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-002 pointer-only 195 provenance/gap only until Arabic owner lane resolves body access and source context; path/hash/source-use l","Arabic lane only; do not consume as Persian/Dari/Tajik/Urdu/Ottoman/Turkic/R6/Old-B authority","source-use/provenance/gap/generated-draft/non-canonical/not-native-reviewed/not-approved"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","Fable/source-use/adverse-evidence/do-not-use","Arabic Fable source-use and adverse-evidence ledger rows","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","source-gated/review-only/draft-non-canonical; Arabic evidence does not authorize fa_IR, Dari, Tajik, Urdu-Hindustani, Ottoman, or Pan-Turkic gates","faa2c330deb886098750dafb5c500e244e1333fe","FAA2-AR-FABLE-00003","carry-forward-1233-fable-source-use-adverse","","fable-source-use-adverse-do-not-use","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00003 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00003 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-003 OCR-witness 80 source-gated generated-draft/noncanonical Arabic interlinear/pretranslation support may proceed after owner-l","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00003 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00003 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-003 OCR-witness 80 source-gated generated-draft/noncanonical Arabic interlinear/pretranslation support may proceed after owner-l","Arabic lane only; do not consume as Persian/Dari/Tajik/Urdu/Ottoman/Turkic/R6/Old-B authority","source-use/provenance/gap/generated-draft/non-canonical/not-native-reviewed/not-approved"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","Fable/source-use/adverse-evidence/do-not-use","Arabic Fable source-use and adverse-evidence ledger rows","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","source-gated/review-only/draft-non-canonical; Arabic evidence does not authorize fa_IR, Dari, Tajik, Urdu-Hindustani, Ottoman, or Pan-Turkic gates","faa2c330deb886098750dafb5c500e244e1333fe","FAA2-AR-FABLE-00004","carry-forward-1233-fable-source-use-adverse","","fable-source-use-adverse-do-not-use","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00004 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00004 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-004 audit-ledger 19 audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus ad","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00004 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00004 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-004 audit-ledger 19 audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus ad","Arabic lane only; do not consume as Persian/Dari/Tajik/Urdu/Ottoman/Turkic/R6/Old-B authority","source-use/provenance/gap/generated-draft/non-canonical/not-native-reviewed/not-approved"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","Fable/source-use/adverse-evidence/do-not-use","Arabic Fable source-use and adverse-evidence ledger rows","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","source-gated/review-only/draft-non-canonical; Arabic evidence does not authorize fa_IR, Dari, Tajik, Urdu-Hindustani, Ottoman, or Pan-Turkic gates","faa2c330deb886098750dafb5c500e244e1333fe","FAA2-AR-FABLE-00005","carry-forward-1233-fable-source-use-adverse","","fable-source-use-adverse-do-not-use","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00005 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00005 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-005 method-note 10 audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus adv","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00005 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00005 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-005 method-note 10 audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus adv","Arabic lane only; do not consume as Persian/Dari/Tajik/Urdu/Ottoman/Turkic/R6/Old-B authority","source-use/provenance/gap/generated-draft/non-canonical/not-native-reviewed/not-approved"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","Fable/source-use/adverse-evidence/do-not-use","Arabic Fable source-use and adverse-evidence ledger rows","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","source-gated/review-only/draft-non-canonical; Arabic evidence does not authorize fa_IR, Dari, Tajik, Urdu-Hindustani, Ottoman, or Pan-Turkic gates","faa2c330deb886098750dafb5c500e244e1333fe","FAA2-AR-FABLE-00006","carry-forward-1233-fable-source-use-adverse","","fable-source-use-adverse-do-not-use","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00006 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00006 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-006 rejected 5 do not use for generated-draft wording except as adverse/blocker evidence; path/hash/source-use label plus advers","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00006 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00006 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-006 rejected 5 do not use for generated-draft wording except as adverse/blocker evidence; path/hash/source-use label plus advers","Arabic lane only; do not consume as Persian/Dari/Tajik/Urdu/Ottoman/Turkic/R6/Old-B authority","source-use/provenance/gap/generated-draft/non-canonical/not-native-reviewed/not-approved"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","Fable/source-use/adverse-evidence/do-not-use","Arabic Fable source-use and adverse-evidence ledger rows","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","source-gated/review-only/draft-non-canonical; Arabic evidence does not authorize fa_IR, Dari, Tajik, Urdu-Hindustani, Ottoman, or Pan-Turkic gates","faa2c330deb886098750dafb5c500e244e1333fe","FAA2-AR-FABLE-00007","carry-forward-1233-fable-source-use-adverse","","fable-source-use-adverse-do-not-use","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00007 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00007 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-007 package-support 4 audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus ","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00007 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00007 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-007 package-support 4 audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus ","Arabic lane only; do not consume as Persian/Dari/Tajik/Urdu/Ottoman/Turkic/R6/Old-B authority","source-use/provenance/gap/generated-draft/non-canonical/not-native-reviewed/not-approved"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","Fable/source-use/adverse-evidence/do-not-use","Arabic Fable source-use and adverse-evidence ledger rows","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","source-gated/review-only/draft-non-canonical; Arabic evidence does not authorize fa_IR, Dari, Tajik, Urdu-Hindustani, Ottoman, or Pan-Turkic gates","faa2c330deb886098750dafb5c500e244e1333fe","FAA2-AR-FABLE-00008","carry-forward-1233-fable-source-use-adverse","","fable-source-use-adverse-do-not-use","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00008 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00008 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-008 generated-draft 3 audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus ","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00008 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00008 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-008 generated-draft 3 audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus ","Arabic lane only; do not consume as Persian/Dari/Tajik/Urdu/Ottoman/Turkic/R6/Old-B authority","source-use/provenance/gap/generated-draft/non-canonical/not-native-reviewed/not-approved"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","Fable/source-use/adverse-evidence/do-not-use","Arabic Fable source-use and adverse-evidence ledger rows","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","source-gated/review-only/draft-non-canonical; Arabic evidence does not authorize fa_IR, Dari, Tajik, Urdu-Hindustani, Ottoman, or Pan-Turkic gates","faa2c330deb886098750dafb5c500e244e1333fe","FAA2-AR-FABLE-00009","carry-forward-1233-fable-source-use-adverse","","fable-source-use-adverse-do-not-use","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00009 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00009 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-009 manifest 3 audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus adverse","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00009 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00009 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-009 manifest 3 audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus adverse","Arabic lane only; do not consume as Persian/Dari/Tajik/Urdu/Ottoman/Turkic/R6/Old-B authority","source-use/provenance/gap/generated-draft/non-canonical/not-native-reviewed/not-approved"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","Fable/source-use/adverse-evidence/do-not-use","Arabic Fable source-use and adverse-evidence ledger rows","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","source-gated/review-only/draft-non-canonical; Arabic evidence does not authorize fa_IR, Dari, Tajik, Urdu-Hindustani, Ottoman, or Pan-Turkic gates","faa2c330deb886098750dafb5c500e244e1333fe","FAA2-AR-FABLE-00010","carry-forward-1233-fable-source-use-adverse","","fable-source-use-adverse-do-not-use","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00010 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00010 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-010 native-source-body + OCR-witness 3 source-gated generated-draft/noncanonical Arabic interlinear/pretranslation support may p","1233d6f1557c831c23f6de8395182d8ae81e2217 1233-AR-FABLE-00010 carry-forward-c33-fable-source-use-adverse  fable-source-use-adverse-do-not-use c33e09ebe4527ded37b7fbf491d16350f12578cf C33-AR-FABLE-00010 carry-forward-68c-fable-source-use-adverse  fable-source-use-adverse-do-not-use 68c877c0aae311996fb7b99b7e58bf4276b18e59 arabic-source-use-provenance AR-AC6F4E-SOURCE-USE-010 native-source-body + OCR-witness 3 source-gated generated-draft/noncanonical Arabic interlinear/pretranslation support may p","Arabic lane only; do not consume as Persian/Dari/Tajik/Urdu/Ottoman/Turkic/R6/Old-B authority","source-use/provenance/gap/generated-draft/non-canonical/not-native-reviewed/not-approved"
