"guardrail_id","target_family","language_access_target","guardrail_scope","source_title_status","source_url_status","local_path_status","hash_status","topic_language_access_tags","authority_note","next_gate","non_claim_boundary","source_detail_table"
"IS-GRD-DEC-001","Signed language comparator","International Sign comparator","International Sign comparator policy/question row; not a captured source witness","no_source_title_not_a_source_witness","no_source_url_not_a_source_witness","no_local_capture_not_a_source_witness","no_hash_not_a_source_witness","International Sign; policy; comparator; access guardrail; no technical lexicon","Comparator guardrail only; cannot authorize International Sign technical lexicon, accepted signs, copied media, translation, surface construction, or pilot.","Attach to cited policy source row or keep as non-source guardrail; do not treat as source-canon witness.","no source authority, review, approval, license clearance, media reuse, translation, completion, or Git push claim","NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"IS-GRD-DEC-002","Signed language comparator","International Sign comparator","International Sign comparator policy/question row; not a captured source witness","no_source_title_not_a_source_witness","no_source_url_not_a_source_witness","no_local_capture_not_a_source_witness","no_hash_not_a_source_witness","International Sign; policy; comparator; access guardrail; no technical lexicon","Comparator guardrail only; cannot authorize International Sign technical lexicon, accepted signs, copied media, translation, surface construction, or pilot.","Attach to cited policy source row or keep as non-source guardrail; do not treat as source-canon witness.","no source authority, review, approval, license clearance, media reuse, translation, completion, or Git push claim","NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"IS-GRD-DEC-003","Signed language comparator","International Sign comparator","International Sign comparator policy/question row; not a captured source witness","no_source_title_not_a_source_witness","no_source_url_not_a_source_witness","no_local_capture_not_a_source_witness","no_hash_not_a_source_witness","International Sign; policy; comparator; access guardrail; no technical lexicon","Comparator guardrail only; cannot authorize International Sign technical lexicon, accepted signs, copied media, translation, surface construction, or pilot.","Attach to cited policy source row or keep as non-source guardrail; do not treat as source-canon witness.","no source authority, review, approval, license clearance, media reuse, translation, completion, or Git push claim","NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"IS-GRD-DEC-004","Signed language comparator","International Sign comparator","International Sign comparator policy/question row; not a captured source witness","no_source_title_not_a_source_witness","no_source_url_not_a_source_witness","no_local_capture_not_a_source_witness","no_hash_not_a_source_witness","International Sign; policy; comparator; access guardrail; no technical lexicon","Comparator guardrail only; cannot authorize International Sign technical lexicon, accepted signs, copied media, translation, surface construction, or pilot.","Attach to cited policy source row or keep as non-source guardrail; do not treat as source-canon witness.","no source authority, review, approval, license clearance, media reuse, translation, completion, or Git push claim","NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"IS-GRD-DEC-005","Signed language comparator","International Sign comparator","International Sign comparator policy/question row; not a captured source witness","no_source_title_not_a_source_witness","no_source_url_not_a_source_witness","no_local_capture_not_a_source_witness","no_hash_not_a_source_witness","International Sign; policy; comparator; access guardrail; no technical lexicon","Comparator guardrail only; cannot authorize International Sign technical lexicon, accepted signs, copied media, translation, surface construction, or pilot.","Attach to cited policy source row or keep as non-source guardrail; do not treat as source-canon witness.","no source authority, review, approval, license clearance, media reuse, translation, completion, or Git push claim","NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"IS-GRD-Q-001","Signed language comparator","International Sign comparator","International Sign comparator policy/question row; not a captured source witness","no_source_title_not_a_source_witness","no_source_url_not_a_source_witness","no_local_capture_not_a_source_witness","no_hash_not_a_source_witness","International Sign; policy; comparator; access guardrail; no technical lexicon","Comparator guardrail only; cannot authorize International Sign technical lexicon, accepted signs, copied media, translation, surface construction, or pilot.","Attach to cited policy source row or keep as non-source guardrail; do not treat as source-canon witness.","no source authority, review, approval, license clearance, media reuse, translation, completion, or Git push claim","NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"IS-GRD-Q-002","Signed language comparator","International Sign comparator","International Sign comparator policy/question row; not a captured source witness","no_source_title_not_a_source_witness","no_source_url_not_a_source_witness","no_local_capture_not_a_source_witness","no_hash_not_a_source_witness","International Sign; policy; comparator; access guardrail; no technical lexicon","Comparator guardrail only; cannot authorize International Sign technical lexicon, accepted signs, copied media, translation, surface construction, or pilot.","Attach to cited policy source row or keep as non-source guardrail; do not treat as source-canon witness.","no source authority, review, approval, license clearance, media reuse, translation, completion, or Git push claim","NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"IS-GRD-Q-003","Signed language comparator","International Sign comparator","International Sign comparator policy/question row; not a captured source witness","no_source_title_not_a_source_witness","no_source_url_not_a_source_witness","no_local_capture_not_a_source_witness","no_hash_not_a_source_witness","International Sign; policy; comparator; access guardrail; no technical lexicon","Comparator guardrail only; cannot authorize International Sign technical lexicon, accepted signs, copied media, translation, surface construction, or pilot.","Attach to cited policy source row or keep as non-source guardrail; do not treat as source-canon witness.","no source authority, review, approval, license clearance, media reuse, translation, completion, or Git push claim","NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"IS-GRD-Q-004","Signed language comparator","International Sign comparator","International Sign comparator policy/question row; not a captured source witness","no_source_title_not_a_source_witness","no_source_url_not_a_source_witness","no_local_capture_not_a_source_witness","no_hash_not_a_source_witness","International Sign; policy; comparator; access guardrail; no technical lexicon","Comparator guardrail only; cannot authorize International Sign technical lexicon, accepted signs, copied media, translation, surface construction, or pilot.","Attach to cited policy source row or keep as non-source guardrail; do not treat as source-canon witness.","no source authority, review, approval, license clearance, media reuse, translation, completion, or Git push claim","NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"IS-GRD-Q-005","Signed language comparator","International Sign comparator","International Sign comparator policy/question row; not a captured source witness","no_source_title_not_a_source_witness","no_source_url_not_a_source_witness","no_local_capture_not_a_source_witness","no_hash_not_a_source_witness","International Sign; policy; comparator; access guardrail; no technical lexicon","Comparator guardrail only; cannot authorize International Sign technical lexicon, accepted signs, copied media, translation, surface construction, or pilot.","Attach to cited policy source row or keep as non-source guardrail; do not treat as source-canon witness.","no source authority, review, approval, license clearance, media reuse, translation, completion, or Git push claim","NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
