"row_id","lane_scope","target_language_or_access_target","source_title","source_owner","topic_tags","evidence_tier","source_type","source_url","probe_protocol","current_status","content_type","byte_count_or_status","sha256_or_error","signal_counts","license_access_signal","upload_policy","exact_gap_or_blocker","source_package_status","next_source_action","non_claim_boundary"
"R7DBPHTTP001","Brunei-Singapore","Brunei","DBP Brunei root HTTPS route","Dewan Bahasa dan Pustaka Brunei","DBP;official_route;HTTPS_blocker","ACCESS_BLOCKER_HTTPS","official web route probe","https://www.dbp.gov.bn/","HTTPS","ERR","ERR","ERR","curl exit 35 connection reset; Invoke-WebRequest SSL failure","not_applicable_no_content","official_route_access_blocked_over_HTTPS; no_license_clearance_claimed","manifest_only_no_raw_source_body_payload","HTTPS direct tooling fails; root route does not expose content under this protocol","not_applicable_blocked_route_no_source_package","Use HTTP fallback and browser/manual TLS if HTTPS content is required","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7DBPHTTP002","Brunei-Singapore","Brunei","DBP Brunei MABBIM institutional page HTTPS route","Dewan Bahasa dan Pustaka Brunei","DBP;MABBIM;official_route;HTTPS_blocker","ACCESS_BLOCKER_HTTPS","official web route probe","https://www.dbp.gov.bn/Jalinan%20Kerjasama/Majlis%20Bahasa%20Brunei%20Darussalam%20Indonesia%20Malaysia.aspx","HTTPS","ERR","ERR","ERR","curl exit 35 connection reset; Invoke-WebRequest SSL failure","not_applicable_no_content","official_route_access_blocked_over_HTTPS; no_license_clearance_claimed","manifest_only_no_raw_source_body_payload","HTTPS direct tooling fails; previous blocker remains true for HTTPS","not_applicable_blocked_route_no_source_package","Use HTTP fallback row R7DBPHTTP007 for hashable provenance; retry browser/manual TLS separately","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7DBPHTTP003","Brunei-Singapore","Brunei","Jawatankuasa Tetap Bahasa Melayu Brunei Darussalam HTTPS route","Dewan Bahasa dan Pustaka Brunei","DBP;Jawatankuasa;MABBIM;HTTPS_blocker","ACCESS_BLOCKER_HTTPS","official web route probe","https://www.dbp.gov.bn/Jalinan%20Kerjasama/Jawatankuasa%20Tetap%20Bahasa%20Melayu%20Brunei%20Darussalam.aspx","HTTPS","ERR","ERR","ERR","curl exit 35 connection reset; Invoke-WebRequest SSL failure","not_applicable_no_content","official_route_access_blocked_over_HTTPS; no_license_clearance_claimed","manifest_only_no_raw_source_body_payload","HTTPS direct tooling fails for related DBP governance route","not_applicable_blocked_route_no_source_package","Use HTTP fallback row R7DBPHTTP008 for hashable provenance","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7DBPHTTP004","Brunei-Singapore","Brunei","Bahagian Pembinaan dan Pengembangan Bahasa HTTPS route","Dewan Bahasa dan Pustaka Brunei","DBP;language_development;MABBIM_context;HTTPS_blocker","ACCESS_BLOCKER_HTTPS","official web route probe","https://www.dbp.gov.bn/Tentang%20DBP/Bahagian%20Pembinaan%20dan%20Pengembangan%20Bahasa.aspx","HTTPS","ERR","ERR","ERR","curl exit 35 connection reset; Invoke-WebRequest SSL failure","not_applicable_no_content","official_route_access_blocked_over_HTTPS; no_license_clearance_claimed","manifest_only_no_raw_source_body_payload","HTTPS direct tooling fails for DBP language-development route","not_applicable_blocked_route_no_source_package","Use HTTP fallback row R7DBPHTTP009 for hashable provenance","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7DBPHTTP005","Brunei-Singapore","Brunei","DBP latest announcement MABBIM HTTPS route","Dewan Bahasa dan Pustaka Brunei","DBP;MABBIM;announcement;HTTPS_blocker","ACCESS_BLOCKER_HTTPS","official web route probe","https://www.dbp.gov.bn/Lists/latest%20Announcement/NewDispForm.aspx?ID=71","HTTPS","ERR","ERR","ERR","curl exit 35 connection reset; Invoke-WebRequest SSL failure","not_applicable_no_content","official_route_access_blocked_over_HTTPS; no_license_clearance_claimed","manifest_only_no_raw_source_body_payload","HTTPS direct tooling fails for MABBIM announcement route","not_applicable_blocked_route_no_source_package","Use HTTP fallback row R7DBPHTTP010 for hashable provenance","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7DBPHTTP006","Brunei-Singapore","Brunei","DBP upcoming event MABBIM HTTPS route","Dewan Bahasa dan Pustaka Brunei","DBP;MABBIM;event;HTTPS_blocker","ACCESS_BLOCKER_HTTPS","official web route probe","https://www.dbp.gov.bn/Lists/upcomming%20events/DispForm.aspx?ID=263","HTTPS","ERR","ERR","ERR","curl exit 35 connection reset; Invoke-WebRequest SSL failure","not_applicable_no_content","official_route_access_blocked_over_HTTPS; no_license_clearance_claimed","manifest_only_no_raw_source_body_payload","HTTPS direct tooling fails for MABBIM event route","not_applicable_blocked_route_no_source_package","Use HTTP fallback row R7DBPHTTP011 for hashable provenance","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7DBPHTTP007","Brunei-Singapore","Brunei","DBP Brunei MABBIM institutional page HTTP fallback","Dewan Bahasa dan Pustaka Brunei","DBP;MABBIM;official_route;HTTP_fallback;Matematik_signal","C_HTML_REMOTE_HASHED_OFFICIAL_ROUTE_HTTP_FALLBACK","official HTML route probe","http://www.dbp.gov.bn/Jalinan%20Kerjasama/Majlis%20Bahasa%20Brunei%20Darussalam%20Indonesia%20Malaysia.aspx","HTTP","200","text/html; charset=utf-8","99379","4C88FAB7FCA25B618E7DDFAEACE81336CEA32C01AE6C790C8067FFD3678B67B7","MABBIM=14; Matematik=1; Aljabar=0; Gelanggang=0; Modul=0; Noether=0","official_public_HTTP_route; no explicit open redistribution license observed; no_license_clearance_claimed","manifest_only_remote_hash_no_payload","HTTP route is hashable and contains MABBIM governance context plus one mathematics signal but no higher-algebra source/proof terms captured","no_TeX_or_source_package; not exact Malay algebra terminology or proof prose","Use as DBP Brunei source-return route provenance; continue item-level math terminology/source search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7DBPHTTP008","Brunei-Singapore","Brunei","Jawatankuasa Tetap Bahasa Melayu Brunei Darussalam HTTP fallback","Dewan Bahasa dan Pustaka Brunei","DBP;Jawatankuasa;MABBIM;HTTP_fallback","C_HTML_REMOTE_HASHED_OFFICIAL_ROUTE_HTTP_FALLBACK","official HTML route probe","http://www.dbp.gov.bn/Jalinan%20Kerjasama/Jawatankuasa%20Tetap%20Bahasa%20Melayu%20Brunei%20Darussalam.aspx","HTTP","200","text/html; charset=utf-8","93727","F7F2A1888E97DBD412BFD3C15F69B0BCCEAFAD1CEF147744BAFEDD708E9C2943","MABBIM=6; Matematik=0; Aljabar=0; Gelanggang=0; Modul=0; Noether=0","official_public_HTTP_route; no explicit open redistribution license observed; no_license_clearance_claimed","manifest_only_remote_hash_no_payload","HTTP route is hashable governance context but no mathematics or higher-algebra source terms captured","no_TeX_or_source_package; not exact Malay algebra terminology or proof prose","Use as DBP governance provenance and continue item-level math terminology/source search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7DBPHTTP009","Brunei-Singapore","Brunei","Bahagian Pembinaan dan Pengembangan Bahasa HTTP fallback","Dewan Bahasa dan Pustaka Brunei","DBP;language_development;MABBIM_context;HTTP_fallback","C_HTML_REMOTE_HASHED_OFFICIAL_ROUTE_HTTP_FALLBACK","official HTML route probe","http://www.dbp.gov.bn/Tentang%20DBP/Bahagian%20Pembinaan%20dan%20Pengembangan%20Bahasa.aspx","HTTP","200","text/html; charset=utf-8","97502","740CBBF7E14B2C2656AF7B22B218BD8B317F31111279F6ACC9966D3EC7456612","MABBIM=13; Matematik=0; Aljabar=0; Gelanggang=0; Modul=0; Noether=0","official_public_HTTP_route; no explicit open redistribution license observed; no_license_clearance_claimed","manifest_only_remote_hash_no_payload","HTTP route is hashable language-governance context but no mathematics or higher-algebra source terms captured","no_TeX_or_source_package; not exact Malay algebra terminology or proof prose","Use as DBP governance provenance and continue item-level math terminology/source search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7DBPHTTP010","Brunei-Singapore","Brunei","DBP latest announcement MABBIM HTTP fallback","Dewan Bahasa dan Pustaka Brunei","DBP;MABBIM;announcement;HTTP_fallback","C_HTML_REMOTE_HASHED_OFFICIAL_ROUTE_HTTP_FALLBACK","official HTML announcement route probe","http://www.dbp.gov.bn/Lists/latest%20Announcement/NewDispForm.aspx?ID=71","HTTP","200","text/html; charset=utf-8","98487","B45F71C225E2674A04FD1633EEACDA19439E1C738E17A78D400559116499C3A8","MABBIM=1; Matematik=0; Aljabar=0; Gelanggang=0; Modul=0; Noether=0","official_public_HTTP_route; no explicit open redistribution license observed; no_license_clearance_claimed","manifest_only_remote_hash_no_payload","HTTP route is hashable MABBIM event/announcement context but no mathematics or higher-algebra source terms captured","no_TeX_or_source_package; not exact Malay algebra terminology or proof prose","Use as route freshness/context only and continue item-level math terminology/source search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
