"Script","Tex","ExitCode","PdfExists","Errors","Overfull","Underfull"
"latin","Noether_Paper06_Introduction_Interslavic_v001.tex","0","True","0","0","1"
"latin","Noether_Paper06_Section01_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section02_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section03_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section04_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section05_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section06_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section07_Interslavic_v001.tex","0","True","0","0","2"
"latin","Noether_Paper06_Section08_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section09_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section10_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section11_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section12_Interslavic_v001.tex","0","True","0","0","1"
"latin","Noether_Paper06_Section13_Interslavic_v001.tex","0","True","0","0","0"
"latin","Noether_Paper06_Section14_Interslavic_v001.tex","0","True","0","0","2"
"latin","Noether_Paper06_Section15_Interslavic_v001.tex","0","True","0","0","1"
"cyrillic","Noether_Paper06_Introduction_Interslavic_Cyrillic_v001.tex","0","True","0","0","6"
"cyrillic","Noether_Paper06_Section01_Interslavic_Cyrillic_v001.tex","0","True","0","0","6"
"cyrillic","Noether_Paper06_Section02_Interslavic_Cyrillic_v001.tex","0","True","0","0","1"
"cyrillic","Noether_Paper06_Section03_Interslavic_Cyrillic_v001.tex","0","True","0","0","4"
"cyrillic","Noether_Paper06_Section04_Interslavic_Cyrillic_v001.tex","0","True","0","0","6"
"cyrillic","Noether_Paper06_Section05_Interslavic_Cyrillic_v001.tex","0","True","0","0","3"
"cyrillic","Noether_Paper06_Section06_Interslavic_Cyrillic_v001.tex","0","True","0","0","1"
"cyrillic","Noether_Paper06_Section07_Interslavic_Cyrillic_v001.tex","0","True","0","0","4"
"cyrillic","Noether_Paper06_Section08_Interslavic_Cyrillic_v001.tex","0","True","0","0","2"
"cyrillic","Noether_Paper06_Section09_Interslavic_Cyrillic_v001.tex","0","True","0","0","5"
"cyrillic","Noether_Paper06_Section10_Interslavic_Cyrillic_v001.tex","0","True","0","0","3"
"cyrillic","Noether_Paper06_Section11_Interslavic_Cyrillic_v001.tex","0","True","0","0","1"
"cyrillic","Noether_Paper06_Section12_Interslavic_Cyrillic_v001.tex","0","True","0","0","2"
"cyrillic","Noether_Paper06_Section13_Interslavic_Cyrillic_v001.tex","0","True","0","0","2"
"cyrillic","Noether_Paper06_Section14_Interslavic_Cyrillic_v001.tex","0","True","0","0","8"
"cyrillic","Noether_Paper06_Section15_Interslavic_Cyrillic_v001.tex","0","True","0","0","7"
