"relative_path","role","bytes","sha256","media_type","publication_action","source_basis","caveat","existing_sga_concept_doi","last_observed_sga_live_version","supersedes"
"BUILD_LOG_SANITIZATION.md","public checkpoint documentation and QA evidence","1206","B333B50A068A54FF4FD7FA0C3861E5876FCA07745AC7119C9861226708AC6C4F","text/markdown","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English translation and public-safe QA apparatus; French arXiv TeX is sole textual authority; original print is audit-only; external English is control-only and excluded.","Bounded opening-through-I.7 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","If archive maintenance publishes this verified extension, it supersedes the prior opening-through-I.6 SGA 1 TeX, PDF, I.6 evidence package, and direct hash controls. Revisions r8 and r9 remain withheld nonpublic history and are not substitute payloads. Unrelated SGA 2, SGA 5, and SGA 6 files remain preserved."
"BUILD_SOURCE_RENDER_REVIEW_SUMMARY.md","public checkpoint documentation and QA evidence","1929","3C8D0EA3461FE7E58ACBA00B73E6BC016298F757167A3A4E4A7D0ABD0C7D77A8","text/markdown","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English translation and public-safe QA apparatus; French arXiv TeX is sole textual authority; original print is audit-only; external English is control-only and excluded.","Bounded opening-through-I.7 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","If archive maintenance publishes this verified extension, it supersedes the prior opening-through-I.6 SGA 1 TeX, PDF, I.6 evidence package, and direct hash controls. Revisions r8 and r9 remain withheld nonpublic history and are not substitute payloads. Unrelated SGA 2, SGA 5, and SGA 6 files remain preserved."
"CHECKPOINT_README.md","public checkpoint documentation and QA evidence","1810","04ABE8AFF1CF3B4CC2A03FBC5C053C0AA73C319BFEE5DE5FDA87DC6AEA946A37","text/markdown","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English translation and public-safe QA apparatus; French arXiv TeX is sole textual authority; original print is audit-only; external English is control-only and excluded.","Bounded opening-through-I.7 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","If archive maintenance publishes this verified extension, it supersedes the prior opening-through-I.6 SGA 1 TeX, PDF, I.6 evidence package, and direct hash controls. Revisions r8 and r9 remain withheld nonpublic history and are not substitute payloads. Unrelated SGA 2, SGA 5, and SGA 6 files remain preserved."
"CONTINUATION_CURSOR.md","public checkpoint documentation and QA evidence","585","990F14E11D950BAD8E05F824BA93CF1CEB149E730B6B5460EA670AECAF251824","text/markdown","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English translation and public-safe QA apparatus; French arXiv TeX is sole textual authority; original print is audit-only; external English is control-only and excluded.","Bounded opening-through-I.7 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","If archive maintenance publishes this verified extension, it supersedes the prior opening-through-I.6 SGA 1 TeX, PDF, I.6 evidence package, and direct hash controls. Revisions r8 and r9 remain withheld nonpublic history and are not substitute payloads. Unrelated SGA 2, SGA 5, and SGA 6 files remain preserved."
"CURSOR_METADATA_CORRECTION_I_7_R10.md","public checkpoint documentation and QA evidence","1412","126ABA20948BF00E269D5B50DA471500B92F06ED4D0289CF6E255A07349A0CA8","text/markdown","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English translation and public-safe QA apparatus; French arXiv TeX is sole textual authority; original print is audit-only; external English is control-only and excluded.","Bounded opening-through-I.7 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","If archive maintenance publishes this verified extension, it supersedes the prior opening-through-I.6 SGA 1 TeX, PDF, I.6 evidence package, and direct hash controls. Revisions r8 and r9 remain withheld nonpublic history and are not substitute payloads. Unrelated SGA 2, SGA 5, and SGA 6 files remain preserved."
"drafts/SGA1_I_5_English_source_draft.texfrag","editable source-audited section I.5 translation fragment","8801","D0959C14AEC3D333EDE96AFFBC6FA8320A223B0A5F2B482B7DCE0268868E8FF9","application/x-tex","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English translation and public-safe QA apparatus; French arXiv TeX is sole textual authority; original print is audit-only; external English is control-only and excluded.","Bounded opening-through-I.7 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","If archive maintenance publishes this verified extension, it supersedes the prior opening-through-I.6 SGA 1 TeX, PDF, I.6 evidence package, and direct hash controls. Revisions r8 and r9 remain withheld nonpublic history and are not substitute payloads. Unrelated SGA 2, SGA 5, and SGA 6 files remain preserved."
"drafts/SGA1_I_6_English_source_draft.texfrag","editable source-audited section I.6 translation fragment","2168","101CD6F1FC9C46E754E3AD31903863FCA2418DCF31A2E91D47637DF4815291EF","application/x-tex","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English translation and public-safe QA apparatus; French arXiv TeX is sole textual authority; original print is audit-only; external English is control-only and excluded.","Bounded opening-through-I.7 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","If archive maintenance publishes this verified extension, it supersedes the prior opening-through-I.6 SGA 1 TeX, PDF, I.6 evidence package, and direct hash controls. Revisions r8 and r9 remain withheld nonpublic history and are not substitute payloads. Unrelated SGA 2, SGA 5, and SGA 6 files remain preserved."
"drafts/SGA1_I_7_English_source_draft.texfrag","editable source-audited section I.7 translation fragment","13003","9158A7291A27FD6346D2678A91B359C92A4BDA71CD93D2C24BCBD16856E78F01","application/x-tex","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English translation and public-safe QA apparatus; French arXiv TeX is sole textual authority; original print is audit-only; external English is control-only and excluded.","Bounded opening-through-I.7 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","If archive maintenance publishes this verified extension, it supersedes the prior opening-through-I.6 SGA 1 TeX, PDF, I.6 evidence package, and direct hash controls. Revisions r8 and r9 remain withheld nonpublic history and are not substitute payloads. Unrelated SGA 2, SGA 5, and SGA 6 files remain preserved."
"evidence/build/BUILD_I_7_PASS1_PUBLIC.log","concise public build receipt","668","7BC97F38CE6D85D6836575B5E05810A0D9556412EFC49BCB49F3E1A88EBCA82F","text/plain","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English translation and public-safe QA apparatus; French arXiv TeX is sole textual authority; original print is audit-only; external English is control-only and excluded.","Bounded opening-through-I.7 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","If archive maintenance publishes this verified extension, it supersedes the prior opening-through-I.6 SGA 1 TeX, PDF, I.6 evidence package, and direct hash controls. Revisions r8 and r9 remain withheld nonpublic history and are not substitute payloads. Unrelated SGA 2, SGA 5, and SGA 6 files remain preserved."
"evidence/build/BUILD_I_7_PASS1_SANITIZED_FULL.log","path-scrubbed full compiler log","26260","16672771340FDDCC7F54496DC2CC038A03A92CB97E4A2BC57B72BC2F9962CADA","text/plain","PUBLISH_ONLY_AFTER_ARCHIVE_RIGHTS_SCOPE_AND_LIVE_STATE_REVIEW","Task-owned English translation and public-safe QA apparatus; French arXiv TeX is sole textual authority; original print is audit-only; external English is control-only and excluded.","Bounded opening-through-I.7 working translation only; not complete SGA 1, a critical edition, peer review, mathematical certification, independent human review, or a rights determination.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","If archive maintenance publishes this verified extension, it supersedes the prior opening-through-I.6 SGA 1 TeX, PDF, I.6 evidence package, and direct hash controls. Revisions r8 and r9 remain withheld nonpublic history and are not substitute payloads. Unrelated SGA 2, SGA 5, and SGA 6 files remain preserved."
