"lane","delta_status","source_path","source_relative_path","package_relative_path","bytes","sha256","source_last_write_utc","package_action","base_package","base_sha256","base_bytes"
"noether-non-slavic-core-lane","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","lane_outputs\noether-non-slavic-core-lane\NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","22001","FE789A57F20254BD7FFA23C84E93A36238E122CA333B0F71D59AB9B3228A7C1B","2026-07-04T04:36:47.9039677Z","copied","149","15902EEF845796711C8E6227C37D83506E6CE596EA1DB6B8A21B7BC09B3F900E","19550"
"noether-olp-relation-function-support","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_DURABLE_RUN_LOG_20260704.json","SESSION_K_DURABLE_RUN_LOG_20260704.json","lane_outputs\noether-olp-relation-function-support\SESSION_K_DURABLE_RUN_LOG_20260704.json","4848","46CC9D352EF879AA96A72F125A06FFFA37B8E29800DC0DFC9654F9EC252B090D","2026-07-04T04:30:47.9510967Z","copied","149","634A3FCD0315CC69A340A1902E1550DA3D7928C9A6AE460F0F3AE588FD159902","4704"
"noether-olp-relation-function-support","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_DURABLE_RUN_LOG_20260704.md","SESSION_K_DURABLE_RUN_LOG_20260704.md","lane_outputs\noether-olp-relation-function-support\SESSION_K_DURABLE_RUN_LOG_20260704.md","11349","6A2AFD6E0DA1267E3BBAA1B20880271EF297B568508B3A77DFFA0347ABCB8B58","2026-07-04T04:30:47.9510967Z","copied","149","76EDC22A35E48537BB1159A9411B5801266D93EFF3447A3019890B9AB794331C","11212"
"noether-olp-relation-function-support","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_20260704.sha256","SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_20260704.sha256","lane_outputs\noether-olp-relation-function-support\SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_20260704.sha256","4580","0DBA1CA7A0B5559ED38CFBCD7EC6A108FC8779381A39DE6FCC89BDF56768B898","2026-07-04T04:31:32.1679580Z","copied","149","12E43CE952D2F35F8366669443916BCE8168417468CF81ED92EB4199169E631A","4580"
"noether-olp-relation-function-support","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_MANIFEST_20260704.json","SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_MANIFEST_20260704.json","lane_outputs\noether-olp-relation-function-support\SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_MANIFEST_20260704.json","7656","AFFDE3E2831B5A0B5C8C5D7181A365D34E720FC0F6A0AC3694F3B3C0758F22BD","2026-07-04T04:31:32.1659483Z","copied","149","E5523688B9A08296B18B6EB860A36231C465179714040E014DBF3E91E4B868F7","7656"
"noether-olp-relation-function-support","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_MANIFEST_20260704.md","SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_MANIFEST_20260704.md","lane_outputs\noether-olp-relation-function-support\SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_MANIFEST_20260704.md","6845","75125D8052A72F21868AAB23C6AD18E5474E36C840F622FD10E26FAED1C4F617","2026-07-04T04:31:32.1619288Z","copied","149","BAE89F44BC23B6A95476F016B28EF80BFC9DE8D9582D85A43BF41A54EE486584","6845"
"noether-olp-relation-function-support","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_ZENODO_HANDOFF_READER_FIX_PASS_20260704.csv","SESSION_K_ZENODO_HANDOFF_READER_FIX_PASS_20260704.csv","lane_outputs\noether-olp-relation-function-support\SESSION_K_ZENODO_HANDOFF_READER_FIX_PASS_20260704.csv","3343","99B271A2A6FDA8F435E13FC01B39F74D93CD28CAA72372FACEE5FFFD72FFE8EA","2026-07-04T04:30:47.9451138Z","copied","149","8614699E10636F20198D20587D3D58EF4EAC9AF36D9316FAFE1A291B893EDE15","3230"
"noether-olp-relation-function-support","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_ZENODO_HANDOFF_READER_FIX_PASS_20260704.json","SESSION_K_ZENODO_HANDOFF_READER_FIX_PASS_20260704.json","lane_outputs\noether-olp-relation-function-support\SESSION_K_ZENODO_HANDOFF_READER_FIX_PASS_20260704.json","4654","8B90CB7625076262CAB6D939BF71C31E52B221961EAF72C21FE309ACD9AFA669","2026-07-04T04:30:47.9510967Z","copied","149","AD5EFFB85065165402A0C821184D7CDECD77EAD9E8DDAFADEAA85151F7800FA3","4510"
"noether-olp-relation-function-support","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_ZENODO_HANDOFF_READER_FIX_PASS_20260704.md","SESSION_K_ZENODO_HANDOFF_READER_FIX_PASS_20260704.md","lane_outputs\noether-olp-relation-function-support\SESSION_K_ZENODO_HANDOFF_READER_FIX_PASS_20260704.md","3968","20E457E167BA6DF17129CFADC3D3137AB932D8BB815FAE79C72FF812631193A0","2026-07-04T04:30:47.9510967Z","copied","149","837E021370CEBC2B71A4064C3837B9923B632D2E921B3333DB04F8B2CEFA50A5","3824"
"noether-persianate-tajik-source-evidence-draft-lane","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_FA_IR_PRS_AF_CORPUS_TRANSLATION_SLICES_DRAFT_20260704.md","NOETHER_FA_IR_PRS_AF_CORPUS_TRANSLATION_SLICES_DRAFT_20260704.md","lane_outputs\noether-persianate-tajik-source-evidence-draft-lane\NOETHER_FA_IR_PRS_AF_CORPUS_TRANSLATION_SLICES_DRAFT_20260704.md","244958","C68C511C4DAE2E7DE84325A54BB0428FADDF936E0EE7C730F3BBE3B2D48354D7","2026-07-04T04:38:34.7750685Z","copied","149","BDAED0E40916FCE528B83FE590BEE3380AA91B2A959BC7B6776429B25238A9F4","139906"
"noether-slavic-canonical-baseline","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_BASELINE_GAP_CLOSURE_REGISTER_20260704.csv","NOETHER_SLAVIC_BASELINE_GAP_CLOSURE_REGISTER_20260704.csv","lane_outputs\noether-slavic-canonical-baseline\NOETHER_SLAVIC_BASELINE_GAP_CLOSURE_REGISTER_20260704.csv","4688","34F809E2624F43F8D7B1E69535C751262F0995868D3027819659C7B5D0344378","2026-07-04T04:34:38.9626779Z","copied","149","D0FD8B152CB1DCE5CB5C162396E0FEE4237A6D59BCA38FECDE9E8B029B96EEB3","4325"
"noether-slavic-canonical-baseline","MISSING_FROM_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T062926.csv","NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T062926.csv","lane_outputs\noether-slavic-canonical-baseline\NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T062926.csv","2704","8035E0D2F7D801DA21F79CECCD026FCF22A499DFDCBFF09EA6503D9D08DE7144","2026-07-04T04:31:36.1301892Z","copied","149",,
"noether-slavic-canonical-baseline","MISSING_FROM_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T063254.csv","NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T063254.csv","lane_outputs\noether-slavic-canonical-baseline\NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T063254.csv","2882","F78E529525992352E7FE1A9FB6D4067DF5076E6676ECAF8B2331D3A949A9B273","2026-07-04T04:33:40.9328304Z","copied","149",,
"noether-slavic-canonical-baseline","MISSING_FROM_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T063501.csv","NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T063501.csv","lane_outputs\noether-slavic-canonical-baseline\NOETHER_SLAVIC_CANONICAL_BASELINE_OUTPUT_HASHES_20260704T063501.csv","3024","293BB63F978EFA2B0AC78B95EC3907325EE9A6C756929A01447C75C2C6908107","2026-07-04T04:35:51.6992280Z","copied","149",,
"noether-slavic-canonical-baseline","HASH_CHANGED_AFTER_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_CANONICAL_BASELINE_RUN_LOG_20260704.md","NOETHER_SLAVIC_CANONICAL_BASELINE_RUN_LOG_20260704.md","lane_outputs\noether-slavic-canonical-baseline\NOETHER_SLAVIC_CANONICAL_BASELINE_RUN_LOG_20260704.md","15344","DB313D13BD35C316B9F6B3B2EBA9432F742B175898A1B215225E20A5458536EC","2026-07-04T04:35:11.4383065Z","copied","149","1C14EE814A9901AA12F4171352ABCEEE99FEA44EE5BAD3F63E4B9E49AD5E0D2A","12477"
"noether-slavic-canonical-baseline","MISSING_FROM_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_UNDERREPRESENTED_BRANCH_EXTENSION_SCAN_20260704.csv","NOETHER_SLAVIC_UNDERREPRESENTED_BRANCH_EXTENSION_SCAN_20260704.csv","lane_outputs\noether-slavic-canonical-baseline\NOETHER_SLAVIC_UNDERREPRESENTED_BRANCH_EXTENSION_SCAN_20260704.csv","5326","7445432215864C585FB425BD7512C8C14F9BD8B76EFC951C176B7CDFC289A75A","2026-07-04T04:34:38.9508916Z","copied","149",,
"noether-slavic-canonical-baseline","MISSING_FROM_PKG149","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_UNDERREPRESENTED_BRANCH_EXTENSION_SCAN_20260704.md","NOETHER_SLAVIC_UNDERREPRESENTED_BRANCH_EXTENSION_SCAN_20260704.md","lane_outputs\noether-slavic-canonical-baseline\NOETHER_SLAVIC_UNDERREPRESENTED_BRANCH_EXTENSION_SCAN_20260704.md","5047","6DA08FB412B00B2095E3DCF625EC9464EFF9E57EC3612C30BE8FAE4CB4D5335C","2026-07-04T04:34:38.9529005Z","copied","149",,
