"filename","bytes","sha256","role"
"00_READ_ME_FIRST.md","5286","F3CBBCDD7EEC25E264A6B57C3CAF46930BFCC50CB666851887DC2BDBB3DB0E39","front_document"
"01_FAC_Codex_Blind_English_Reader_through_no79.pdf","464779","0598183A783A2F8DCDB2EF021920EB1EB302FD423268A0BBC3866DE1058B4F98","reader"
"02_FAC_Codex_Complete_English_Reader.pdf","484479","707D851ECCB0B663A4347F9EB876D2157F36FED1C5D9B18794CAAE04FA671A6C","reader"
"03_FAC_Blind_Comparator_Unit_Reviews.csv","51218","09F2D367C565D71F68ECC195E34BD2FB9DBEE72FD098EBB747CBEDF1A4E16E7E","machine_evidence"
"04_FAC_Blind_Comparator_Findings.csv","68365","2291410CD5BE0C483E159769E45B9B79F378FBDA28857E1B5A1597C78403AE73","machine_evidence"
"05_FAC_Quality_Assessment_Report.md","5041","D0E6BC1B58F532937D3C59E784014CDB605493B1BB6C621AC3B79F1FBBEE805D","provenance_and_method"
"06_FAC_Model_and_Process_Provenance.md","3218","0672AF8CA934F14C5D1850E1C3AF5DC83DDD09087D529D6016A2A2ACE0DD396B","provenance_and_method"
"07_FAC_Editorial_Decision_Logbook.md","141602","48B282DE4CC62EACB652A0AAB583ED444A0FB9800B8C701C8A4978F76814A2BB","provenance_and_method"
"08_FAC_Self_Correction_Ledger.csv","156637","1901D70F3997A7864CB34BDD52FF47BB60F143474575DE07FE320F782D6F33C9","machine_evidence"
"09_FAC_Project_Logbook.md","215833","B945C5F09AADB3A6785EF5A7D2F9A7DBC34CD54C89FBFFE4C181243358D8DAD5","provenance_and_method"
"10_RIGHTS_AND_LIMITS.md","1722","5DDD5127D6EB6A9B6838F623445AB6101340C65068312D5734C94204AFE54652","provenance_and_method"
"11_FAC_Source_and_Comparator_Identities.csv","2689","CE2F6B65CD563483D5107B7176E4358B0179617BF6F551F51D00F9895C6F4E0D","machine_evidence"
"12_DEDICATED_DOI_PROCESS_LOGBOOK.md","7692","EAC31723A2800251DCB2563E9515D13349F33CD8994F46FBF655CE9DE6FED27F","provenance_and_method"
"13_FAC_Blind_Comparator_Inventory.csv","53297","AD8D4A8A242BBE3A5FD6606928904151A067F303C1780BF072BE909CD7F744AB","machine_evidence"
"14_FAC_Blind_Input_Identities.csv","15492","76FB5CB89C484AD21BC8813C1DBFE9960C1AA209F678A7B1D1E129F7F19AB102","machine_evidence"
"15_FAC_Blind_Comparator_Validation.json","2547","05FF84EA79EBBAA9722ED6EAD3D2CA0D4CDB60A2CADA5B243027FB652AE810E9","provenance_and_method"
"16_FAC_Project_English_and_French_TeX_Source_Layers.zip","366652","63D3FE08F89528DC205F8FF4F315867344ED6FE6344C767F514F6163BDA2FA04","editable_source_bundle"
"18_PACKAGE_VALIDATION_SUPERSEDED_R1_FALSE_PASS.json","3933","948C5389713F96618EC3C357751ADA5E5F46BCC312EEA10A6061437F5D01D21D","adverse_validation_history"
"19_PACKAGE_VALIDATION_SUPERSEDED_R2_BAD_ID_COLUMN.json","4265","DD0417B92259302C2F07CC90E78074FF3F2DA255BF33324BEB2A7F83C5E834C7","adverse_validation_history"
"VALIDATE_FAC_DOI_PACKAGE.ps1","15304","BFDC533F1552363FD95DE10B8D43A68EF55793EA00C4A5985205C4B1621C65D9","package_validator"
