"file_id","relative_path","bytes","sha256","media_type","release_role","scope","authority","status","caveat"
"SGA6-IDX693-702-PUBLIC-001","BUILD_AND_EXTRACTION_VALIDATION.md","1302","4AA68E1C9C0F95C304F1AE55292E304A2AA67194C5D4BB429BB6C790AF2C59CD","text/markdown","build_extraction_render_validation","SGA6 Expose XIV idx693-idx702; printed680-689; sourcePDF683-692; terminal cursor no idx703","French admitted through idx684 plus ultimate scan control for idx693-idx702; source pixels excluded","bounded_source_checked_terminal_working_translation","not a recertification of earlier layers, critical edition, mathematical certification, human peer review, or blanket rights determination"
"SGA6-IDX693-702-PUBLIC-002","evidence/producer/BUILD_SUMMARY_PUBLIC.md","842","B2C98B52611F5A7BF0CF03880B3511A147B94317D9387F41B47FDD3EE0CC5F61","text/markdown","producer_build_summary_exact","SGA6 Expose XIV idx693-idx702; printed680-689; sourcePDF683-692; terminal cursor no idx703","French admitted through idx684 plus ultimate scan control for idx693-idx702; source pixels excluded","bounded_source_checked_terminal_working_translation","not a recertification of earlier layers, critical edition, mathematical certification, human peer review, or blanket rights determination"
"SGA6-IDX693-702-PUBLIC-003","evidence/producer/SHA256SUMS.csv","2448","57F4AFCC3B5A7F8C4A0100F119D853944E470F8FEFA37CD95C4310D88AB6EB75","text/csv","producer_custody_manifest_exact","SGA6 Expose XIV idx693-idx702; printed680-689; sourcePDF683-692; terminal cursor no idx703","French admitted through idx684 plus ultimate scan control for idx693-idx702; source pixels excluded","bounded_source_checked_terminal_working_translation","not a recertification of earlier layers, critical edition, mathematical certification, human peer review, or blanket rights determination"
"SGA6-IDX693-702-PUBLIC-004","evidence/producer/STATUS.md","2024","74CC6CDD7F58E7C1BB16B5B0F739B28A667FA82B80625241EEC15D9F86319868","text/markdown","producer_dispatch_status_exact","SGA6 Expose XIV idx693-idx702; printed680-689; sourcePDF683-692; terminal cursor no idx703","French admitted through idx684 plus ultimate scan control for idx693-idx702; source pixels excluded","bounded_source_checked_terminal_working_translation","not a recertification of earlier layers, critical edition, mathematical certification, human peer review, or blanket rights determination"
"SGA6-IDX693-702-PUBLIC-005","evidence/rendered_pdf/page-01.png","341403","23A252B6A85D647659CF889BE43001B678161F63F65D66AF4751B714D0A847A1","image/png","project_generated_visual_qa","SGA6 Expose XIV idx693-idx702; printed680-689; sourcePDF683-692; terminal cursor no idx703","French admitted through idx684 plus ultimate scan control for idx693-idx702; source pixels excluded","bounded_source_checked_terminal_working_translation","not a recertification of earlier layers, critical edition, mathematical certification, human peer review, or blanket rights determination"
"SGA6-IDX693-702-PUBLIC-006","evidence/rendered_pdf/page-02.png","316185","C590B93E3D0CFCD1DE249EA7D98F8A8D85AD100FBAC3632517AFC061BFE636F1","image/png","project_generated_visual_qa","SGA6 Expose XIV idx693-idx702; printed680-689; sourcePDF683-692; terminal cursor no idx703","French admitted through idx684 plus ultimate scan control for idx693-idx702; source pixels excluded","bounded_source_checked_terminal_working_translation","not a recertification of earlier layers, critical edition, mathematical certification, human peer review, or blanket rights determination"
"SGA6-IDX693-702-PUBLIC-007","evidence/rendered_pdf/page-03.png","346446","A922A33CF71B6D4FDE05FE7EA2EF8104CF59200D0B31D48C69D5EB2343CFC834","image/png","project_generated_visual_qa","SGA6 Expose XIV idx693-idx702; printed680-689; sourcePDF683-692; terminal cursor no idx703","French admitted through idx684 plus ultimate scan control for idx693-idx702; source pixels excluded","bounded_source_checked_terminal_working_translation","not a recertification of earlier layers, critical edition, mathematical certification, human peer review, or blanket rights determination"
"SGA6-IDX693-702-PUBLIC-008","evidence/rendered_pdf/page-04.png","429338","299AADD372D27D573FE4DE89123BC747A356E737781189AF815C568AA6CDD3D2","image/png","project_generated_visual_qa","SGA6 Expose XIV idx693-idx702; printed680-689; sourcePDF683-692; terminal cursor no idx703","French admitted through idx684 plus ultimate scan control for idx693-idx702; source pixels excluded","bounded_source_checked_terminal_working_translation","not a recertification of earlier layers, critical edition, mathematical certification, human peer review, or blanket rights determination"
"SGA6-IDX693-702-PUBLIC-009","evidence/rendered_pdf/page-05.png","421119","20383751BECE427366991A9DBFF6906DAA7072FC9EC41ACC4168AFAEB34171C8","image/png","project_generated_visual_qa","SGA6 Expose XIV idx693-idx702; printed680-689; sourcePDF683-692; terminal cursor no idx703","French admitted through idx684 plus ultimate scan control for idx693-idx702; source pixels excluded","bounded_source_checked_terminal_working_translation","not a recertification of earlier layers, critical edition, mathematical certification, human peer review, or blanket rights determination"
"SGA6-IDX693-702-PUBLIC-010","evidence/rendered_pdf/page-06.png","333718","89FDCE537397E71453F94713CBE92E52BA3C7DA507FF2E0F5EC8EDD867C24AF5","image/png","project_generated_visual_qa","SGA6 Expose XIV idx693-idx702; printed680-689; sourcePDF683-692; terminal cursor no idx703","French admitted through idx684 plus ultimate scan control for idx693-idx702; source pixels excluded","bounded_source_checked_terminal_working_translation","not a recertification of earlier layers, critical edition, mathematical certification, human peer review, or blanket rights determination"
