source_root_label,source_root,relative_path,archive_member,bytes,sha256,duplicate_of_archive_member,category
modern_latex_manuscripts_noether_sources,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\modern-latex-manuscripts-20260609-174659\sources\noether,final-numbered-papers-audit-with-table-restoration/Noether_Batch51_Paper43_Idealdifferentiation_complete_Original_German_MODERN_TEX.tex,source_roots/modern_latex_manuscripts_noether_sources/final-numbered-papers-audit-with-table-restoration/Noether_Batch51_Paper43_Idealdifferentiation_complete_Original_German_MODERN_TEX.tex,32337,EE3203CC2751AFB381B670AD535565667B4D18780CCD96307606BE8078C3E3E5,,source_level_tex_latex_candidate
modern_latex_manuscripts_noether_sources,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\modern-latex-manuscripts-20260609-174659\sources\noether,final-numbered-papers-audit-with-table-restoration/Noether_FINAL_Cumulative_Original_German_MODERN_TEX_numbered_papers_complete_AUDITED.tex,source_roots/modern_latex_manuscripts_noether_sources/final-numbered-papers-audit-with-table-restoration/Noether_FINAL_Cumulative_Original_German_MODERN_TEX_numbered_papers_complete_AUDITED.tex,1706578,3C17DAF3EA8E8383C9A18B86379560FC1AA7F69C4E8A6FD7088D9B12AC7AC16E,,source_level_tex_latex_candidate
modern_latex_manuscripts_noether_sources,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\modern-latex-manuscripts-20260609-174659\sources\noether,final-numbered-papers-audit-with-table-restoration/patches/Noether_Paper34_Product_Table_Patch_English_MODERN_TEX.tex,source_roots/modern_latex_manuscripts_noether_sources/final-numbered-papers-audit-with-table-restoration/patches/Noether_Paper34_Product_Table_Patch_English_MODERN_TEX.tex,1248,7939AFB3E88F6FFB851A325D11D526D916306DBB8DFA80A66DD424D5DAC5461F,,source_level_tex_latex_candidate
modern_latex_manuscripts_noether_sources,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\modern-latex-manuscripts-20260609-174659\sources\noether,final-numbered-papers-audit-with-table-restoration/patches/Noether_Paper34_Product_Table_Patch_Original_German_MODERN_TEX.tex,source_roots/modern_latex_manuscripts_noether_sources/final-numbered-papers-audit-with-table-restoration/patches/Noether_Paper34_Product_Table_Patch_Original_German_MODERN_TEX.tex,1219,44D7557F765399577ADE4DF41CB156A8F0E05AFA02F80546C9D9FE7A65A4DE1B,,source_level_tex_latex_candidate
modern_latex_manuscripts_noether_sources,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\modern-latex-manuscripts-20260609-174659\sources\noether,original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_001_050.tex,source_roots/modern_latex_manuscripts_noether_sources/original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_001_050.tex,23579,B69D2C4FCC7DA5122040A23B06DF8D535EA244897C4961F675243D451C933CBA,,source_level_tex_latex_candidate
modern_latex_manuscripts_noether_sources,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\modern-latex-manuscripts-20260609-174659\sources\noether,original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_051_100.tex,source_roots/modern_latex_manuscripts_noether_sources/original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_051_100.tex,55684,087AC5BE8594E01D74B880ABB5B37C1E28B91A0466626B07B9363D96145ACA92,,source_level_tex_latex_candidate
modern_latex_manuscripts_noether_sources,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\modern-latex-manuscripts-20260609-174659\sources\noether,original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_101_150.tex,source_roots/modern_latex_manuscripts_noether_sources/original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_101_150.tex,95404,CC8AC591DB0FE5F1636036E2B6E25BD65F00C4B69E067A36A6E0CA3A775C5487,,source_level_tex_latex_candidate
modern_latex_manuscripts_noether_sources,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\modern-latex-manuscripts-20260609-174659\sources\noether,original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_151_200.tex,source_roots/modern_latex_manuscripts_noether_sources/original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_151_200.tex,130251,C417DDD8DD6A3C7CB40ADCC37E4AB13C5BD7DC8DF04C96744B15474D096DC0D9,,source_level_tex_latex_candidate
modern_latex_manuscripts_noether_sources,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\modern-latex-manuscripts-20260609-174659\sources\noether,original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_201_250.tex,source_roots/modern_latex_manuscripts_noether_sources/original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_201_250.tex,147490,DC42926C5998126A8FBC29CEB96F526334393EDCD6F1BFCB25D012678E5E6C8B,,source_level_tex_latex_candidate
modern_latex_manuscripts_noether_sources,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\modern-latex-manuscripts-20260609-174659\sources\noether,original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_251_300.tex,source_roots/modern_latex_manuscripts_noether_sources/original_language_source_tex_and_component_pdfs/noether_selected_works/corpus_source_selected/noether/noether_pages_251_300.tex,126693,7149D02D150E71998AB2226F70BA4FA627D4CEC28D31EB48D256CD1864400EC0,,source_level_tex_latex_candidate
