source_root,relative_path,block_reason
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T211448Z_persian_arabic_tex_source_first/arabic/arabi/source/arabi/arabi/texmf/doc/latex/arabi/testplaintex.tex,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T211448Z_persian_arabic_tex_source_first/arabic/arabtex/source/arabtex/texinput/arababel.sty,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T211531Z_persian_arabic_tex_source_first/arabic/arabi/source/arabi/arabi/texmf/doc/latex/arabi/testplaintex.tex,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T211531Z_persian_arabic_tex_source_first/arabic/arabtex/source/arabtex/texinput/arababel.sty,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T211612Z_persian_arabic_tex_source_first/arabic/arabi/source/arabi/arabi/texmf/doc/latex/arabi/testplaintex.tex,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T211612Z_persian_arabic_tex_source_first/arabic/arabtex/source/arabtex/texinput/arababel.sty,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213451Z_deep_tex_source_register/persian_farsi/ctan/simurgh/source/simurgh/tex/simurgh-doc.cls,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213558Z_deep_tex_source_register/persian_farsi/ctan/simurgh/source/simurgh/tex/simurgh-doc.cls,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T213737Z_deep_tex_source_register/persian_farsi/ctan/simurgh/source/simurgh/tex/simurgh-doc.cls,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214313Z_east_southeast_asia_regional_math/html_metadata/korean/snu_algebraic_geometry_course.html,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214313Z_east_southeast_asia_regional_math/html_metadata/korean/snu_modern_algebra_course.html,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/east_asia/cjk/ctan_xecjk/source/xecjk/xeCJK.dtx,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/east_asia/japanese/ctan_luatexja/source/luatexja/src/patches/lltjp-listings.sty,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T214627Z_asia_wide_tex_source_register/east_asia/japanese/ctan_luatexja/source/luatexja/src/patches/lltjp-siunitx.sty,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/east_asia/cjk/ctan_xecjk/source/xecjk/xeCJK.dtx,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/east_asia/japanese/ctan_luatexja/source/luatexja/src/patches/lltjp-listings.sty,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/east_asia/japanese/ctan_luatexja/source/luatexja/src/patches/lltjp-siunitx.sty,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628T215200Z_asia_wide_tex_source_register/west_south_central_asia/arabic_script/ctan_arabtex/source/arabtex/texinput/arababel.sty,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628_french_spanish_native_math_register/tex_corpus/french/1811.11454v3/IEEEtran.cls,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628_french_spanish_native_math_register/tex_corpus/french/2307.10288v4/labelfig.tex,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628_french_spanish_native_math_register/unpacked_source_packages_expanded/french/1811.11454v3/raw/IEEEtran.cls,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260628_french_spanish_native_math_register/unpacked_source_packages_expanded/french/2307.10288v4/raw/labelfig.tex,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260629T073000Z_r7_cjk_tibeto_burman_pacific_local_standard_decisions/copied_prior_evidence/cjk_sinosphere/korean/html_metadata/snu_algebraic_geometry_course.html,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260629T073000Z_r7_cjk_tibeto_burman_pacific_local_standard_decisions/copied_prior_evidence/cjk_sinosphere/korean/html_metadata/snu_modern_algebra_course.html,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260629T081242Z_r8_comparator_only_auxlang_boundary/downloaded_evidence/euro_lexical/esperanto_lernu_grammar.html,CREDENTIAL_QUERY_OR_FIELD
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260629T081242Z_r8_comparator_only_auxlang_boundary/source_packages_extracted/pandunia_master_source/pandunia-master/docs/en/makal_tema_pandunia.md,AWS_ACCESS_KEY_ID_SHAPED
C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources,non_slavic_reference_corpus/20260629T081242Z_r8_comparator_only_auxlang_boundary/source_packages_extracted/pandunia_master_source/pandunia-master/docs/fi/makal_tema_pandunia.md,AWS_ACCESS_KEY_ID_SHAPED
