"object_type","object_id","git_path","branch_head","byte_count"
"blob","6ff9f78219a3c1886b33547dc27cd96e477a53cf","audits/r3-branch-reconciliation-b3-delta-audit-20260706/BRANCH_R3_VISIBLE_PATHS.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","901055"
"blob","295060f38f629be06d19b2128817acf5033d6001","audits/r3-branch-reconciliation-b3-delta-audit-20260706/BRANCH_RECONCILIATION_MATRIX.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","12461"
"blob","8bf577d091e5ab94f01de97143b41b5507cec0dc","audits/r3-branch-reconciliation-b3-delta-audit-20260706/BRANCH_STATE_AND_VALIDATION.json","c7fb7e644e04102b67cc5da379ba9d4226feaef8","977"
"blob","8c0242a17fef8c4e7174185478d463e29ac2a79a","audits/r3-branch-reconciliation-b3-delta-audit-20260706/EXACT_BRANCH_ROOT_FILE_COMPARISON.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","161940"
"blob","45ca2dd2b07035d0ea34eebb7a391e72b48cebcb","audits/r3-branch-reconciliation-b3-delta-audit-20260706/EXACT_BRANCH_ROOT_ROLLUP.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","562"
"blob","ef6239f49ba541079e8a5b3633dee8c44f178b18","audits/r3-branch-reconciliation-b3-delta-audit-20260706/LANGUAGE_BOUNDARY_AND_SCRIPT_GUARDS.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","1396"
"blob","d0f8c275903357eee65d1f53becedc00ed94c26b","audits/r3-branch-reconciliation-b3-delta-audit-20260706/LOCAL_R3_ARTIFACT_INVENTORY.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","4057"
"blob","01cb3d8b5f782c65fc22ac6570529df05d0bca6c","audits/r3-branch-reconciliation-b3-delta-audit-20260706/LOCAL_R3_FILE_DELTA_FOR_B3.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","233844"
"blob","013a62feb409c169961ea1b0b8f98f6bdb66c2af","audits/r3-branch-reconciliation-b3-delta-audit-20260706/LOGBOOK_EXCERPT.md","c7fb7e644e04102b67cc5da379ba9d4226feaef8","897"
"blob","e302811a0dda23ef96c5c46e744e38e2358f414a","audits/r3-branch-reconciliation-b3-delta-audit-20260706/MANIFEST.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","3187"
"blob","06b72c3a6864388c1f526baada1e6e2a94fa28c6","audits/r3-branch-reconciliation-b3-delta-audit-20260706/NEXT_UPLOAD_AND_RECOVERY_ACTIONS.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","1400"
"blob","614e2a09379ebae021faad922d9d436c8b583f8a","audits/r3-branch-reconciliation-b3-delta-audit-20260706/README.md","c7fb7e644e04102b67cc5da379ba9d4226feaef8","1934"
"blob","5bd6c257d2541f918021ff59d19c857e92b5eedd","audits/r3-branch-reconciliation-b3-delta-audit-20260706/ROW_TOTALS_BLOCKERS_AND_DRAFT_COUNTS.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","5147"
"blob","e881ab29bc9cb3d604e30b7da6720d055a22e069","audits/r3-branch-reconciliation-b3-delta-audit-20260706/SCRIPT_CODEPOINT_NOTES_CARRIED_FORWARD.csv","c7fb7e644e04102b67cc5da379ba9d4226feaef8","4337"
"blob","03ea6bcdbb34c1245f1becb69c3aaf65ad6261fe","audits/r3-branch-reconciliation-b3-delta-audit-20260706/SHA256SUMS.txt","c7fb7e644e04102b67cc5da379ba9d4226feaef8","1365"
"blob","738f5d0fdeae6597d96a30df0ba57aed268da748","docs/records/islamic-arabic.md","c7fb7e644e04102b67cc5da379ba9d4226feaef8","4936"
"blob","77212b07f3c7b6e46d6baba5c35ad892d0b77929","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/arxiv.org/arxiv_2504.12179.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","242840"
"blob","cfd7ae8e1de8057ec520120f109c28b118b9266e","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/edu.qu.edu.iq/_-_-_-_-_-_-2025-2026.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","5051305"
"blob","fe4b3e270b2fd3795de685821268bf30616884ce","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/fezzanu.edu.ly/189.html","c7fb7e644e04102b67cc5da379ba9d4226feaef8","536609"
"blob","05f5f0ad3c5b34241c1ba54d9da722123028c905","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/uomustansiriyah.edu.iq/12_2019_05_29_01_03_09_PM.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","647885"
"blob","5f6919d8cac03682bc7855980584cea36a0ef79c","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/uomustansiriyah.edu.iq/161_2024_08_27_11_27_01_PM.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","2410949"
"blob","8b41a33bf8d8f8a2093bc51dd8fb3eaaf95c3f80","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/uomustansiriyah.edu.iq/192_2019_10_20_08_53_36_PM.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","5456693"
"blob","4c840e4a6c84ea6ef723891b49d1f351002bb622","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/www.aiu.edu.sy/prufer-ring-and-arithmetical-ring.html","c7fb7e644e04102b67cc5da379ba9d4226feaef8","164215"
"blob","6b90a0bd103d19089a8a0330c0e156c480704066","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/www.jmilne.org/GTarabic.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","1180346"
"blob","add3d878202a1e91ae15fa2aac2b24b32428ac1b","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/www.jmilne.org/gt.html","c7fb7e644e04102b67cc5da379ba9d4226feaef8","5027"
