current_head,artifact_name,local_path,branch_path,local_present,branch_visible_at_c33e09eb,row_count_if_csv,source_use_label,publication_boundary
c33e09ebe4527ded37b7fbf491d16350f12578cf,B3_UPLOADER_READY_SUMMARY.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\B3_UPLOADER_READY_SUMMARY.csv,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/B3_UPLOADER_READY_SUMMARY.csv,true,true,1,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
c33e09ebe4527ded37b7fbf491d16350f12578cf,MANIFEST.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\MANIFEST.csv,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/MANIFEST.csv,true,true,13,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
c33e09ebe4527ded37b7fbf491d16350f12578cf,PACKAGE_VALIDATION.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\PACKAGE_VALIDATION.json,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/PACKAGE_VALIDATION.json,true,true,,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
c33e09ebe4527ded37b7fbf491d16350f12578cf,R3_68C877C0_595_PACKET_VISIBILITY.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\R3_68C877C0_595_PACKET_VISIBILITY.csv,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/R3_68C877C0_595_PACKET_VISIBILITY.csv,true,true,11,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
c33e09ebe4527ded37b7fbf491d16350f12578cf,R3_68C877C0_ADVERSE_BOUNDARY_LEDGER.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\R3_68C877C0_ADVERSE_BOUNDARY_LEDGER.csv,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/R3_68C877C0_ADVERSE_BOUNDARY_LEDGER.csv,true,true,3,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
c33e09ebe4527ded37b7fbf491d16350f12578cf,R3_68C877C0_BLOCKERS_ACTIVE_RECOVERY_REFRESH.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\R3_68C877C0_BLOCKERS_ACTIVE_RECOVERY_REFRESH.csv,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/R3_68C877C0_BLOCKERS_ACTIVE_RECOVERY_REFRESH.csv,true,true,1156,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
c33e09ebe4527ded37b7fbf491d16350f12578cf,R3_68C877C0_BRANCH_DELTA.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\R3_68C877C0_BRANCH_DELTA.csv,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/R3_68C877C0_BRANCH_DELTA.csv,true,true,68,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
c33e09ebe4527ded37b7fbf491d16350f12578cf,R3_68C877C0_FORMULA_INTERLINEAR_NOTES_REFRESH.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\R3_68C877C0_FORMULA_INTERLINEAR_NOTES_REFRESH.csv,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/R3_68C877C0_FORMULA_INTERLINEAR_NOTES_REFRESH.csv,true,true,148,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
c33e09ebe4527ded37b7fbf491d16350f12578cf,R3_68C877C0_LANGUAGE_BOUNDARY_GUARDS.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\R3_68C877C0_LANGUAGE_BOUNDARY_GUARDS.csv,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/R3_68C877C0_LANGUAGE_BOUNDARY_GUARDS.csv,true,true,6,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
c33e09ebe4527ded37b7fbf491d16350f12578cf,R3_68C877C0_SOURCE_GATED_MICRO_EVIDENCE_REFRESH.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\R3_68C877C0_SOURCE_GATED_MICRO_EVIDENCE_REFRESH.csv,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/R3_68C877C0_SOURCE_GATED_MICRO_EVIDENCE_REFRESH.csv,true,true,148,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
c33e09ebe4527ded37b7fbf491d16350f12578cf,R3_68C877C0_SOURCE_USE_ADVERSE_LEDGER_REFRESH.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706\R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z\R3_68C877C0_SOURCE_USE_ADVERSE_LEDGER_REFRESH.csv,interlanguage-sidecar/rtl-persianate-arabic-68c877c0-romance-branch-boundary-source-gated-refresh-20260706/R3_68C877C0_ROMANCE_BRANCH_BOUNDARY_SOURCE_GATED_REFRESH_20260706_20260706T134331Z/R3_68C877C0_SOURCE_USE_ADVERSE_LEDGER_REFRESH.csv,true,true,162,r3-source-gated-refresh-or-boundary,derived support/boundary metadata only; no raw ZIP; no review/gate/final claim
