"relative_path","bytes","sha256","category","role"
"00_EDITION/SGA5_English_WorkingEdition_NotCritical_20260718.pdf","2060055","0455F60C9318F0080A8ACFD4F307849F67E9C321A4C5FB9BB01A21E862721290","00_EDITION","309-page English reader"
"00_EDITION/SGA5_English_WorkingEdition_NotCritical_20260718.tex","798096","5A79546320606564E0FEF609A13E7F71D42487281325C4CCF97DC20990B7F4C4","00_EDITION","editable English source"
"01_BUILD/BUILD_LOG_SANITIZATION_RECEIPT.md","769","348D07B24BE0E83D9655089B82870948A2DB63D24D21613BBB322E2F256C0576","01_BUILD","build provenance"
"01_BUILD/BUILD_REOPEN_PASS1_20260718_SANITIZED.log","49723","4842DC57268881939F5565FCB6CC473DEBF4B245C16C500058B4C9CD95192946","01_BUILD","path-sanitized build log"
"01_BUILD/BUILD_REOPEN_PASS2_20260718_SANITIZED.log","49723","4842DC57268881939F5565FCB6CC473DEBF4B245C16C500058B4C9CD95192946","01_BUILD","path-sanitized build log"
"02_SOURCE_REVIEW/EVIDENCE_SCOPE.md","1045","4F3ABAA8A236AACB719030784BE3CD7F35EA0448EE62F7B4EC9EB3E77318CCC8","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"02_SOURCE_REVIEW/REOPENED_SOURCE_ADJUDICATION_20260718.csv","1997","911ABC44618BE3894BE502A72BB60B89D14A3D06B0DE12B8EF5793D2732B0816","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"02_SOURCE_REVIEW/REOPENED_TEX_DELTA_REVIEW_20260718.md","2528","9DB17A2F25D755E4C7C6EE74F1B43F6EAD96B9109B91FC9A3DB6CAB7C22C397E","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"02_SOURCE_REVIEW/SOURCE_CORRECTION_FINAL_RESOLUTION.csv","146195","DEEC0D50C22862E4EE5FBB7A207B317B2D4DE4C3F59BE939C29BDE8702C73FB4","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"02_SOURCE_REVIEW/SOURCE_CRITICAL_ADDITIONAL_REPAIRS.csv","6375","6060649F14E5211B2470594F189F07991BF80EE327ADA1654B3CADB6E2E8E546","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"02_SOURCE_REVIEW/SOURCE_FORMULA_COMPARISON_EXACT.csv","271987","EB566F2D37B52214FADE9D045EA20A8B9ECAB0C5DED524CD322601A6F9FFB9A4","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"02_SOURCE_REVIEW/SOURCE_FORMULA_COMPARISON_FINAL.md","6692","3556B419143127ABF75F4D1BF48B7DF56CDB39816EB8B380B934C9031A07AED1","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"02_SOURCE_REVIEW/STRUCTURAL_PARITY_DIFFERENCES_FINAL.csv","2115","2860C21D2C98C33D695F59FCE4EB9EEACC9A97ACD8C2C3EE1B8F0305A6593A02","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"02_SOURCE_REVIEW/STRUCTURAL_PARITY_REPRESENTATION_REVIEW.csv","3146","F545C18B9AC77670EB8294FDB2553C6C909579A5BE37BAAE1C063511339817C0","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"02_SOURCE_REVIEW/STRUCTURAL_PARITY_SUMMARY_FINAL.csv","1174","C4D11398A647301351A0ADDA12DE8EE758ADBD4FC9A68BF824DED715FE79DFA2","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"02_SOURCE_REVIEW/TERMINOLOGY_REJECTED_CHOICES.csv","10962","70A509E5754B94E9982D612F5BD93BEEECC313F17F77CAB646C705547A5471A3","02_SOURCE_REVIEW","source/formula/terminology/structural evidence"
"03_RENDERED_QA/contact_sheets/contact-001-020.png","603540","2140D8FD6E14C4CB9A25060CB9C9A15C055BCAD3F36FEF80E57C7D1A195DFA6E","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-021-040.png","605800","210DF72FCAB202C7B961CB2308C33DADA774F6020C0CE3FA0651E8A6DFC61BF2","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-041-060.png","565243","B338FA9A7963680F533D3AD6B08B17021958B9CCAD8C356B475D6D79677DFF0F","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-061-080.png","587080","70ACA20FA7A51E701B314E2147F8542907383CE50FBBD4ADA58B61DF76341E42","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-081-100.png","604334","4A9E737EB8183C32C29E32DD34A15FEF6D450D72BC39E8F8E4C406B1F5AF4CA5","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-101-120.png","589757","40CE95226987A7A116B0D13FFBD9EE2072EAC47B82A3CDB08BAED2C4A8BA875D","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-121-140.png","507646","8012C9214AFA955A25EBBCB9CFA6C229D0C1B38063274140CC9002C5C1FA9751","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-141-160.png","527299","3875D941191E46EC193D9342008F228C7410A706F2C7D30B1DA8B79FFEE55F44","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-161-180.png","548856","C94D08326C461BB77A6F8824F1B25258CB9A3565B03F46F8566E01E505207A8D","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-181-200.png","515865","43AEEB1D711DC04835B248199F2AF9B854E349900DF9447FB6EDE393BFD0246F","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-201-220.png","542122","63324FA65B5806A1C2BDB5D5E0593E10B9271E487CBF4324792C10F0F4664B7B","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-221-240.png","502857","8B6A2D9FD5B6F24990A2D29B571CA98EA23B072A0D7AB5EB623CD90A538FCB7E","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-241-260.png","547180","C2BB31633715764C11C02BCB365984A424A1C356A2D49AB12E40F3A0C72AA056","03_RENDERED_QA","English-reader render QA"
"03_RENDERED_QA/contact_sheets/contact-261-280.png","491157","B168047B4821590B6A76D72E263C7F3B4A88995B0BB3828ABE691D9DF240F8C9","03_RENDERED_QA","English-reader render QA"
