"language","unit","tex_path","tex_sha256","pass1_exit","pass2_exit","pdf_path","pdf_pages","original_build_pdf_sha256","packaged_pdf_sha256","compile_flag_count","raw_log_sha256","raw_log_disposition"
"interslavic-cyrillic","Introduction","current/tex/interslavic-cyrillic/v001/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex","73A7A6423CF0340D03FC3149B89C837D8BB2AF42F476AFA18BDAB894AE98601F","0","0","current/pdf/interslavic-cyrillic/Introduction/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.pdf","3","41EC73C03883A9528F7F21C47B7CED5ED20323DD48D38F5DE6ABC22794DDF488","41EC73C03883A9528F7F21C47B7CED5ED20323DD48D38F5DE6ABC22794DDF488","8","94987F900C30280B52D79A79D1E2CE6033E52A223E33B6D227DF54BEC3D5560A","excluded_private_path_build_log"
"interslavic-cyrillic","Section02","current/tex/interslavic-cyrillic/v001/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex","DE07F43C079443D94946BEFCCDED2AE9A2D1EB023EB342BDD592CDB2B67EFAFB","0","0","current/pdf/interslavic-cyrillic/Section02/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.pdf","3","338570340D4A9D6FFA88038248E07086D2C6ED35EE7DB8145DAD65266BEACD0B","338570340D4A9D6FFA88038248E07086D2C6ED35EE7DB8145DAD65266BEACD0B","13","2A9B453B1FE193C278BA30C99EC3FAA66F771B9368E47C9BB48A03778AE23F30","excluded_private_path_build_log"
"interslavic-cyrillic","Section03","current/tex/interslavic-cyrillic/v001/Noether_Paper04_Section03_Interslavic_Cyrillic_v001.tex","1DAD993AC6014F302F9ED85010229B9B46B0657BE89E3F1153ECF09E47D55FBF","0","0","current/pdf/interslavic-cyrillic/Section03/Noether_Paper04_Section03_Interslavic_Cyrillic_v001.pdf","4","8F2A05D424B5032F976522F366F88F8677C5880D7B22B4CBB4B6E63364D3F1A0","8F2A05D424B5032F976522F366F88F8677C5880D7B22B4CBB4B6E63364D3F1A0","9","1A519E756C56DE6B7B337D41B882AE5F8E08A9C540FB4DBF67A89C4589031ACB","excluded_private_path_build_log"
"interslavic-cyrillic","Section04","current/tex/interslavic-cyrillic/v001/Noether_Paper04_Section04_Interslavic_Cyrillic_v001.tex","4FF6C7A127079FED9C35DDC1BB0068E02A22900437C941A96EF700014CD3BFC8","0","0","current/pdf/interslavic-cyrillic/Section04/Noether_Paper04_Section04_Interslavic_Cyrillic_v001.pdf","3","E71192C27551C6ADB83CF769763FC617B13D055F79464393E938909BB5B53A3D","E71192C27551C6ADB83CF769763FC617B13D055F79464393E938909BB5B53A3D","3","3B2DCAE3833CE0A1F669AC9115086EAA389DB00F3F19135A06BC9B6624D18DF0","excluded_private_path_build_log"
"interslavic","Introduction","current/tex/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex","A2244E98B56E8C1E61A46526971B6BEF2C5ECC13B0928BFA9F4A5708BAB2FDA1","0","0","current/pdf/interslavic/Introduction/Noether_Paper04_Introduction_Interslavic_v001.pdf","2","6A02FB3C9C3B2B749C84D333375C50741B2AA72B10CDBA90E22E18BFF5023B79","6A02FB3C9C3B2B749C84D333375C50741B2AA72B10CDBA90E22E18BFF5023B79","0","9C5B4E553A5E41718DE6A6BEC7D689AC1CB96EEFA2A574FF44AE89538AA18896","excluded_private_path_build_log"
"interslavic","Section02","current/tex/interslavic/v001/Noether_Paper04_Section02_Interslavic_v001.tex","537A115AE93A2CB72751359E713B3D931E0DA965459BC4DF525F532F2AF222CD","0","0","current/pdf/interslavic/Section02/Noether_Paper04_Section02_Interslavic_v001.pdf","2","D88BA4172A124BF4B8E70D665451A8F84B049817AFCF2B268937701365BAEE5B","D88BA4172A124BF4B8E70D665451A8F84B049817AFCF2B268937701365BAEE5B","3","1683890B9F30AD796F91D3075C2A1E529762A97088AC35BDFCECAAE93BA8450A","excluded_private_path_build_log"
"interslavic","Section03","current/tex/interslavic/v001/Noether_Paper04_Section03_Interslavic_v001.tex","F91C649465A9E534293AC5242557886F97DA03125A48771B830AE901E93DC9CA","0","0","current/pdf/interslavic/Section03/Noether_Paper04_Section03_Interslavic_v001.pdf","4","7B8E837EAC4FC7BFF259E673C6E0E4DA310E50D9CCFE2D2B21D828B01D9E389D","7B8E837EAC4FC7BFF259E673C6E0E4DA310E50D9CCFE2D2B21D828B01D9E389D","1","E23AA438C14553115A5CD32EA7D8C32E7F1A56CD09FD0E43800DDB0E6DC9A843","excluded_private_path_build_log"
"interslavic","Section04","current/tex/interslavic/v001/Noether_Paper04_Section04_Interslavic_v001.tex","EFFDA05FEF9A9824925B525654AD65183BAAD36C15BBCE307CFC991F6B300E6B","0","0","current/pdf/interslavic/Section04/Noether_Paper04_Section04_Interslavic_v001.pdf","3","CD47195673736BD6C74A2D794035806171C1AB22DC74970DDBCE2E6A75770AF2","CD47195673736BD6C74A2D794035806171C1AB22DC74970DDBCE2E6A75770AF2","0","AF4FB1A437170E5DE419EC473D50ABDA429AF684184C174BC46917681526FF5A","excluded_private_path_build_log"
"russian","Introduction","current/tex/russian/v001/Noether_Paper04_Introduction_Russian_v001.tex","6EA6562172E6BC373F9EE854A0C5E1E1A8A6910FD367359AB47C9E86CADE163E","0","0","current/pdf/russian/Introduction/Noether_Paper04_Introduction_Russian_v001.pdf","3","05ADE4BB26E5F1C80C4417E503832A91CA1BBCB4135EC0D3BC9E7B8C4E86EED9","05ADE4BB26E5F1C80C4417E503832A91CA1BBCB4135EC0D3BC9E7B8C4E86EED9","12","32820C8A4100093E171ADA1071821FC8C18AB745592FEC9D60C0B899519C8DA2","excluded_private_path_build_log"
"russian","Section02","current/tex/russian/v001/Noether_Paper04_Section02_Russian_v001.tex","A042DE7DAA078CEEE123B884A8A79389691396FBA01C18573E8CFC70492C6A00","0","0","current/pdf/russian/Section02/Noether_Paper04_Section02_Russian_v001.pdf","3","7200A4C29364453FDBE643BE6F794C0CD5A02605F93B85B10E74FA28D964A80D","7200A4C29364453FDBE643BE6F794C0CD5A02605F93B85B10E74FA28D964A80D","17","49C49498762AC6909F4C77CF0FFD51A55A1BFAD16A1B517EE344BE994CA0D640","excluded_private_path_build_log"
