"route_or_language","body_capture","review_status","draft_permission_effect","authority_effect","reuse_license_signal","target_id","source_use_label","note","lane_scope"
"Ecuador Kichwa/CNIB","probe_failed_no_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-212DFB-SEARCH-1","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","indigenous"
"Ecuador EIB/CNIB general","probe_failed_no_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-212DFB-SEARCH-2","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","indigenous"
"Paraguay Guarani/PRODEPA","probe_failed_no_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-212DFB-SEARCH-3","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","indigenous"
"Paraguay PRODEPA background","probe_failed_no_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-212DFB-SEARCH-4","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","indigenous"
"ASL algebra/STEM","html_probe_and_candidate_links_only_no_raw_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-212DFB-SEARCH-5","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","sign_access"
"ASL math dictionary","html_probe_and_candidate_links_only_no_raw_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-212DFB-SEARCH-6","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","sign_access"
"DGS math videos","html_probe_and_candidate_links_only_no_raw_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-212DFB-SEARCH-7","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","sign_access"
"DGS corpus dictionary","html_probe_and_candidate_links_only_no_raw_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-212DFB-SEARCH-8","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","sign_access"
"DGS open dictionary comparator","html_probe_and_candidate_links_only_no_raw_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-212DFB-SEARCH-9","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","sign_access"
"Paraguay Guarani language program","probe_failed_no_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-AC6F-WEB-PARAGUAY-GUARANI-PROGRAM-PDF","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","indigenous"
"Paraguay mathematics program comparator","probe_failed_no_body_saved","not native reviewed/not source certified","no new draft permission; existing source-gated rows only","no source/reviewer/ethics authority gate closed","not cleared by this probe","R6-AC6F-WEB-PARAGUAY-MATH-PROGRAM-PDF","source-recovery-metadata-only","metadata/body-candidate recovery only; no accepted terminology or completion claim","indigenous"
