"filename","status","additions","deletions","changes","route_bucket"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/B3_UPLOADER_READY_SUMMARY.csv","added","13","0","13","R3 branch-visible source-use/gap packet"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/MANIFEST.csv","added","10","0","10","R3 branch-visible source-use/gap packet"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/PACKAGE_VALIDATION.json","added","25","0","25","R3 branch-visible source-use/gap packet"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/R3_1A823D4A_BASELINE_SOURCE_USE_GAP_STATE.csv","added","3","0","3","R3 branch-visible source-use/gap packet"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/R3_1A823D4A_FABLE_ADVERSE_LEDGER.csv","added","4","0","4","R3 branch-visible source-use/gap packet"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/R3_1A823D4A_FIVE_HOUR_RESET_RULES.csv","added","4","0","4","R3 branch-visible source-use/gap packet"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/R3_1A823D4A_LANGUAGE_BOUNDARY_ROWS.csv","added","7","0","7","R3 branch-visible source-use/gap packet"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/R3_1A823D4A_SAME_FRONTIER_BLOCKER_RECOVERY_ROWS.csv","added","5","0","5","R3 branch-visible source-use/gap packet"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/R3_1A823D4A_SOURCE_USE_GAP_LEDGER.csv","added","5","0","5","R3 branch-visible source-use/gap packet"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/README.md","added","9","0","9","R3 branch-visible source-use/gap packet"
"interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707/R3_1A823D4A_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T034031Z/SHA256SUMS.txt","added","10","0","10","R3 branch-visible source-use/gap packet"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7B34EC91_1A_R3_R6_ACCOUNTING_REFRESH_20260707/B3_ACTION_SUMMARY.csv","added","2","0","2","B3 package/steward validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7B34EC91_1A_R3_R6_ACCOUNTING_REFRESH_20260707/BRANCH_PR_STATE.csv","added","2","0","2","B3 package/steward validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7B34EC91_1A_R3_R6_ACCOUNTING_REFRESH_20260707/MANIFEST.csv","added","8","0","8","B3 package/steward validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7B34EC91_1A_R3_R6_ACCOUNTING_REFRESH_20260707/PACKAGE_FILE_LEDGER.csv","added","26","0","26","B3 package/steward validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7B34EC91_1A_R3_R6_ACCOUNTING_REFRESH_20260707/PACKAGE_ROOT_SUMMARY.csv","added","3","0","3","B3 package/steward validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7B34EC91_1A_R3_R6_ACCOUNTING_REFRESH_20260707/README.md","added","9","0","9","B3 package/steward validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7B34EC91_1A_R3_R6_ACCOUNTING_REFRESH_20260707/SAFETY_SCAN_HITS.csv","added","2","0","2","B3 package/steward validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7B34EC91_1A_R3_R6_ACCOUNTING_REFRESH_20260707/SHA256SUMS.txt","added","8","0","8","B3 package/steward validation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_7B34EC91_1A_R3_R6_ACCOUNTING_REFRESH_20260707/VALIDATION_ISSUES.csv","added","2","0","2","B3 package/steward validation"
"uploader-transfer/r6-1a823d4a-accounting-refresh-after-coordinator-scan-20260707/R6_1A823D4A_ACCOUNTING_REFRESH_AFTER_COORDINATOR_SCAN_20260707/MANIFEST.csv","added","13","0","13","R6 uploader-transfer accounting refresh"
"uploader-transfer/r6-1a823d4a-accounting-refresh-after-coordinator-scan-20260707/R6_1A823D4A_ACCOUNTING_REFRESH_AFTER_COORDINATOR_SCAN_20260707/README.md","added","16","0","16","R6 uploader-transfer accounting refresh"
