"lane","delta_status","source_path","source_relative_path","package_relative_path","bytes","sha256","source_last_write_utc","package_action","base_frontier","frontier_package","frontier_sha256","frontier_bytes"
"noether-cjk-native-source-evidence","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705_MANIFEST.json","NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705_MANIFEST.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705_MANIFEST.json","2351","178576134660D23309D0D6488465C53B2D4731A9D005496D6D3FF744A487790A","2026-07-05T15:15:37.7843125Z","included_or_repaired","through package 635",,,
"noether-cjk-native-source-evidence","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705_SHA256SUMS.txt","NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705_SHA256SUMS.txt","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705_SHA256SUMS.txt","574","FFE9B7F46D138D09F5C7765B6CC07FD53819EA23B1E8C3CCAAA6C93976564BC6","2026-07-05T15:15:37.8021385Z","included_or_repaired","through package 635",,,
"noether-cjk-native-source-evidence","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705.csv","NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705.csv","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705.csv","411263","B50B779FAEEF042EC0A54F86610789B165A52DB5025384A0E82EE39715F6703C","2026-07-05T15:15:37.7246687Z","included_or_repaired","through package 635",,,
"noether-cjk-native-source-evidence","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705.json","NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705.json","444291","152F5537ACEE42F32406BF847D7EFA4DDFC0ACA58BEF66AB10606DED3BB4A857","2026-07-05T15:15:37.7079672Z","included_or_repaired","through package 635",,,
"noether-cjk-native-source-evidence","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705.md","NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705.md","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_20260705.md","22751","7A525AE240C574616CCA8D2490F682BD20400A1715B56DB94E4244BEBD8D3CF0","2026-07-05T15:15:37.7246687Z","included_or_repaired","through package 635",,,
"noether-cjk-native-source-evidence","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705_MANIFEST.json","NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705_MANIFEST.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705_MANIFEST.json","1664","F3A0E5AA788591CD5749938E9BC9E1FD6308B7FB5ABA87A1A66EB9F586C28917","2026-07-05T15:16:29.1094518Z","included_or_repaired","through package 635",,,
"noether-cjk-native-source-evidence","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705_SHA256SUMS.txt","NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705_SHA256SUMS.txt","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705_SHA256SUMS.txt","650","86E1340FD8DE2BC26EC207C8C7EB401EAE6F78F3332401CF0B5F6F219A32714B","2026-07-05T15:16:29.1242948Z","included_or_repaired","through package 635",,,
"noether-cjk-native-source-evidence","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705.csv","NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705.csv","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705.csv","2232","C2171794520D2F4FC5D73AC50B60C84F8AF9F694756C11EBCD34DE0050E22A68","2026-07-05T15:16:29.0657793Z","included_or_repaired","through package 635",,,
"noether-cjk-native-source-evidence","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705.json","NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705.json","4689","47EB76B12378952F7FE2277D4F90A5256A624913EC63A338FF5CA0D002684C47","2026-07-05T15:16:29.0657793Z","included_or_repaired","through package 635",,,
"noether-cjk-native-source-evidence","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705.md","NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705.md","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_INSUFFICIENT_ACTIVE_ROW_SOURCE_ACQUISITION_LEDGER_B3_PACKAGE_REQUEST_20260705.md","2711","ECDF4A6A39CB41D9F9E29E3B6221C38403CDAACB8F985204ED990E6D51313265","2026-07-05T15:16:29.0677852Z","included_or_repaired","through package 635",,,
"noether-interlanguage-method-authority","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\NOETHER_ACTIVE_ROW_SUFFICIENCY_CLASSIFICATION_AND_DRAFT_SCAFFOLDS_20260705T150926Z.json","NOETHER_ACTIVE_ROW_SUFFICIENCY_CLASSIFICATION_AND_DRAFT_SCAFFOLDS_20260705T150926Z.json","lane_outputs\noether-interlanguage-method-authority\NOETHER_ACTIVE_ROW_SUFFICIENCY_CLASSIFICATION_AND_DRAFT_SCAFFOLDS_20260705T150926Z.json","31525","332F9461C5EFD011C2F763BD3E672E6BDAE0E43B5A297C16FA9F0CAAD9303CAC","2026-07-05T15:16:49.5485272Z","included_or_repaired","through package 635",,,
"noether-interlanguage-method-authority","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\NOETHER_ACTIVE_ROW_SUFFICIENCY_CLASSIFICATION_AND_DRAFT_SCAFFOLDS_20260705T150926Z.md","NOETHER_ACTIVE_ROW_SUFFICIENCY_CLASSIFICATION_AND_DRAFT_SCAFFOLDS_20260705T150926Z.md","lane_outputs\noether-interlanguage-method-authority\NOETHER_ACTIVE_ROW_SUFFICIENCY_CLASSIFICATION_AND_DRAFT_SCAFFOLDS_20260705T150926Z.md","21582","60E39A54491A3EF39314B1C5F7DAE62C763059745E8DD29FCA0981A704BAB96E","2026-07-05T15:16:49.5464820Z","included_or_repaired","through package 635",,,
"noether-interlanguage-method-authority","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\NOETHER_ACTIVE_ROW_SUFFICIENCY_CLASSIFICATION_AND_DRAFT_SCAFFOLDS_20260705T150926Z.sha256","NOETHER_ACTIVE_ROW_SUFFICIENCY_CLASSIFICATION_AND_DRAFT_SCAFFOLDS_20260705T150926Z.sha256","lane_outputs\noether-interlanguage-method-authority\NOETHER_ACTIVE_ROW_SUFFICIENCY_CLASSIFICATION_AND_DRAFT_SCAFFOLDS_20260705T150926Z.sha256","306","B177F14A6720BA71901626EE6D5A8F855DD78FECC731C26C5312322A1E364D70","2026-07-05T15:17:11.5205277Z","included_or_repaired","through package 635",,,
"noether-non-slavic-core-lane","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","lane_outputs\noether-non-slavic-core-lane\NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","555273","60EBAE7177D3BFDA4C5D026FFEFB8EB6DAE085587337F441085B04D52B17DF8A","2026-07-05T17:07:57.6471462Z","included_or_repaired","through package 635",,,
"noether-olp-relation-function-support","PACKAGE636_REPAIR_INCLUDED_COMMITTED_TREE_FILE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_ACTIVE_ROW_BUCKET_DRAFT_AND_ACQUISITION_20260705.csv","SESSION_K_ACTIVE_ROW_BUCKET_DRAFT_AND_ACQUISITION_20260705.csv","lane_outputs\noether-olp-relation-function-support\SESSION_K_ACTIVE_ROW_BUCKET_DRAFT_AND_ACQUISITION_20260705.csv","17791","84DFE2E1E4E6A189994828D7C98AF7B9C46FCA5D95FEC6843791E072B0CBCE2F","2026-07-05T15:12:21.1157337Z","included_or_repaired","through package 635",,,
