"previous_package","relative_path","exists","expected_sha256","actual_sha256","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","b3/B3_ROUTE.csv","True","03fae5b9c00ab0cfbfd935da3e0e16516e4ed5c8fea8f1eb3ab22295130ec77a","03fae5b9c00ab0cfbfd935da3e0e16516e4ed5c8fea8f1eb3ab22295130ec77a","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","blockers/R6_9BBCB11B_EXACT_BLOCKERS_LOCAL_SOURCE_WITNESSES.csv","True","20ebc9f7fe89c892d87e4775f2f54ada1bc6c3d8f4823155c84c1cd21058143d","20ebc9f7fe89c892d87e4775f2f54ada1bc6c3d8f4823155c84c1cd21058143d","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","branch-current/R6_9BBCB11B_BRANCH_AND_LOCAL_SOURCE_ROOT_CHECK.csv","True","b4a495319321abd5937b539f1c988d1c3d6976ddab1be2387ca3beafa0463607","b4a495319321abd5937b539f1c988d1c3d6976ddab1be2387ca3beafa0463607","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","ethics/R6_9BBCB11B_ETHICS_AUTHORITY_LOCAL_SOURCE_MAP.csv","True","3cc11b2ff9470cd29f6ca5ce70b14b984ba94d26ecacd4e03063ebfa5a7311af","3cc11b2ff9470cd29f6ca5ce70b14b984ba94d26ecacd4e03063ebfa5a7311af","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","fable/R6_9BBCB11B_SOURCE_USE_ADVERSE_EVIDENCE_LOCAL_WITNESSES.csv","True","7282b2b391fde29c6333626a970f252b8a8590aafd7ac1d9dd3e37620e4fe0f5","7282b2b391fde29c6333626a970f252b8a8590aafd7ac1d9dd3e37620e4fe0f5","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","input-verification/R6_9BBCB11B_LOCAL_SOURCE_PACKAGE_SHA_VERIFY.csv","True","a13f9e59ca97d618a2a2d160081aed9a63343a5ebf73466a6eb090833dad2881","a13f9e59ca97d618a2a2d160081aed9a63343a5ebf73466a6eb090833dad2881","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","logs/LOGBOOK_EXCERPT_20260706.md","True","5e813ad03c476ffc8ad0d3597333587d65f65bbcf5924bdeace67313fefc0329","5e813ad03c476ffc8ad0d3597333587d65f65bbcf5924bdeace67313fefc0329","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","MANIFEST.csv","True","051a52606480ec834982830c628758fa5ddc8b2e68b6e04dc205a518df7573b3","051a52606480ec834982830c628758fa5ddc8b2e68b6e04dc205a518df7573b3","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_COUNTS.csv","True","474ffbe4faefe9ab35cdcc9f6ffc0994c2784e52440c87d5d23f9249735ceaeb","474ffbe4faefe9ab35cdcc9f6ffc0994c2784e52440c87d5d23f9249735ceaeb","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","README.md","True","914eaa9b046042c14726e585a934163b7477dda392d533ae6857f0e8822c8fcd","914eaa9b046042c14726e585a934163b7477dda392d533ae6857f0e8822c8fcd","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","source-use/R6_9BBCB11B_SOURCE_USE_LABEL_RECONCILIATION.csv","True","e8205220f3c94173c05c757b7f6606d9e3599015f80cdedc0ebb20532ec0ed6a","e8205220f3c94173c05c757b7f6606d9e3599015f80cdedc0ebb20532ec0ed6a","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","source-use/R6_9BBCB11B_SOURCE_USE_PROVENANCE_GAP_RECOVERY_LOCAL_WITNESSES.csv","True","4154eb29082e4163bdcc56aba048fc5c01d8c9dbe80e76fd29982b3548b3b145","4154eb29082e4163bdcc56aba048fc5c01d8c9dbe80e76fd29982b3548b3b145","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","witness-index/R6_9BBCB11B_LOCAL_SOURCE_WITNESS_INDEX.csv","True","8b2d2ba6d0d857c81c99d09c09840cc821a82616609e2a76967e1b83259cef67","8b2d2ba6d0d857c81c99d09c09840cc821a82616609e2a76967e1b83259cef67","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_9BBCB11B_LOCAL_SOURCE_WITNESS_RECONCILIATION_20260706","witness-index/R6_9BBCB11B_SOURCE_WITNESS_SCOPE_COUNTS.csv","True","865290acdd116833214bf2631a65b93d6146809834a4b181da3798c035e344b0","865290acdd116833214bf2631a65b93d6146809834a4b181da3798c035e344b0","True"
