"lane","delta_status","source_relative_path","package_relative_path","bytes","sha256","source_last_write_utc","frontier_package","frontier_sha256","frontier_bytes"
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_CHECKSUMS_20260705T065115Z.sha256","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_CHECKSUMS_20260705T065115Z.sha256","1303","78E1FA2A4C1A082F0A6A260AC72446BE3508889C580F761D5D09DC0DB6253B06","2026-07-05T06:51:18.6873959Z",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_HANDOFF_20260705T065115Z.md","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_HANDOFF_20260705T065115Z.md","4151","9C2138CA858E3F81927BBBFE3AFAF79D0098E817A9B83EC4BE2B28F3D840C5C2","2026-07-05T06:51:18.6043882Z",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_MANIFEST_20260705T065115Z.json","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_MANIFEST_20260705T065115Z.json","22748","C0A66506AB434E55F58225F34A9D6985B840613B50134B126F566D66206ADA95","2026-07-05T06:51:18.6124204Z",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_ROWS_20260705T065115Z.csv","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_ROWS_20260705T065115Z.csv","24762","16C59A15843F7B05053EC4A77892D52AC506B593F4C8F12E7D1D78D41D93CB62","2026-07-05T06:51:18.3287064Z",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_ROWS_20260705T065115Z.json","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_ROWS_20260705T065115Z.json","36439","F90FB9DB6859AB3D7A3D4A6576BA44B71E66530867C9055DDFED4BA1AE3C9A48","2026-07-05T06:51:18.4621943Z",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_VALIDATION_20260705T065115Z.json","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_CROSS_LANE_SYNC_VALIDATION_20260705T065115Z.json","11368","8AEED11AD7191D2A936061B18BC559D768EF6F66F9C38238B1516DF6560900BB","2026-07-05T06:51:18.5986320Z",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_DURABLE_RUN_LOG_APPEND_20260705T065115Z.md","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_DURABLE_RUN_LOG_APPEND_20260705T065115Z.md","821","5D5918E64663FF03625EE623CE0B244FD22411C9673B716777858B9FC169FF10","2026-07-05T06:51:18.6084051Z",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_DURABLE_RUN_LOG_APPEND_ROWS_20260705T065115Z.csv","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_DURABLE_RUN_LOG_APPEND_ROWS_20260705T065115Z.csv","497098","859BDA15DF76C6BABE068A0BC13316A3C8AA8C3F72D73D3A4035A33A8829374A","2026-07-05T06:51:18.5018116Z",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_DURABLE_RUN_LOG_APPEND_ROWS_20260705T065115Z.json","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_DURABLE_RUN_LOG_APPEND_ROWS_20260705T065115Z.json","675925","7C9BE10D289CEFEC833BC6EF4F70ADB2079E46CAF177F525ACC48308859D328A","2026-07-05T06:51:18.5432141Z",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_OPEN_GAPS_AND_REFRESH_ACTIONS_20260705T065115Z.csv","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_OPEN_GAPS_AND_REFRESH_ACTIONS_20260705T065115Z.csv","75536","AFCE99D6EAE5F337D24CD5AD0A0718C6EB41EAC7669BF672DED549A5319ADA9B","2026-07-05T06:51:18.4662074Z",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_OPEN_GAPS_AND_REFRESH_ACTIONS_20260705T065115Z.json","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_20260705T065115Z\R3_SOURCE_CANON_OPEN_GAPS_AND_REFRESH_ACTIONS_20260705T065115Z.json","104976","5B643600E74AC003D4B29D8C221E9A21BBCCD520E77EB912FB673C77B2695A49","2026-07-05T06:51:18.4759790Z",,,
"noether-r3-arabic-persianate-linear-algebra","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","R3_SOURCE_CANON_CROSS_LANE_SYNC_CURRENT.txt","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_CROSS_LANE_SYNC_CURRENT.txt","2427","97F95CDEB5EB2F5C4D71C4E28C6C2F190B84B97A5370B52A841CCACD228C5854","2026-07-05T06:51:18.6951707Z","528","0AD9F4608EFAF1F57D355754C03A40DD84309C0C40C1A04128D7DF243C2D5D8E","2427"
"noether-r3-arabic-persianate-linear-algebra","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","R3_SOURCE_CANON_DURABLE_RUN_LOG_CURRENT.txt","lane_outputs\noether-r3-arabic-persianate-linear-algebra\R3_SOURCE_CANON_DURABLE_RUN_LOG_CURRENT.txt","1188","2840625A7728FD6C3F31E4248B351361B952B77F07C8B9757CC3CF75BE5C1672","2026-07-05T06:51:18.6971784Z","528","3C3A3407F08E5B7D9D66389D874D14803CD000F44DB1F95BF87F5B3ACBD88466","1188"
