"local_path","probed_at_utc","target_id","route_or_language","next_action","lane_scope","provenance","error","elapsed_ms","html_candidate_link_rows","source_owner_signal","final_uri","source_use_label","status_code","content_type","content_length_header","sha256","url","authority_effect","capture_decision","previous_probe_status","target_kind"
"","2026-07-06T08:35:17Z","R6-212DFB-SEARCH-1","Ecuador Kichwa/CNIB","continue source-owner/manual/browser recovery; do not widen support","indigenous","carried_from_ac6f_recovery_ledger","Exception calling ""GetResult"" with ""0"" argument(s): ""A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond. (educacion.gob.ec:443)""","21438","0","Ecuador Ministry of Education page","","source-recovery-metadata-only","","","","","https://educacion.gob.ec/curriculos-nacionales-interculturales-bilingues/","no source/reviewer/ethics authority gate closed","probe_failed_no_body_saved","probe_failed: The request was canceled due to the configured HttpClient.Timeout of 8 seconds elapsing.","official_curriculum_route_page"
"","2026-07-06T08:35:17Z","R6-212DFB-SEARCH-2","Ecuador EIB/CNIB general","continue source-owner/manual/browser recovery; do not widen support","indigenous","carried_from_ac6f_recovery_ledger","Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""","736","0","Educacion Bilingue Ecuador PDF host","","source-recovery-metadata-only","","","","","https://www.educacionbilingue.gob.ec/wp-content/uploads/2021/01/CURRICULO-EIB-288-PAGINAS.pdf","no source/reviewer/ethics authority gate closed","probe_failed_no_body_saved","probe_failed: The SSL connection could not be established, see inner exception.","official_or_affiliated_pdf_route"
"","2026-07-06T08:35:17Z","R6-212DFB-SEARCH-3","Paraguay Guarani/PRODEPA","continue source-owner/manual/browser recovery; do not widen support","indigenous","carried_from_ac6f_recovery_ledger","Exception calling ""GetResult"" with ""0"" argument(s): ""A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond. (www.mec.gov.py:443)""","21882","0","Paraguay MEC page","","source-recovery-metadata-only","","","","","https://www.mec.gov.py/cms?ref=295084-programa-de-alfabetizacion-no-formal","no source/reviewer/ethics authority gate closed","probe_failed_no_body_saved","probe_failed: The request was canceled due to the configured HttpClient.Timeout of 8 seconds elapsing.","official_program_route_page"
"","2026-07-06T08:35:17Z","R6-212DFB-SEARCH-4","Paraguay PRODEPA background","continue source-owner/manual/browser recovery; do not widen support","indigenous","carried_from_ac6f_recovery_ledger","Exception calling ""GetResult"" with ""0"" argument(s): ""A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond. (mec.gov.py:443)""","21769","0","Paraguay MEC file path","","source-recovery-metadata-only","","","","","https://mec.gov.py/talento/archivo/concurso08-16/material_lectura/gestion_educativa/educacion_permanente_educacion_basica_bilingue.pdf","no source/reviewer/ethics authority gate closed","probe_failed_no_body_saved","probe_failed: The request was canceled due to the configured HttpClient.Timeout of 8 seconds elapsing.","official_or_mec_pdf_background"
"","2026-07-06T08:35:17Z","R6-212DFB-SEARCH-5","ASL algebra/STEM","verify media/source ownership, captions/transcripts, license/access, and sign-community reviewer route before any sign/access support","sign_access","carried_from_ac6f_recovery_ledger","","2307","0","ASL STEM site","https://aslstem.cs.washington.edu/term/Algebra","source-recovery-metadata-only","200","text/html","70503","","https://aslstem.cs.washington.edu/term/Algebra","no source/reviewer/ethics authority gate closed","html_probe_and_candidate_links_only_no_raw_body_saved","http_200","community_STEM_sign_dictionary"
"","2026-07-06T08:35:17Z","R6-212DFB-SEARCH-6","ASL math dictionary","verify media/source ownership, captions/transcripts, license/access, and sign-community reviewer route before any sign/access support","sign_access","carried_from_ac6f_recovery_ledger","","1828","0","Texas School for the Deaf / Statewide Outreach Center page","https://www.texasdeafed.org/apps/pages/index.jsp?uREC_ID=4364244&type=d&pREC_ID=2563102","source-recovery-metadata-only","200","text/html","","","https://www.texasdeafed.org/apps/pages/index.jsp?pREC_ID=2563102&type=d&uREC_ID=4364244","no source/reviewer/ethics authority gate closed","html_probe_and_candidate_links_only_no_raw_body_saved","http_200","statewide_outreach_math_sign_dictionary"
"","2026-07-06T08:35:17Z","R6-212DFB-SEARCH-7","DGS math videos","verify media/source ownership, captions/transcripts, license/access, and sign-community reviewer route before any sign/access support","sign_access","carried_from_ac6f_recovery_ledger","","756","0","University of Goettingen mathematics/DGS page","https://www.uni-goettingen.de/de/videos%2Bin%2Bdeutscher%2Bgebärdensprache%2B%28dgs%29/693397.html","source-recovery-metadata-only","200","text/html","","","https://www.uni-goettingen.de/de/videos%2Bin%2Bdeutscher%2Bgeb%C3%A4rdensprache%2B%28dgs%29/693397.html","no source/reviewer/ethics authority gate closed","html_probe_and_candidate_links_only_no_raw_body_saved","http_200","university_DGS_math_video_route"
"","2026-07-06T08:35:17Z","R6-212DFB-SEARCH-8","DGS corpus dictionary","verify media/source ownership, captions/transcripts, license/access, and sign-community reviewer route before any sign/access support","sign_access","carried_from_ac6f_recovery_ledger","","4001","0","University of Hamburg DGS corpus dictionary","https://www.sign-lang.uni-hamburg.de/korpusdict/overview/index-de.html","source-recovery-metadata-only","200","text/html","5256720","","https://www.sign-lang.uni-hamburg.de/korpusdict/overview/index-de.html","no source/reviewer/ethics authority gate closed","html_probe_and_candidate_links_only_no_raw_body_saved","http_200","DGS_corpus_dictionary_route"
"","2026-07-06T08:35:17Z","R6-212DFB-SEARCH-9","DGS open dictionary comparator","verify media/source ownership, captions/transcripts, license/access, and sign-community reviewer route before any sign/access support","sign_access","carried_from_ac6f_recovery_ledger","","353","0","SignDict open dictionary page","https://signdict.org/","source-recovery-metadata-only","200","text/html","8782","","https://signdict.org/","no source/reviewer/ethics authority gate closed","html_probe_and_candidate_links_only_no_raw_body_saved","http_200","open_DGS_dictionary_comparator"
"","2026-07-06T08:35:17Z","R6-AC6F-WEB-PARAGUAY-GUARANI-PROGRAM-PDF","Paraguay Guarani language program","continue source-owner/manual/browser recovery; do not widen support","indigenous","web_discovery_supplement_exact_pdf","Exception calling ""GetResult"" with ""0"" argument(s): ""A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond. (www.mec.gov.py:443)""","21086","0","Paraguay MEC","","source-recovery-metadata-only","","","","","https://www.mec.gov.py/cms_v2/adjuntos/9825?1415802976=","no source/reviewer/ethics authority gate closed","probe_failed_no_body_saved","web_search_observed_20260706","official_pdf_language_program_comparator"
